item_type,speed,name,price,capacity,cache,form_factor,interface
hdd,7200.0,Seagate Enterprise,537.64,6000.0,128.0,3.5,SAS 12.0 Gb/s
hdd,5400.0,Toshiba P300,318.91,2000.0,128.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Western Digital Ultrastar DC HC550,1603.17,18000.0,512.0,3.5,SAS 12.0 Gb/s
hdd,5400.0,Western Digital Blue,281.6,2000.0,64.0,3.5,SATA 6.0 Gb/s
hdd,5400.0,Samsung Spinpoint M8,166.21,1000.0,8.0,2.5,SATA 3.0 Gb/s
hdd,7200.0,Western Digital Caviar Blue,432.09,1000.0,32.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Western Digital Black,1020.33,6000.0,128.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Seagate BarraCuda Pro,1516.55,12000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Hitachi 7K1000.C,327.7,1000.0,32.0,3.5,SATA 3.0 Gb/s
hdd,7200.0,Western Digital Caviar Blue,313.32,500.0,16.0,3.5,SATA 3.0 Gb/s
hdd,7200.0,Seagate IronWolf NAS,775.56,8000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Toshiba X300 Pro,1312.86,14000.0,512.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Seagate Exos 7E8,337.76,3000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Seagate IronWolf NAS,991.3,10000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Toshiba X300,632.62,4000.0,128.0,3.5,SATA 6.0 Gb/s
hdd,5400.0,Toshiba P300,319.13,2000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,5400.0,Western Digital Scorpio Blue,99.66,160.0,8.0,2.5,SATA 3.0 Gb/s
hdd,5400.0,Seagate Momentus 5400.6,129.95,250.0,8.0,2.5,SATA 3.0 Gb/s
hdd,5900.0,Seagate SV35.5,135.8,500.0,16.0,3.5,SATA 3.0 Gb/s
hdd,7200.0,Toshiba X300,862.27,10000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Western Digital Gold,1386.52,14000.0,512.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Western Digital Caviar Black,563.25,4000.0,128.0,3.5,SATA 6.0 Gb/s
hdd,10000.0,Western Digital VelociRaptor,324.28,500.0,64.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Samsung Spinpoint F1 DT,433.26,1000.0,32.0,3.5,SATA 3.0 Gb/s
hdd,7200.0,Western Digital Ultrastar DC HC520,1334.26,12000.0,,3.5,SATA 6.0 Gb/s
hdd,7200.0,Seagate Enterprise Capacity,1024.84,4000.0,128.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Toshiba X300 Pro,554.58,4000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Western Digital Gold,371.03,1000.0,128.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Western Digital Gold,844.89,6000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Seagate Exos 7E10 512e/4Kn,1035.28,10000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,5400.0,Western Digital Caviar Green,732.28,3000.0,64.0,3.5,SATA 3.0 Gb/s
hdd,7200.0,Seagate BarraCuda Pro,658.57,6000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,5400.0,Western Digital Blue Mobile,86.57,320.0,16.0,2.5,SATA 6.0 Gb/s
hdd,5400.0,Seagate SkyHawk Surveillance +Rescue,606.58,6000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,5400.0,Western Digital Caviar Green,303.22,1500.0,64.0,3.5,SATA 3.0 Gb/s
hdd,5400.0,Western Digital Scorpio Blue,121.28,80.0,8.0,2.5,SATA 3.0 Gb/s
hdd,7200.0,Western Digital Caviar Blue,223.58,250.0,8.0,3.5,SATA 3.0 Gb/s
hdd,5400.0,Western Digital Red,1018.26,8000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,5400.0,Western Digital Red,528.63,2000.0,64.0,3.5,SATA 6.0 Gb/s
hdd,10500.0,Toshiba AL13SEB600,77.34,600.0,64.0,2.5,SAS 6.0 Gb/s
hdd,7200.0,Seagate SkyHawk AI,866.56,8000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Toshiba MG08ADA800E,818.89,8000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Hitachi Ultrastar 7K6000,380.13,4000.0,128.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Seagate BarraCuda,156.72,500.0,16.0,3.5,SATA 3.0 Gb/s
hdd,7200.0,Seagate Enterprise,996.59,12000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Seagate BarraCuda,233.98,320.0,16.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Western Digital Ultrastar DC HC550,1213.2,16000.0,512.0,3.5,SAS 12.0 Gb/s
hdd,7200.0,Seagate IronWolf Pro,1078.92,10000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Western Digital Purple Pro,1044.04,10000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Toshiba PH3500U-1I72,732.28,5000.0,128.0,3.5,SATA 6.0 Gb/s
hdd,5400.0,Western Digital Purple,316.31,2000.0,64.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Seagate BarraCuda,385.64,1500.0,32.0,3.5,SATA 3.0 Gb/s
hdd,5400.0,Western Digital Caviar Green,305.26,500.0,32.0,3.5,SATA 3.0 Gb/s
hdd,7200.0,Hitachi Ultrastar He8,1338.9,8000.0,128.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Western Digital Purple Pro,1464.08,18000.0,512.0,3.5,SATA 6.0 Gb/s
hdd,5400.0,Western Digital Red Plus,303.27,3000.0,128.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Seagate ST2000NX0253,599.86,2000.0,128.0,2.5,SATA 6.0 Gb/s
hdd,7200.0,Western Digital Gold,894.55,10000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Hitachi Ultrastar 7K3000,360.85,2000.0,64.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Seagate Exos X18,1031.21,10000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Seagate BarraCuda,483.74,1000.0,32.0,3.5,SATA 3.0 Gb/s
hdd,5400.0,Western Digital Caviar Green,992.26,3000.0,64.0,3.5,SATA 3.0 Gb/s
hdd,7200.0,Seagate Exos 7E8 512e,1146.08,8000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,10000.0,Western Digital VelociRaptor,413.84,300.0,16.0,3.5,SATA 3.0 Gb/s
hdd,5400.0,Seagate IronWolf NAS,411.59,3000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Seagate Exos X18,1361.47,18000.0,256.0,3.5,SAS 12.0 Gb/s
hdd,7200.0,Toshiba MG07ACA12TE,1169.87,12000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Toshiba N300 Pro,1451.51,18000.0,512.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Western Digital Gold,422.25,2000.0,128.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Toshiba MG04ACA100N,338.23,1000.0,128.0,3.5,SATA 6.0 Gb/s
hdd,5400.0,Western Digital Purple,381.26,3000.0,64.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Seagate Constellation ES,220.98,1000.0,64.0,3.5,SATA 6.0 Gb/s
hdd,5400.0,Hitachi Travelstar Z5K500,649.95,500.0,8.0,2.5,SATA 3.0 Gb/s
hdd,5400.0,Western Digital Blue,346.6,3000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Western Digital RE,467.92,5000.0,128.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Seagate SkyHawk AI,1299.86,16000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Western Digital Gold,1819.82,20000.0,512.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Seagate BarraCuda Pro Compute,124.49,500.0,128.0,2.5,SATA 6.0 Gb/s
hdd,7200.0,Toshiba N300 Pro,1033.16,10000.0,512.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Western Digital Purple,1256.48,12000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Seagate Exos 7E10 512n,853.6,6000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,5700.0,Toshiba S300,389.93,1000.0,64.0,3.5,SATA 6.0 Gb/s
hdd,5900.0,Seagate Barracuda LP,514.63,2000.0,32.0,3.5,SATA 3.0 Gb/s
hdd,5400.0,Seagate SkyHawk Surveillance +Rescue,779.9,8000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Toshiba N300,823.23,10000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,,Seagate FireCuda,385.64,500.0,,2.5,SATA 6.0 Gb/s
hdd,5400.0,Western Digital Scorpio Blue,385.64,80.0,8.0,2.5,SATA 1.5 Gb/s
hdd,7200.0,Hitachi 7K1000.C,512.07,500.0,16.0,3.5,SATA 3.0 Gb/s
hdd,7200.0,Hitachi Ultrastar 7K3000,683.7,3000.0,64.0,3.5,SAS 6.0 Gb/s
hdd,7200.0,Seagate Enterprise Capacity,478.15,4000.0,128.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Western Digital RE,446.08,3000.0,64.0,3.5,SATA 6.0 Gb/s
hdd,5400.0,Seagate BarraCuda,1003.44,3000.0,128.0,2.5,SATA 6.0 Gb/s
hdd,5400.0,Western Digital Caviar Green,274.89,1000.0,32.0,3.5,SATA 3.0 Gb/s
hdd,5900.0,Seagate SkyHawk,619.62,6000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Toshiba X300 Pro,1048.54,10000.0,512.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Toshiba N300,1378.89,12000.0,,3.5,SATA 6.0 Gb/s
hdd,7200.0,Toshiba MG09 512e,1299.86,16000.0,512.0,3.5,SATA 6.0 Gb/s
hdd,5400.0,Western Digital WDBMMA0030HNC-NRSN,281.56,3000.0,64.0,3.5,SATA 6.0 Gb/s
hdd,5400.0,Toshiba S300,424.59,2000.0,128.0,3.5,SATA 6.0 Gb/s
hdd,10000.0,Western Digital VelociRaptor,1020.94,600.0,32.0,3.5,SATA 6.0 Gb/s
hdd,5400.0,Western Digital Green,931.6,6000.0,64.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Western Digital Purple,1083.21,8000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Western Digital RE3,108.28,250.0,16.0,3.5,SATA 3.0 Gb/s
hdd,7200.0,Seagate Barracuda ES,253.05,750.0,16.0,3.5,SATA 6.0 Gb/s
hdd,5900.0,Seagate SkyHawk,584.91,4000.0,64.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Hitachi HDN724040ALE640,473.73,4000.0,,3.5,SATA 6.0 Gb/s
hdd,5400.0,Toshiba MQ04ABD200,302.79,2000.0,128.0,2.5,SATA 6.0 Gb/s
hdd,5400.0,Seagate SkyHawk Surveillance +Rescue,316.22,2000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Seagate SkyHawk AI,1039.88,10000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Toshiba MG04ACA400N,498.21,4000.0,128.0,3.5,SATA 6.0 Gb/s
hdd,,Western Digital Black2,1083.21,1000.0,,2.5,SATA 6.0 Gb/s
hdd,5400.0,Western Digital Red,619.58,1000.0,16.0,2.5,SATA 6.0 Gb/s
hdd,7200.0,Hitachi 0F23663,4159.68,6000.0,128.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Seagate SkyHawk Surveillance,1291.02,10000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Western Digital Caviar Blue,699.91,1000.0,32.0,3.5,SATA 3.0 Gb/s
hdd,5900.0,Seagate Barracuda LP,558.96,1000.0,32.0,3.5,SATA 3.0 Gb/s
hdd,7200.0,Hitachi Ultrastar,216.65,1000.0,32.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Toshiba N300,862.27,8000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Toshiba N300 Pro,905.55,8000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Toshiba P300,732.28,3000.0,64.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Hitachi A7K1000-750,162.75,750.0,32.0,3.5,SATA 3.0 Gb/s
hdd,7200.0,Seagate Exos X14,1061.58,10000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Seagate IronWolf NAS,996.55,10000.0,,3.5,SATA 6.0 Gb/s
hdd,5400.0,Toshiba L200,246.89,1000.0,128.0,2.5,SATA 6.0 Gb/s
hdd,7200.0,Seagate SkyHawk AI,1845.64,14000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Toshiba N300 Pro,1338.85,16000.0,512.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Toshiba X300 Pro,645.57,6000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Toshiba S300 Pro,606.58,6000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Seagate SkyHawk AI,793.5,8000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Toshiba N300,1544.45,12000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Seagate Exos X18,1551.08,12000.0,512.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Seagate IronWolf Pro,962.4,10000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,5400.0,Toshiba P300,666.55,6000.0,128.0,3.5,SATA 6.0 Gb/s
hdd,5400.0,Western Digital AV-GP,212.32,1500.0,32.0,3.5,SATA 3.0 Gb/s
hdd,7200.0,Western Digital Caviar Black,519.96,1500.0,64.0,3.5,SATA 3.0 Gb/s
hdd,10000.0,Western Digital VelociRaptor,424.63,600.0,32.0,2.5,SATA 6.0 Gb/s
hdd,5400.0,Toshiba MK7559GSXP,270.81,750.0,8.0,2.5,SATA 3.0 Gb/s
hdd,7200.0,Western Digital Red Pro,820.89,4000.0,64.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Toshiba MD04ACA400,563.25,4000.0,64.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Western Digital Purple,1316.76,14000.0,512.0,3.5,SATA 6.0 Gb/s
hdd,5400.0,Western Digital WDBMYH0010BNC-NRSN,147.28,1000.0,8.0,2.5,SATA 3.0 Gb/s
hdd,5400.0,Western Digital Red Plus,316.27,2000.0,128.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Western Digital Black,1400.69,4000.0,64.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Seagate Exos 7E10 512n,551.81,4000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Toshiba N300,923.75,6000.0,,3.5,SATA 6.0 Gb/s
hdd,7200.0,Seagate BarraCuda,125.66,320.0,16.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Hitachi Deskstar 7K1000.D,2157.83,500.0,32.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Seagate IronWolf,918.6,6000.0,128.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Seagate Exos 7E8,551.42,2000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Toshiba N300 Pro,1104.87,12000.0,512.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Toshiba X300,1343.19,16000.0,512.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Seagate Exos X18,2081.27,14000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Samsung Spinpoint F1 DT,142.95,160.0,8.0,3.5,SATA 3.0 Gb/s
hdd,7200.0,Western Digital Black,268.65,750.0,16.0,2.5,SATA 6.0 Gb/s
hdd,7200.0,Toshiba X300,1295.57,8000.0,128.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Hitachi 0B36040,476.59,4000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Seagate ST4000NM0034,771.27,4000.0,128.0,3.5,SAS 12.0 Gb/s
hdd,7200.0,Samsung Spinpoint MP4,129.95,250.0,16.0,2.5,SATA 3.0 Gb/s
hdd,5400.0,Seagate ST4000LM016,1559.84,4000.0,128.0,2.5,SATA 6.0 Gb/s
hdd,7200.0,Seagate BarraCuda,285.54,320.0,16.0,3.5,SATA 3.0 Gb/s
hdd,7200.0,Western Digital RE4,129.99,500.0,64.0,3.5,SATA 3.0 Gb/s
hdd,7200.0,Hitachi Ultrastar 7K4000,2157.83,2000.0,64.0,3.5,SATA 6.0 Gb/s
hdd,5900.0,Seagate ST2000VN000,948.93,2000.0,64.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Seagate Constellation ES,207.98,1000.0,16.0,3.5,SAS 3.0 Gb/s
hdd,5400.0,Western Digital Purple,667.02,6000.0,64.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Dell 342-3520,602.29,1000.0,,2.5,SAS 3.0 Gb/s
hdd,5900.0,Seagate SkyHawk,905.38,8000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Western Digital Purple Pro,1320.48,14000.0,512.0,3.5,SATA 6.0 Gb/s
hdd,5640.0,Western Digital Purple,865.47,8000.0,128.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Toshiba N300,617.63,4000.0,,3.5,SATA 6.0 Gb/s
hdd,5400.0,Western Digital Purple Surveillance,359.6,3000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,5400.0,Western Digital Purple,281.64,2000.0,,3.5,SATA 6.0 Gb/s
hdd,7200.0,Seagate Momentus 7200.4,151.66,500.0,16.0,2.5,SATA 3.0 Gb/s
hdd,7200.0,Seagate Exos X18,1722.58,16000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,5400.0,Hitachi Travelstar 5K500.B,298.98,250.0,8.0,2.5,SATA 3.0 Gb/s
hdd,5400.0,Western Digital Green,350.97,1000.0,64.0,3.5,SATA 3.0 Gb/s
hdd,7200.0,Western Digital Blue,649.69,500.0,8.0,3.5,SATA 3.0 Gb/s
hdd,7200.0,Seagate IronWolf Pro NAS,1733.16,14000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,10000.0,Western Digital VelociRaptor,844.94,150.0,16.0,3.5,SATA 3.0 Gb/s
hdd,5400.0,Western Digital Caviar Green,649.69,1500.0,32.0,3.5,SATA 3.0 Gb/s
hdd,5400.0,Western Digital AV-GP,125.61,500.0,8.0,3.5,SATA 3.0 Gb/s
hdd,5400.0,Samsung Spinpoint M,151.44,160.0,8.0,2.5,SATA 1.5 Gb/s
hdd,7200.0,Hitachi 0F18335,693.28,6000.0,64.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Western Digital Black,1257.74,6000.0,128.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Western Digital Red Pro,2022.6,10000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Western Digital Red Pro,1102.53,4000.0,128.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Seagate Enterprise Capacity,477.84,1000.0,128.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Seagate Enterprise Capacity,788.17,8000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Seagate Constellation ES,190.65,2000.0,64.0,3.5,SAS 6.0 Gb/s
hdd,5400.0,Western Digital Purple,428.97,4000.0,64.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Toshiba N300,1512.22,16000.0,512.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Seagate IronWolf Pro NAS,909.93,6000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Western Digital SE,766.03,4000.0,64.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Western Digital RE,282.47,1000.0,64.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Seagate ST1000NX0313,285.89,1000.0,128.0,2.5,SATA 6.0 Gb/s
hdd,7200.0,Toshiba X300,1234.86,14000.0,512.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Seagate Exos X18,1447.01,10000.0,512.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Western Digital Scorpio Black,238.32,250.0,16.0,2.5,SATA 3.0 Gb/s
hdd,5400.0,Western Digital Scorpio Blue,238.32,750.0,8.0,2.5,SATA 3.0 Gb/s
hdd,10000.0,Western Digital VelociRaptor,649.69,300.0,16.0,3.5,SATA 3.0 Gb/s
hdd,7200.0,Hitachi Travelstar 7K500,285.46,320.0,16.0,2.5,SATA 3.0 Gb/s
hdd,7200.0,Toshiba MK5061GSYN,281.08,500.0,16.0,2.5,SATA 3.0 Gb/s
hdd,5400.0,Toshiba MK1059GSM,909.93,1000.0,8.0,2.5,SATA 3.0 Gb/s
hdd,5400.0,Hitachi Deskstar 5K3000,536.12,3000.0,32.0,3.5,SATA 6.0 Gb/s
hdd,10000.0,Hitachi HUC101212CSS600,173.32,1200.0,64.0,2.5,SAS 6.0 Gb/s
hdd,7200.0,Seagate Enterprise Capacity,606.62,8000.0,256.0,3.5,SAS 6.0 Gb/s
hdd,7200.0,Western Digital Black,213.79,500.0,64.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Western Digital Red Pro,866.56,6000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,10000.0,Hitachi Ultrastar C10K900,238.32,900.0,64.0,2.5,SAS 6.0 Gb/s
hdd,5400.0,Western Digital Blue,346.55,3000.0,32.0,3.5,SATA 3.0 Gb/s
hdd,7200.0,Western Digital Purple Pro,1126.54,12000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Seagate SkyHawk AI,1083.25,12000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Seagate Exos X18,2082.31,18000.0,256.0,3.5,SAS 12.0 Gb/s
hdd,7200.0,Seagate EXOS Enterprise,478.15,4000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Seagate Exos 7E8,515.63,4000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Samsung Spinpoint F1 DT,303.22,640.0,16.0,3.5,SATA 3.0 Gb/s
hdd,5400.0,Samsung Spinpoint M7,281.64,320.0,8.0,2.5,SATA 3.0 Gb/s
hdd,7200.0,Seagate BarraCuda,186.32,160.0,8.0,3.5,SATA 3.0 Gb/s
hdd,5400.0,Western Digital WDBMMA0020HNC-NRSN,255.65,2000.0,64.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Seagate Momentus 7200.4,108.32,160.0,16.0,2.5,SATA 3.0 Gb/s
hdd,7200.0,Western Digital Purple,1139.75,10000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Seagate SkyHawk Surveillance,901.26,8000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,5400.0,Western Digital Caviar Green,197.45,500.0,16.0,3.5,SATA 3.0 Gb/s
hdd,7200.0,Western Digital Scorpio Black,541.62,80.0,16.0,2.5,SATA 3.0 Gb/s
hdd,7200.0,Seagate Barracuda ES.2,331.0,750.0,32.0,3.5,SATA 3.0 Gb/s
hdd,7200.0,Seagate Barracuda XT,777.73,2000.0,64.0,3.5,SATA 6.0 Gb/s
hdd,5400.0,Toshiba MK2576GSX,160.32,250.0,8.0,2.5,SATA 3.0 Gb/s
hdd,7200.0,Western Digital Red Pro,919.94,3000.0,64.0,3.5,SATA 6.0 Gb/s
hdd,5400.0,Western Digital Blue,801.6,5000.0,64.0,3.5,SATA 6.0 Gb/s
hdd,10000.0,Seagate Enterprise Performance,498.3,1200.0,128.0,3.5,SAS 12.0 Gb/s
hdd,5400.0,Seagate SkyHawk Surveillance,563.29,6000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Seagate Enterprise Capacity,3657.05,8000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,5640.0,Western Digital Purple,688.95,6000.0,128.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Western Digital Purple,1767.86,18000.0,512.0,3.5,SATA 6.0 Gb/s
hdd,5400.0,Seagate SkyHawk Surveillance +Rescue,485.21,3000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Seagate Exos 7E8,458.34,1000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Toshiba MG08ADA400E,736.57,4000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Toshiba N300,1653.78,16000.0,,3.5,SATA 6.0 Gb/s
hdd,7200.0,Seagate Exos 7E10 512e/4Kn,683.1,4000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,5400.0,Toshiba S300,841.25,6000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Hitachi 7K1000.B,165.91,160.0,8.0,3.5,SATA 3.0 Gb/s
hdd,15000.0,Seagate Cheetah 15K.7,333.64,600.0,16.0,3.5,SAS 6.0 Gb/s
hdd,7200.0,Seagate BarraCuda,303.22,500.0,16.0,3.5,SATA 3.0 Gb/s
hdd,7200.0,Seagate Constellation ES,233.94,1000.0,32.0,3.5,SATA 3.0 Gb/s
hdd,7200.0,Western Digital Caviar SE16,346.55,320.0,16.0,3.5,SATA 3.0 Gb/s
hdd,5400.0,Hitachi Travelstar 5K500.B,519.92,500.0,8.0,2.5,SATA 3.0 Gb/s
hdd,5400.0,Western Digital Purple,308.03,2000.0,64.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Western Digital Red Pro,950.88,2000.0,64.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Western Digital SE,450.63,1000.0,128.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Seagate BarraCuda Pro,1143.83,8000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,10500.0,Hitachi Ultrastar,856.76,1800.0,128.0,2.5,SAS 12.0 Gb/s
hdd,7200.0,Seagate IronWolf Pro,1191.58,8000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Seagate Exos X14,1614.04,12000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Seagate EXOS Enterprise,342.31,2000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Toshiba N300 Pro,558.52,4000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,5400.0,Western Digital Blue Mobile,332.04,500.0,16.0,2.5,SATA 6.0 Gb/s
hdd,7200.0,Toshiba X300,1297.78,8000.0,256.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Western Digital RE3,230.65,500.0,16.0,3.5,SATA 3.0 Gb/s
hdd,5400.0,Western Digital Caviar Green,600.68,750.0,16.0,3.5,SATA 3.0 Gb/s
hdd,7200.0,Hitachi 7K1000,173.28,1000.0,32.0,3.5,SATA 3.0 Gb/s
hdd,7200.0,Western Digital Caviar Black,346.42,500.0,32.0,3.5,SATA 6.0 Gb/s
hdd,5400.0,Western Digital AV-GP,276.45,1000.0,64.0,3.5,SATA 3.0 Gb/s
hdd,5400.0,Western Digital Caviar Green,649.69,500.0,16.0,3.5,SATA 3.0 Gb/s
hdd,5400.0,Toshiba MK6465GSX,168.99,640.0,8.0,2.5,SATA 3.0 Gb/s
hdd,5400.0,Western Digital AV-25,97.06,320.0,16.0,2.5,SATA 3.0 Gb/s
hdd,5400.0,Toshiba PH2100U-1I54,372.59,1000.0,8.0,2.5,SATA 6.0 Gb/s
hdd,5400.0,Western Digital Red,801.6,5000.0,64.0,3.5,SATA 6.0 Gb/s
hdd,7200.0,Western Digital Gold,1015.87,8000.0,128.0,3.5,SATA 6.0 Gb/s
hdd,5400.0,Western Digital Purple,985.28,8000.0,256.0,3.5,SATA 6.0 Gb/s
