item_type,brand,name,price,quantity,size,color,rpm,airflow,noise_level,pwm
fan,Gigabyte, AORUS 120 ARGB,86.57,17,120,Black,"800,1700","18.52,40.85","7.3,28.6",true
fan,ARCTIC, P12 Silent,35.1,43,120,Black,1050,24.1,,false
fan,Phanteks, PH-F140D30 3-Pack,389.93,45,140,Black,"250,1800",71.93,29.5,true
fan,Thermaltake, Pure Plus RGB TT Premium Edition 3-Pack,216.61,43,140,Black,"500,1400",70.32,30.4,true
fan,Asus, TUF GAMING TF120 ARGB White,69.28,28,120,White,"250,1900",76,29,true
fan,Antec, Prizm 5+C 5-Pack,216.61,34,120,Black,2000,45.03,32.6,true
fan,be quiet!, Silent Wings 4,99.23,5,140,Black,1900,78.4,29.3,true
fan,Phanteks, M25-140 PWM D-RGB 3-Pack,151.61,40,140,White,"500,1800",104.62,36.57,true
fan,be quiet!, Pure Wings 2,42.9,10,80,Black,"450,1900",26.3,19.2,true
fan,Noctua, A4x20 PWM,64.78,7,40,Brown,"1200,5000","4.89,5.53","12.2,14.9",true
fan,In Win, Sirius Loop ASL 3-Pack,129.99,42,120,Black,"500,1800",50,27,true
fan,Noctua, P12 redux-1300 PWM,64.78,13,120,Gray,"300,1300",54.32,19.8,true
fan,Corsair, AF120 ELITE,72.88,55,120,White / Gray,"400,1850","10.9,59.1",31.5,true
fan,Corsair, iCUE AF120 RGB SLIM 2-Pack,176.74,31,120,White,"600,2000","13.4,56.3",27.5,true
fan,Phanteks, PH-F140D30R,145.07,49,140,Black,"250,1800",71.76,32.1,true
fan,be quiet!, Pure Wings 2,42.9,26,140,Black,1000,61.2,18.8,false
fan,Cooler Master, MasterFan MF120 Halo²,101.09,23,120,Black,,51.88,27,true
fan,Corsair, iCUE LINK RX140 2-Pack,389.93,51,140,White,1700,"18.1,95.7","10,36",false
fan,ARCTIC, P14 5-Pack,147.28,16,140,Black,1700,72.8,22.5,false
fan,be quiet!, Pure Wings 3 PWM High-Speed,55.9,15,140,White,1800,72.2,30.5,true
fan,NZXT, F140P,116.9,9,140,Black,"500,1500","33.22,99.68","19.4,32.1",true
fan,Fractal Design, Dynamic X2 GP-12,104.77,0,120,Black,1200,52.3,19.4,false
fan,HYTE, flow FA12 3-Pack,93.16,4,120,Black / White,1500,72,28,true
fan,Noctua, S12B redux-700,60.45,2,120,Black / Gray,700,33.49,6.8,false
fan,Antec, Storm T3 3-Pack,155.94,52,120,Black,"600,2200","18.17,80.47",36.99,true
fan,Lian Li, ST120 3-Pack,170.29,40,120,White,"800,1900",69.17,32,true
fan,be quiet!, Pure Wings 2,42.9,56,120,Black,1500,51.4,19.2,false
fan,Thermalright, TL-K12,55.9,45,120,Black,2150,69,27,true
fan,Lian Li, UNI SL120,154.56,25,120,Black,"800,1900",58.54,"17,31",true
fan,GAMDIAS, AEOLUS P2 3-Pack,368.26,15,120,Black,"1000,2400",74.97,,true
fan,Phanteks, PH-F140D30R,151.57,48,140,White,"250,1800",71.76,32.1,true
fan,Phanteks, M25-120 PWM D-RGB,69.24,18,120,Black,"500,2000",84.26,35.7,true
fan,Lian Li, UNI FAN AL360 3-Pack,346.55,29,120,White,"800,1900",64.5,"17,28.3",true
fan,Fractal Design, Aspect 14 RGB PWM 3-Pack,259.94,14,140,Black,"500,1700","20,78","10,35.5",true
fan,Cooler Master, SickleFlow ARGB Reverse Edition,90.95,40,120,Black / White,"650,1800",62,"8,27",true
fan,Fractal Design, Dynamic X2 GP,174.58,33,180,Black,"300,1200","44.9,153.7","16,35.4",true
fan,be quiet!, Light Wings PWM,107.89,36,120,Black,1700,41.51,20.6,true
fan,Fractal Design, Aspect 14 RGB PWM,152.87,16,140,Black,"500,1700","20,78","10,35.5",true
fan,Lian Li, UNI FAN AL120 3-Pack,423.25,26,120,Black,"800,1900",64.5,"17,28.3",true
fan,Noctua, A9x14,82.11,40,92,Brown,"300,2200","22.42,29.72","13.5,19.89",true
fan,Phanteks, FSK 3-Pack,112.61,44,140,Black / White,"500,1500",,,true
fan,NZXT, F140 RGB DUO,146.11,14,140,Black,"500,1800",84.75,36,true
fan,be quiet!, Pure Wings 3 PWM,47.23,39,120,White,1600,,25.5,true
fan,Corsair, iCUE QL140 2-Pack,428.92,55,140,Black,1250,50.2,26,true
fan,be quiet!, Silent Wings Pro 4,146.89,25,140,White,2400,97.41,36.8,true
fan,Corsair, iCUE QL120,132.55,59,120,White / Black,"525,1500",41.8,26,true
fan,NZXT, F140 RGB DUO,145.2,5,140,White,"500,1800",84.75,36,true
fan,Thermaltake, Pure ARGB TT Premium Edition 3-Pack,173.28,47,120,Black,"500,1500",56.45,25.8,true
fan,ARCTIC, P8 Max,38.95,43,80,Black,"500,5000",40,,true
fan,GAMDIAS, AEOLUS M2 5-Pack,173.28,17,120,Black,"700,1500",56,,true
fan,ID-COOLING, AF-ARGB-K 3-Pack,173.28,23,120,White,"500,2000",78,29.9,true
fan,ARCTIC, F12,30.63,52,120,Black,1350,53,22.5,false
fan,Razer, Kunai Chroma 3-Pack,629.93,28,140,Black,"500,1600","34.48,81","15,30",true
fan,Thermalright, TL-M,37.65,19,120,White,1500,47.6,23.2,true
fan,ARCTIC, P14,64.48,53,140,Black,"200,1700",72.8,22.5,true
fan,Cooler Master, SickleFlow,95.28,52,140,Black,"650,1400",67,"10,27",true
fan,Corsair, ML120 Pro,59.84,7,120,Black / Red,"400,2400","12,75","16,37",true
fan,Corsair, iCUE QL140,216.78,17,140,Black,"550,1250",50.2,26,true
fan,Noctua, P14s redux-1200,73.44,17,140,Black / Gray,1200,64.92,19.6,false
fan,Corsair, iCUE ML120 RGB ELITE Premium 3-Pack,463.93,44,120,White / Gray,"450,2000","14.86,58.1","10,30.4",true
fan,Cooler Master, MasterFan MF140 Halo²,95.24,29,140,Black,,59.51,27,true
fan,Noctua, A4x10,60.45,37,40,Brown,"3700,4500","3.88,4.83","12.9,17.89",false
fan,EK, Loop Fan FPT 120,122.19,42,120,Black,"550,2300",77,36,true
fan,ID-COOLING, AF-125,43.29,14,120,Black,"500,2000",78.25,29.85,true
fan,be quiet!, Pure Wings 3 PWM,55.9,51,140,White,1200,57.4,21.9,true
fan,Deepcool, RF 120 3-Pack,346.55,5,120,Black / Clear,"500,1500",56.5,"17.8,27",true
fan,be quiet!, Shadow Wings 2,63.74,43,140,Black,900,49.8,14.9,true
fan,Thermalright, TL-P9,34.62,43,92,Black,2200,32.77,23.85,true
fan,Corsair, iCUE SP140 RGB Elite,129.95,16,140,White,1200,"23.07,68.11","18,26.8",true
fan,Noctua, B9 redux-1600 PWM,56.29,37,92,Black / Gray,"350,1600",37.85,17.6,true
fan,Iceberg, Thermal IceGALE Xtra 2-Pack,86.57,49,140,Black,"500,2500",169,"0,47",true
fan,Thermaltake, Pure,82.24,24,200,Black,,129.63,28.2,false
fan,Corsair, iCUE ML RGB ELITE Premium,280.17,13,140,Black,"400,1600","15,82.9","10,31.8",true
fan,Phanteks, PH-F120SK,86.57,57,120,Black / White,"500,1500",50,27,true
fan,be quiet!, Light Wings 3-Pack,281.21,50,140,White,2200,71.7,31,true
fan,Thermaltake, Pure 20 ARGB Sync Case Fan TT Premium Edition,129.95,24,200,Black,"500,1000",129.54,31.2,true
fan,Phanteks, PH-F140D30,153.73,47,140,White,"250,1800",71.93,29.5,true
fan,Cooler Master, MasterFan MF140 Halo²,99.57,26,140,White,,59.51,27,true
fan,EK, Loop Fan FPT 140 D-RGB,140.61,49,140,Black,"600,2200",118.01,44.56,true
fan,Cooler Master, MasterFan MF Halo,98.75,13,120,White,"650,1800",47.2,"6,30",true
fan,Thermaltake, CT120 2-Pack,108.28,48,120,White,"500,2000",57.05,25.8,true
fan,Thermalright, TL-P9,33.75,39,92,White,2200,32.77,23.85,true
fan,Thermaltake, Riing Plus TT 5-Pack,519.92,17,120,Black,"500,1500",48.34,24.7,true
fan,Phanteks, M25-120 PWM D-RGB,73.57,27,120,White,"500,2000",84.26,35.7,true
fan,Fractal Design, Aspect 12,86.57,25,120,Black,1200,32,18.3,false
fan,Fractal Design, Aspect 12 RGB,225.27,1,120,White,1200,32,18.3,false
fan,Thermaltake, CT140 2-Pack,137.36,17,140,White,"500,1500",77.37,,true
fan,Noctua, A14 FLX,103.69,52,140,Brown,"900,1200","52.2,68","13.8,19.2",false
fan,Scythe, Kaze Flex 120,56.11,15,120,Black,"300,1500","16.6,66.47","4,29.75",true
fan,Thermalright, TL-C14CW,47.23,28,140,White,1500,75.8,26.4,true
fan,GAMDIAS, AEOLUS M3-1204R 4-Pack,234.98,30,120,Black,"800,2000",69.01,,true
fan,Corsair, ML Elite,86.57,7,120,Black,"450,2000","14.86,58.1","10,30.4",true
fan,Antec, Storm T3 3-Pack,173.1,7,140,Black,"600,1500","44.82,112.72",33.69,true
fan,Iceberg, Thermal IceGALE Xtra 3-Pack,129.95,25,120,Black,"500,3000",127,"0,44",true
fan,Noctua, A12x25 FLX,142.77,55,120,Brown,"1350,2000","37.96,60.09","14.2,22.6",false
fan,be quiet!, Pure Wings 2,42.9,53,92,Black,"500,1900",33.15,19.6,true
fan,Phanteks, M25-120 PWM,43.29,42,120,Black,"500,2000",84.26,35.7,true
fan,ARCTIC, BioniX F120,57.2,33,120,Black / White,"200,1800",69,24.4,true
fan,Noctua, F12 industrialPPC-2000,120.93,25,120,Brown / Black,2000,71.69,29.7,false
fan,Montech, RX,68.89,29,140,White,"600,1600",90.5,27.9,true
fan,NZXT, Aer P,99.62,56,140,Black,"500,1800","27.27,98.17","21,38",true
fan,Cooler Master, MasterFan MF120 Halo²,69.28,54,120,White,,51.88,27,true
fan,Cooler Master, MOBIUS 140P ARGB,90.95,5,140,Black,,76.5,30,true
fan,Thermalright, TL-B14,50.22,58,140,White,1500,82.5,27.6,true
fan,ARCTIC, P12 PST,64.95,3,120,White / Transparent,"200,1800",56.3,,true
fan,Silverstone, FHS 120X,122.62,23,120,Black,"1000,4000",143.98,51.8,true
fan,Antec, Fusion 120 ARGB White 5-Pack,501.5,28,120,White,"600,2000",57.93,"17.02,31.24",true
fan,Thermalright, TL-C12W-S V3,31.59,14,120,White,1500,66.17,25.6,true
fan,Corsair, LL140,173.28,34,140,Black,"600,1300",51.5,25,true
fan,Corsair, AF120 SLIM,108.28,30,120,White,"600,2000","13.4,56.3","5,25.6",true
fan,Corsair, iCUE SP140 RGB Elite 2-Pack,292.39,47,140,White,1200,"23.07,68.11","18,26.8",true
fan,Thermalright, TL-8015,34.62,6,80,Gray,2200,28.4,23.3,true
fan,NZXT, AER RGB 2,186.23,23,140,White,"500,1500","17.48,52.44","22,33",true
fan,Thermaltake, SWAFAN EX12 RGB 3-Pack,476.59,45,120,White,"500,2000","56.26,57.11","30.5,32.5",false
fan,ARCTIC, F12 PST,47.62,3,120,White,"230,1350",53,22.5,true
fan,be quiet!, Silent Wings 3,200.01,40,140,Black,1000,59.5,15.5,true
fan,Noctua, P14r redux-1500 PWM,69.11,24,140,Black / Gray,"450,1500",78.69,25.8,true
fan,MSI, Torx,427.88,54,120,Black / Red,"500,1800","19.79,71.27","17.2,33.6",true
fan,Fractal Design, Dynamic X2 GP,84.62,11,120,Black,"500,2000",87.6,32.2,true
fan,Thermalright, TL-9015,30.29,6,92,Gray,2700,42.58,22.4,true
fan,Thermaltake, TOUGHFAN 14 Pro 2-Pack,216.61,9,140,Black,"500,2000","87.6,119.6","24.5,31.6",true
fan,Noctua, A14 industrialPPC-2000,129.77,27,140,Brown / Black,2000,107.42,31.5,false
fan,SeaSonic, MAGFLOW 3-Pack,489.59,4,120,Black,"600,2000",63.33,"9.9,33.78",true
fan,Phanteks, PH-F140D30 3-Pack,389.93,51,140,White,"250,1800",71.93,29.5,true
fan,MSI, MPG F120 ARGB-2W 2-Pack,112.66,32,120,White,"600,1200",50.79,25.7,true
fan,ARCTIC, BioniX P120,59.45,22,120,White / Black,"200,2100",67.56,,true
fan,Thermaltake, SWAFAN EX12 RGB 3-Pack,389.93,23,120,Black,"500,2000","56.26,57.11","30.5,32.5",false
fan,Corsair, AF140L,64.91,16,140,Black / Gray,1000,67.43,,false
fan,Noctua, R8 redux-1200,56.11,44,80,Black / Gray,1200,21.07,9.1,false
fan,EK, Loop Fan FPT 120 D-RGB,123.71,42,120,White,"550,2300",77,36,true
fan,Corsair, ML Elite,117.21,20,120,White,"450,2000","14.86,58.1","10,30.4",true
fan,Noctua, A12x15 FLX,95.11,57,120,Brown,"950,1850","27.37,55.44","10.2,23.9",false
fan,ARCTIC, P12,53.99,59,120,White,"200,1800",56.3,22.5,true
fan,Scythe, Kaze Flex140 Square,75.61,24,140,Gray / Black,"300,1800","16.8,100.8","4.19,26.45",true
fan,Fractal Design, Prisma AL 2-Pack,303.27,31,180,Black,"300,1200","43.1,146.8","14.9,37.4",true
fan,ID-COOLING, AF-127-ARGB-K,64.95,15,120,Black,"500,2000",78,29.9,true
fan,Lian Li, Uni Fan AL,433.26,37,120,Black,"800,1900",64.5,"17,28.3",true
fan,Noctua, A14 ULN,131.07,14,140,Brown,"650,800",,"9.1,11.9",false
fan,Phanteks, M25-140 PWM D-RGB,95.02,53,140,White,"500,1800",104.62,36.57,true
fan,Fractal Design, Prisma AL,136.58,33,140,White,"500,1700","31.67,103.85","15.1,34.1",true
fan,Fractal Design, Dynamic X2 GP,138.61,23,140,Black,"500,1700","47.9,105.9",33.7,true
fan,Thermalright, TL-B8,30.29,15,80,White,2200,34,24,true
fan,ARCTIC, P8 PST 5-Pack,125.61,36,80,Black,"200,3000",23.4,,true
fan,Noctua, A12x25 ULN,142.77,47,120,Brown,"900,1200","23.19,32.78","7.6,12.1",false
fan,Phanteks, PH-F120SK,68.81,17,120,Black,"500,1500",50,27,true
fan,Thermaltake, SWAFAN EX14 RGB 3-Pack,519.92,44,140,White,"500,2000","79.3,81.6","34.5,38.8",false
fan,Deepcool, MF GT 3-Pack,216.61,16,120,Black,"500,1800",60.6,35,true
fan,Thermaltake, TOUGHFAN 12 Pro 2-Pack,194.94,43,120,Black,"500,2000","49.13,70.8","18.3,22.6",true
fan,Enermax, HF120 3-Pack,112.61,13,120,Black,"500,1600","22.5,72.1","14,27",true
fan,Silverstone, Air Slimmer 120 ARGB,102.0,51,120,Black,,"0,63.67","0,31.7",true
fan,Noctua, P14s redux-900,73.44,59,140,Black / Gray,900,49.26,13.2,false
fan,Noctua, P12 redux-1300,64.78,8,120,Gray,1300,54.32,19.8,false
fan,Enermax, T.B. RGB 6-Pack,355.57,14,120,Black,"500,1500",47.53,22,true
fan,Cooler Master, MOBIUS 120,38.91,25,120,Black,,63.1,22.6,true
fan,be quiet!, Pure Wings 2,42.9,56,80,Black,"750,1900",26.3,18.2,false
fan,EK, Quantum Impulse D-RGB,174.19,10,120,White,"400,1800",57.5,24.3,true
fan,EK, Loop Fan FPT 140 D-RGB,140.61,22,140,White,"600,2200",118.01,44.56,true
fan,Corsair, iCUE QL140 2-Pack,434.99,3,140,White / Black,"550,1250",50.2,26,true
fan,Thermaltake, Riing,41.12,5,120,Black / Blue,"1000,1500",40.6,"18.7,24.6",false
fan,Corsair, ML140 PRO,290.83,44,140,Black / White,"400,1200",55.4,20.4,true
fan,Enermax, SquA RGB 3-Pack,121.24,11,120,White,"300,1500","24.53,68.27","12,23",true
fan,Montech, AX,77.52,29,140,White,"600,1600",90.5,27.9,true
fan,Corsair, ML Elite,69.24,24,120,Black,"450,2000","14.86,58.1","10,30.4",true
fan,Corsair, ML Elite,108.24,38,120,White,"450,2000","14.86,58.1","10,30.4",true
fan,Corsair, iCUE ML RGB ELITE Premium,188.88,51,140,White,"400,1600","15,82.9","10,31.8",true
fan,Thermaltake, Riing Quad 12 RGB Radiator TT Premium Edition 3-Pack,333.64,23,120,Black,"500,1500",40.9,25,true
fan,Antec, Fusion 120 ARGB,66.51,30,120,Black,"600,2000",57.93,"17.02,31.24",true
fan,ID-COOLING, NO-12015-XT ARGB SNOW,64.95,26,120,White,"500,2000",54.6,"13.8,31.2",true
fan,Thermalright, TL-P9,47.23,56,92,Black,2200,32.77,23.85,true
fan,Noctua, R8 PWM,64.95,44,80,Brown,"300,1800","23.19,31.37","10.19,17.1",false
fan,Noctua, A4x10 PWM,64.78,1,40,Brown,"1000,5000","3.88,5.24","12.9,19.6",true
fan,Fractal Design, Aspect 14 RGB,106.25,46,140,White,1000,41,19.5,false
fan,ARCTIC, P8 PST,86.57,14,80,,"200,3000",23.4,,true
fan,Super Flower, MEGACOOL 3-Pack,242.6,9,120,Black / Purple,"2000,3300","90.04,151.87","35.73,48.39",true
fan,Thermalright, TL-B14,50.22,10,140,Gray,1500,82.5,27.6,true
fan,Corsair, RS120 MAX 3-Pack,411.59,46,120,Black,2000,"16.5,72",29.5,true
fan,ARCTIC, BioniX P140,95.28,41,140,Black / Gray,"200,1950",77.6,,true
fan,Iceberg, Thermal IceGALE ARGB 3-Pack,151.61,50,120,Black / Teal,"500,2200",94,"0,38",true
fan,Iceberg, Thermal IceGALE Xtra 2-Pack,86.57,15,140,Gray,"500,2500",169,"0,47",true
fan,Corsair, iCUE ML120 RGB ELITE Premium,126.48,1,120,White / Gray,"450,2000","14.86,58.1","10,30.4",true
fan,be quiet!, Shadow Wings 2,64.56,15,120,Black,1100,38.5,15.7,false
fan,Cooler Master, MasterFan MF200R ARGB,173.28,57,200,Black / Gray,800,90.3,28,false
fan,be quiet!, Silent Wings 3,103.56,27,140,Black,1600,77.57,28.1,false
fan,Corsair, AF140 ELITE,86.57,43,140,White / Gray,"400,1600","15.3,84.5",31,true
fan,EK, Loop Fan FPT 140,126.91,13,140,Black,"600,2200",118.01,44.56,true
fan,GAMDIAS, AEOLUS P2,108.28,29,120,Black,"1000,2400",74.97,,true
fan,be quiet!, Pure Wings 2,80.68,32,140,Black,"500,1600",,37.3,true
fan,Cooler Master, MOBIUS 120P ARGB,128.17,7,120,White,,75.2,30,true
fan,be quiet!, Silent Wings 4,77.52,1,140,Black,1100,51.3,13.6,false
fan,Scythe, Wonder Tornado,56.29,19,120,Black,"350,2000","7.68,60.29","3,26.88",true
fan,Cooler Master, MasterFan MF Prismatic 3-Pack,342.87,41,120,Black / White,"650,2000",55,"8,27",true
fan,Thermaltake, Pure,44.02,21,120,Black,,40.99,19.5,false
fan,ARCTIC, F9,38.69,22,92,White / Black,1800,43,,false
fan,ARCTIC, F12 PST 3-Pack,125.83,34,120,Black,"230,1350",53,22.5,true
fan,ID-COOLING, AF-127-ARGB-W,64.95,54,120,White,"500,2000",78,29.9,true
fan,Fractal Design, Prisma AL,123.01,1,120,White,"500,2000","20.68,85.71",,true
fan,Corsair, iCUE ML RGB ELITE Premium 2-Pack,259.89,24,140,White,"400,1600","15,82.9","10,31.8",true
fan,Lian Li, Uni Fan AL,129.95,13,120,White,"800,1900",64.5,"17,28.3",true
fan,ADATA, XPG VENTO PRO,77.95,16,120,Gray / Black,"450,2150",75,"10,28",true
fan,Cooler Master, Mobius OC,144.72,23,120,Blue / Black,,"40.2,88.1","17.4,39.3",true
fan,Thermaltake, SWAFAN EX14 ARGB 3-Pack,372.59,18,140,Blue / White,"500,2000","79.3,81.6","34.5,38.8",true
fan,ARCTIC, F14 Silent,38.91,3,140,White / Black,"220,800",46,27.2,false
fan,Thermalright, TL-P9,29.9,49,92,White,2200,32.77,23.85,true
fan,Iceberg, Thermal IceGALE ARGB 2-Pack,129.95,22,140,Black / Teal,"500,1600",96,"0,36",true
fan,ARCTIC, BioniX P120,63.0,18,120,Red / Black,"200,2100",67.56,,true
fan,Noctua, A8 FLX,73.44,58,80,Brown,"1200,2000","17,29.67","7.9,16.1",false
fan,GAMDIAS, AEOLUS M2 4-Pack,259.94,18,120,Black,"700,1500",56,,true
fan,Noctua, S12A FLX,95.11,10,120,Brown,"700,1200",,"7.4,17.8",false
fan,ARCTIC, BioniX P140,72.4,42,140,Black / Red,"200,1950",77.6,,true
fan,ARCTIC, P12 PST RGB 0dB,64.95,33,120,Black,,48.8,,true
fan,Iceberg, Thermal IceGALE 2-Pack,77.91,38,140,Black,"500,1600",96,"0,36",true
fan,ARCTIC, BioniX P140,66.81,50,140,Black / White,"200,1950",77.6,,true
fan,Deepcool, RF 120,129.95,7,120,Black / White,"500,1500",56.5,"17.8,27",true
fan,Cooler Master, MasterFan MF120R 3-Pack,303.22,27,120,Black,"650,2000",59,31,true
fan,be quiet!, Pure Wings 3,51.56,6,140,Black,1200,57.4,21.9,false
fan,Noctua, S12B redux-1200,64.78,15,120,Black / Gray,1200,59.1,18.1,false
fan,Fractal Design, Aspect 12 RGB 3-Pack,290.83,6,120,Black,1200,32,18.3,false
fan,Corsair, iCUE QL140,173.28,7,140,White / Black,"550,1250",50.2,26,true
fan,Corsair, SP120 High Performance,346.64,38,120,Black,2350,62.74,35,false
fan,Deepcool, CF 3-Pack,389.93,22,120,,"500,1500",56.5,"17.8,27",true
fan,be quiet!, Light Wings 3-Pack,237.88,13,120,White,1700,41.51,20.6,true
fan,Noctua, P12 PWM,121.11,53,120,Brown,"900,1300",,"12.6,19.8",true
fan,Corsair, ML140 Pro,266.0,35,140,Black,"400,2000","20,97","16,37",true
fan,Corsair, ML140 Pro,138.22,36,140,Black / Red,"400,2000","20,97","16,37",true
fan,Iceberg, Thermal IceGALE Silent 3-Pack,73.66,13,120,Black / Blue,1100,30,12.3,false
fan,Noctua, A20 FLX,142.77,52,200,Brown,"550,800","59.33,86.46","10.7,18.1",false
fan,Noctua, S12A ULN,95.11,59,120,Brown,"600,800",,"6.7,8.6",false
fan,Noctua, P12 redux-900,64.78,11,120,Gray,900,37.31,12.6,false
fan,Thermaltake, Riing Trio 20 RGB TT Premium Edition,368.22,58,200,Black,"500,1000",123.53,28,true
fan,ARCTIC, BioniX P120 A-RGB,109.1,23,120,Black,"400,2300",48,30,true
fan,ARCTIC, F PST,73.57,7,140,Black,"200,1350",74,,true
fan,Scythe, Kaze Flex II,69.11,53,120,Black,"300,2000","16.9,90.28","4,36.2",true
fan,Thermaltake, Riing Trio 14 RGB TT Premium Edition 3-Pack,575.25,45,140,Black,"500,1400",60.68,26.5,true
fan,Thermaltake, SWAFAN EX14 RGB 3-Pack,519.92,45,140,Black,"500,2000","79.3,81.6","34.5,38.8",false
fan,Fractal Design, Prisma AL,129.9,6,120,White / Black,"500,2000","20.68,85.71","14.8,32.7",true
fan,be quiet!, Light Wings 3-Pack,281.21,28,140,White,1500,56,23.3,true
fan,In Win, Neptune AN120 3-Pack,114.74,32,120,Black / White,"900,2200","23.87,60.1",20.5,true
fan,be quiet!, Silent Wings 4,107.89,29,120,White,2500,76.7,31.2,true
fan,Razer, Kunai Chroma,249.71,39,140,Black,"500,1600","34.48,81","15,30",true
fan,Fractal Design, Silent R3,56.24,49,120,Black / White,1200,46.5,20.5,false
fan,Cooler Master, MasterFan SF120M ARGB,103.08,53,120,Black,"650,2000","35,62","5.5,22",true
fan,Noctua, NF-A6x25 FLX,60.62,28,60,Brown,"1600,3000","9.82,17.18","8.19,19.3",false
fan,RAIJINTEK, IRIS 12 RBW ADD-2 2-Pack,73.62,10,120,White / Black,"400,1800",35.8,28,true
fan,ID-COOLING, TF-9215 ARGB,56.29,31,92,Black / White,"800,2500",44.3,"14,33.4",true
fan,be quiet!, Pure Wings 2,42.9,12,92,Black,"900,1900",33.15,18.6,false
fan,Cooler Master, SickleFlow,77.91,41,120,Black,"650,1800",62,"8,27",true
fan,ADATA, Vento,43.29,44,120,Black / White,1200,45.3,23,false
fan,Scythe, Kaze Flex II Slim,73.44,17,120,Black,"300,1800","8.16,48","2.58,27.8",true
fan,Thermalright, TL-B14W EXTREM,188.79,53,140,White,2000,110.4,31.4,true
fan,ID-COOLING, NO-12015-XT ARGB,56.29,42,120,Gray / Black,"500,2000",54.6,"13.8,31.2",true
fan,Enermax, SquA RGB 3-Pack,125.57,12,120,Black,"300,1500","24.53,68.27","12,23",true
fan,ARCTIC, F PST CO,73.18,37,140,Black,"200,1350",74,,true
fan,Scythe, Wonder Snail 120,73.44,42,120,Black,"300,2400","7.68,77.23","3,29.3",true
fan,be quiet!, Silent Wings 4,107.89,20,120,White,1600,48.7,18.9,true
fan,be quiet!, Shadow Wings 2,73.18,48,120,White / Black,900,38.5,15.9,true
fan,Thermaltake, SWAFAN 14 3-Pack,584.87,12,140,Black,"500,2000","71.3,77.6","34.5,10.5",false
fan,Thermaltake, SWAFAN EX12 ARGB 3-Pack,324.89,21,120,Blue / White,"500,2000","56.26,57.11","30.6,32.5",true
fan,Thermaltake, Riing Plus TT Premium Edition,251.14,33,200,Black,"500,1000",117.96,29.2,true
fan,Thermalright, TL-K12,73.18,0,120,White,2150,69,27,true
fan,be quiet!, Silent Wings 4,112.22,46,140,White,1100,51.3,13.6,true
fan,NZXT, Air Flow,56.29,25,120,Clear,1200,59.1,26.8,false
fan,Thermaltake, TOUGHFAN Turbo,86.57,36,120,Black,"500,2500",72.69,28.1,true
fan,Thermaltake, CT120 EX ARGB Sync 3-Pack,281.56,1,120,Black,"500,2000",68,28.5,true
fan,Corsair, RS140 MAX 2-Pack,368.22,2,140,Black,1600,"27.5,104",31,true
fan,Razer, Kunai Chroma,398.81,37,120,Black,"500,2200","17.48,65.5","15,35",true
fan,Fractal Design, Prisma AL,186.67,54,180,White,"300,1200","43.1,146.8","14.9,37.4",true
fan,be quiet!, Pure Wings 3,42.9,52,120,Black,1600,49.9,25.5,false
fan,Iceberg, Thermal IceGALE Xtra 3-Pack,129.95,56,120,Gray,"500,3000",127,"0,44",true
fan,Thermaltake, Riing,71.67,6,120,Black / White,"1000,1500",40.6,"18.7,24.6",false
fan,Thermaltake, TOUGHFAN,110.14,44,140,Black,"500,2000",119.1,"25.2,33.2",true
fan,Scythe, Kaze Flex Slim,84.41,35,120,Black / White,"300,1800","8.28,50.79","2.7,30",true
fan,Scythe, Wonder Snail,73.44,51,120,White,"300,2400","7.68,77.23","3,29.3",true
fan,Aerocool, Shark,38.91,51,120,White,"800,1500","32.5,82.6","12.6,26.5",false
fan,Corsair, RS120 MAX,151.61,53,120,Black,2000,"16.5,72",29.5,true
fan,ADATA, XPG HURRICANE,82.28,42,120,Black / White,"600,2000",61.5,18.17,true
fan,In Win, Neptune AN140 3-Pack,128.34,10,140,Black / White,"900,1800","41.67,88.89",24.5,true
fan,Super Flower, MEGACOOL 3-Pack,303.27,26,140,Black / Purple,"1800,2700","110.33,175.03","39.24,50.59",true
fan,Scythe, Grand Tornado,86.57,11,120,Black,"400,3000","12.23,97.82","9.3,36.63",true
fan,be quiet!, Silent Wings 3,111.66,40,120,Black,2200,73.33,28.6,false
fan,Iceberg, Thermal IceGALE Lightning ARGB 3-Pack,129.95,50,120,Black,"200,2200",76.74,28.9,true
fan,Thermaltake, TOUGHFAN,86.57,51,140,White,"500,2000",119.1,"25.2,33.2",true
fan,Cougar, Vortex,86.57,31,120,Orange,1200,60.4,17.7,false
fan,Thermaltake, TOUGHFAN,86.57,50,120,White,"500,2000",58.35,22.3,true
fan,In Win, Luna AL120 3-Pack,119.89,37,120,Black / White,"600,1800",82.96,25,true
fan,Thermalright, TL-B9,116.43,15,92,Gray,2500,54,23,true
fan,Thermaltake, Pure,64.95,31,200,Clear,800,129.63,28.2,false
fan,Corsair, ML140 LED ELITE Blue Premium,60.58,46,140,White,"400,1600","15,82.9","10,31.8",true
fan,Thermaltake, TOUGHFAN,86.57,59,120,Black,"500,2000",58.35,22.3,true
fan,Thermaltake, Riing Trio 12 RGB TT Premium Edition 3-Pack,259.94,37,120,Black,"500,1500",41.13,25.2,true
fan,Alphacool, Apex Stealth Metal,129.95,53,120,White / Black,"400,3000",70.98,40.1,true
fan,Scythe, Kaze Flex,80.68,14,120,Black,1800,79.76,35.8,false
