item_type,brand,name,price,quantity,rpm,noise_level,color,size
cooler,Corsair, iCUE H170i ELITE CAPELLIX XT,888.22,23,"500,1700","5,33.8",Black,420.0
cooler,Thermalright, AXP120-X67,129.56,50,1800,26.1,White,
cooler,Thermalright, Assassin King SE ARGB,83.58,31,1550,25.6,Silver / Gray,
cooler,Thermalright, Frozen Edge,272.55,43,2150,28.1,Black,360.0
cooler,Thermaltake, Gravity i2,51.95,59,1800,21.3,,
cooler,Lian Li, Galahad II Trinity SL-INF,563.25,28,2100,29,White,240.0
cooler,EK, EK-Nucleus AIO CR240 Lux D-RGB,519.92,0,"550,2300",36,Black,240.0
cooler,MSI, MAG CORELIQUID M240,298.98,59,"500,2000","14.3,34.3",Black,240.0
cooler,Corsair, iCUE H150i RGB PRO XT,880.03,35,2400,37,Black / White,360.0
cooler,Corsair, iCUE H100i RGB PRO XT,996.55,35,2400,37,Black,240.0
cooler,Noctua, NH-L12 Ghost S1,281.21,54,"300,1600","13.1,17.6",Silver / Beige,
cooler,Lian Li, Galahad II LCD,996.55,8,"300,2450",30,White,360.0
cooler,Cooler Master, MasterLiquid ML240L ARGB V2,433.26,55,"650,1800","8,27",White,240.0
cooler,Asus, TUF GAMING LC 240 ARGB,376.93,3,"800,2000",29,Black,240.0
cooler,Thermaltake, TH360 V2 ARGB Sync,563.25,51,"500,2000",25.8,White,360.0
cooler,MSI, MAG CORELIQUID P360,728.68,52,"500,2000","14.3,34.3",Black,360.0
cooler,ID-COOLING, IS-67-XT,151.61,23,"500,2200",35.2,Black,
cooler,Thermaltake, Contact 9 SE,69.28,54,"800,2000",24.5,Black / Silver,
cooler,Asus, ROG STRIX LC II 280 ARGB,389.93,2,"700,2100",35.7,Black,280.0
cooler,EK, AIO Basic 240,466.32,28,"550,2200",33.5,Black,240.0
cooler,Thermalright, AXP90-X53,103.56,41,2700,22.4,Gray,
cooler,Deepcool, Assassin 4S,346.6,36,"500,1800",29.3,White,
cooler,ID-COOLING, PINKFLOW,433.26,22,"900,2000","16.3,33.5",White / Pink,240.0
cooler,ID-COOLING, DASHFLOW BASIC,346.55,51,"700,1800","15.2,35.2",White,360.0
cooler,Deepcool, LD360,519.92,18,"600,2400",38.71,Black,360.0
cooler,Corsair, iCUE LINK H100i RGB,693.24,58,"480,2400",,White,240.0
cooler,MSI, MAG CORELIQUID 240R V2,407.3,14,"500,2000","14.3,34.3",White,240.0
cooler,be quiet!, Pure Loop 2,454.53,20,,"17.2,36.8",Black,360.0
cooler,NZXT, Kraken M22,346.6,46,"500,2000","21,36",Black,120.0
cooler,Enermax, Liqmax III 360 ARGB,389.93,33,"500,1600","14,27",Black,360.0
cooler,Thermalright, Silver Soul 135,151.22,8,1850,29.6,Black,
cooler,Deepcool, AG620,173.28,2,"300,1850",29.4,Black / Silver,
cooler,Deepcool, AK500,216.61,18,"500,1850",,Black / Silver,
cooler,Thermalright, Assassin King 120 MINI V2,86.18,13,1500,25.6,Black / Silver,
cooler,Thermalright, Frost Commander 140,172.41,55,1800,30.2,White,
cooler,ID-COOLING, SE-225-XT,151.61,50,"700,1800","15.2,35.2",Black,
cooler,Thermaltake, TH240 V2 ARGB Sync,368.26,16,"500,2000",25.8,Black,240.0
cooler,NZXT, Kraken X73 RGB,1213.2,40,"500,1500","22,33",White / Black,360.0
cooler,Asus, ROG RYUJIN II ARGB,1471.92,43,,,Black,240.0
cooler,Deepcool, AK500 DIGITAL WH,281.6,37,"500,1850",28,White,
cooler,Cooler Master, Hyper 622 Halo,281.56,38,"650,2050",27,Black,
cooler,Phanteks, Glacier One 360MPH,1429.89,3,"500,2200","18,34.2",White,360.0
cooler,ARCTIC, Freezer 36 CO,155.94,9,"200,1800",,Black / Silver,
cooler,Thermalright, AXP120-X67,190.22,33,1800,26.1,Gray,
cooler,Gigabyte, AORUS WATERFORCE 360,736.57,20,"950,2150","16.9,31",Black,360.0
cooler,NZXT, Kraken X53 RGB,1083.25,22,"500,1500","22,33",Black,240.0
cooler,ID-COOLING, IS-55 ARGB,173.28,0,"500,2000",31.2,Black,
cooler,Cooler Master, I30,57.63,24,2600,28,Black / Silver,
cooler,Corsair, H100x,1299.86,9,1700,37,Black,240.0
cooler,Gigabyte, AORUS WATERFORCE X II 360,1213.2,9,"800,2400","12,37.5",Black,360.0
cooler,Thermalright, Burst Assassin,94.89,45,1550,25.6,Gray / Black,
cooler,Asus, ROG STRIX LC II,563.25,2,"800,2500",37.6,Black,360.0
cooler,Corsair, iCUE LINK H100i LCD,866.56,12,"480,2400",,Black,240.0
cooler,ID-COOLING, DASHFLOW 240 BASIC,259.94,23,"700,1800","15.2,35.2",White,240.0
cooler,ARCTIC, Freezer 7 X CO,116.95,58,"300,2000",,Black / Silver,
cooler,Corsair, iCUE LINK H170i RGB,866.56,50,"400,2000",,Black,420.0
cooler,GAMDIAS, BOREAS E1,129.95,12,"800,2000","10,31",Black / Silver,
cooler,Thermaltake, TH360 V2 Ultra ARGB Sync,693.24,4,"500,1800",25.8,Black,360.0
cooler,Scythe, Mugen 6 Dual Fan,238.27,34,"300,2000","3,26.88",Black,
cooler,Thermalright, Assassin X 120 V2,78.82,55,1500,25.6,Black / Silver,
cooler,Jonsbo, CR-1400 EVO Color White,107.81,51,"800,2200","22.3,33.8",White,
cooler,Cooler Master, I70C,108.24,7,"650,1800",28,Black / Silver,
cooler,Zalman, CNPS9X Performa,86.62,12,"700,1800",28,Black,
cooler,ID-COOLING, AURAFLOW X,259.94,24,"700,1800","18,35.2",Black,240.0
cooler,Cooler Master, MasterLiquid ML360L ARGB V2,519.92,55,"650,1800","8,27",White,360.0
cooler,EK, AIO 240 D-RGB,545.91,37,"450,2600",36.4,Black,240.0
cooler,Cooler Master, MasterLiquid ML280 Mirror,654.24,1,"650,1400","10,27",Black,280.0
cooler,Corsair, H115i RGB PLATINUM,1169.87,28,2000,37,Black / Silver,280.0
cooler,Noctua, NH-U9DXi4,281.43,10,"300,1600","13.1,17.6",,
cooler,NZXT, T120,173.28,21,"500,1800","17.9,30.6",White,
cooler,Deepcool, LS520 WH,447.77,17,"500,2250",32.9,White,240.0
cooler,Lian Li, Galahad II LCD,866.56,14,"300,1550",26.7,White,280.0
cooler,Phanteks, GLACIER ONE 420D30,779.9,30,"250,1800",29.5,Black,420.0
cooler,Thermaltake, TH420 V2 Ultra ARGB Sync,649.91,18,"500,2000",34.7,White,420.0
cooler,Thermalright, SI-100 WHITE ARGB,116.56,32,2000,27.7,White,
cooler,Noctua, NH-L9x65 SE-AM4,259.76,25,"600,2500","14.8,23.6",,
cooler,Thermalright, Silver Soul 110,125.22,27,2500,23,White,
cooler,Thermalright, Silver Soul 110,155.55,30,2500,23,Black,
cooler,Fractal Design, Lumen S36 RGB V2,584.87,46,"500,2000","10,33.2",Black,360.0
cooler,Thermalright, SI-100,116.56,15,2000,27.7,Blue,
cooler,be quiet!, Shadow Rock LP,216.22,47,1500,"14.8,25.5",,
cooler,Deepcool, AG620 WH ARGB,247.98,29,"300,1850",29.4,White,
cooler,Cooler Master, Hyper 620S,216.61,6,"350,1750",27.2,Black / Silver,
cooler,MSI, MAG CORELIQUID 360R V2,603.07,17,"500,2000","14.3,34.3",White,360.0
cooler,Lian Li, GALAHAD AIO 240 RGB UNI FAN SL120 EDITION,974.97,10,"800,1900",32,White / Silver,240.0
cooler,EK, AIO 280 D-RGB,492.19,7,"500,2000",36.4,Black / Translucent White,280.0
cooler,Cooler Master, MasterLiquid ML240 Illusion,550.51,13,"650,1800","6,30",Black,240.0
cooler,Cooler Master, MasterLiquid ML240L V2 RGB,562.86,22,"650,1800","8,27",White / Black,240.0
cooler,Alphacool, Eisbaer Pro Aurora,987.53,32,,31.5,Black,360.0
cooler,be quiet!, Pure Loop 2 FX,476.2,8,,"10.8,32.8",Black,280.0
cooler,Cooler Master, MasterLiquid PL360 FLUX,779.9,38,,32,Black,360.0
cooler,Thermaltake, TH360 V2 Ultra ARGB Sync,810.83,34,"500,1800",25.8,White,360.0
cooler,MSI, MPG CORELIQUID K360,1689.87,49,,39.9,Black,360.0
cooler,Thermalright, Frozen Edge,233.55,34,2150,28.1,White,240.0
cooler,Asus, ROG STRIX LC II,389.93,10,"800,2500",37.6,Black,240.0
cooler,be quiet!, Dark Rock TF 2,389.54,5,1400,,Black,
cooler,Noctua, NH-U9B SE2,519.92,59,"1000,1600","7.9,17.6",,
cooler,Noctua, NH-C14S,346.42,16,"300,1500","19.2,24.6",,
cooler,Corsair, iCUE H115i ELITE CAPELLIX,866.6,0,2000,"10,36",Black,280.0
cooler,Phanteks, Glacier One 360 T30 Gen2,1692.77,14,"1200,3000","11.1,39.7",Black / Gray,360.0
cooler,Noctua, NH-U14S TR4-SP3,433.08,14,"300,1500","19.2,24.6",,
cooler,Lian Li, Galahad II LCD,909.89,43,"300,1550",26.7,Black,280.0
cooler,Cooler Master, Hyper 212 EVO V2,271.85,49,"650,1800","8,27",,
cooler,Vetroo, V360,366.53,3,"800,1800",,Black,360.0
cooler,Vetroo, V5,121.28,26,"800,1700",30.8,Pink,
cooler,Asus, ROG RYUO III 240 ARGB,565.5,27,2200,36.45,Black,240.0
cooler,Asus, ROG Ryujin III,758.23,6,"450,2000",29.7,Black,240.0
cooler,Lian Li, GALAHAD AIO 360 RGB,905.6,6,"800,1900",,Black / Silver,360.0
cooler,be quiet!, Pure Loop 280,432.87,34,,"22.5,38.1",Black,280.0
cooler,Corsair, iCUE H100i ELITE CAPELLIX,823.23,33,2400,"10,37",White,240.0
cooler,Fractal Design, Lumen S36 V2,752.08,9,"500,2000","10,33.2",Black,360.0
cooler,Thermalright, Assassin King SE,86.18,37,1550,25.6,Silver / Gray,
cooler,Cooler Master, Hyper 212 LED Turbo ARGB,270.77,31,"650,1800",27,Black,
cooler,Cooler Master, Hyper 622 Halo,281.56,55,"650,2050",27,White,
cooler,EVGA, CLCx 360,649.91,9,,35,Black,360.0
cooler,ID-COOLING, IS-55 ARGB,151.61,15,"500,2000",31.2,White,
cooler,Phanteks, GLACIER ONE 420D30,801.56,53,"250,1800",29.5,White,420.0
cooler,Cooler Master, Hyper H410R RGB,189.09,16,"600,2000","6,29",,
cooler,NZXT, Kraken X63 RGB,1208.17,17,"500,1500","22,33",White / Black,280.0
cooler,be quiet!, Silent Loop 2 240,780.29,40,2200,"16.8,38.3",Black,240.0
cooler,ID-COOLING, FROZN A410 ARGB,151.61,0,"500,2000",29.9,Black,
cooler,Deepcool, AS500 Plus,194.94,52,"500,1200",31.5,Black,
cooler,ID-COOLING, FROZN A620 ARGB,259.94,7,"500,2000",29.9,Black,
cooler,ID-COOLING, AURAFLOW X,259.94,8,"700,1800","18,35.2",Black,240.0
cooler,be quiet!, Pure Rock Slim,147.28,48,2000,"13.1,25.4",,
cooler,Corsair, iCUE H170i ELITE LCD,1256.53,40,"400,1600","10,31.8",Black,420.0
cooler,CRYORIG, H7,692.76,9,"330,1600",25,,
cooler,Thermaltake, Gravity A2,87.96,20,"1200,3500",33.5,Silver / Black,
cooler,Corsair, iCUE LINK H115i RGB,736.57,4,"400,2000",,Black,280.0
cooler,Intel, BXTS15A,193.34,59,"1000,3850",,,
cooler,Thermaltake, Gravity i3,77.08,26,"1200,3500",36.5,Silver / Black,
cooler,NZXT, Kraken X53 RGB,758.23,21,"500,1500","22,33",White / Black,240.0
cooler,Lian Li, Galahad AIO240 (2022),743.89,49,"800,1900",32,Black / Silver,240.0
cooler,ID-COOLING, SE-224-XTS,129.95,23,"600,1500",28.9,White,
cooler,Montech, METAL DT24 PREMIUM,298.98,23,"800,1950",26,Black / Silver,
cooler,Zalman, CNPS9X Performa ARGB,108.28,18,"700,1800",28,Black,
cooler,ARCTIC, Alpine 12 LP,56.11,39,"100,2000",,Black / White,
cooler,Noctua, NH-L12Sx77,324.54,18,"450,1850","16.8,23.9",Silver / Beige,
cooler,Thermaltake, TH420 V2 Ultra ARGB Sync,732.23,9,"500,2000",34.7,Black,420.0
cooler,Deepcool, AG500 WH ARGB,160.23,22,"300,1850",29.4,White,
cooler,Thermalright, Frost Commander 140,155.55,59,1800,30.2,Gray,
cooler,Thermaltake, TH120 V2 ARGB Sync,346.55,39,"500,2000",25.8,Black,120.0
cooler,EK, EK-Nucleus AIO CR240 Lux D-RGB,554.58,19,"550,2300",36,White,240.0
cooler,be quiet!, Shadow Rock 3,207.55,43,,"11.5,24.4",White / Black,
cooler,Cooler Master, MasterLiquid ML240 Illusion,559.43,6,"650,1800","6,30",White,240.0
cooler,Gigabyte, AORUS WATERFORCE X,796.45,32,"800,2500","7.9,37.6",Black,240.0
cooler,Cooler Master, MasterLiquid PL240 FLUX,549.16,52,,32,Black,240.0
cooler,Thermaltake, TOUGHLIQUID Ultra,936.75,31,"500,2500",28.1,Black,360.0
cooler,Deepcool, AK500S DIGITAL,238.27,25,"500,1850",28,White,
cooler,Jonsbo, CR-1000 EVO ARGB Black,112.61,36,"600,1500","22,32",Black,
cooler,Cooler Master, MasterAir MA612 Stealth ARGB,311.85,37,"650,1800","8,27",,
cooler,ARCTIC, Freezer i35 RGB,144.12,47,"200,1700",,Black,
cooler,Asus, ROG Ryujin III,888.22,46,"600,2200",36.45,White,240.0
cooler,Cooler Master, Hyper 212 Halo SF6 Ryu,196.02,50,"650,2050",27,White / Orange,
cooler,Corsair, A500,389.93,55,2400,36,Black / Silver,
cooler,be quiet!, Dark Rock Pro TR4,572.78,50,"1200,1500","12.8,24.3",Black,
cooler,Thermaltake, TH280 V2 ARGB Sync,433.26,59,"500,1800",34.7,Black,280.0
cooler,be quiet!, Silent Loop 2 280,721.83,21,1600,"16.5,36.1",Black,280.0
cooler,Noctua, NH-U9 TR4-SP3,389.75,46,"400,2000","16.3,22.8",,
cooler,Thermaltake, TH240 V2 ARGB Sync,389.93,20,"500,2000",25.8,White,240.0
cooler,be quiet!, Pure Loop 360,563.25,1,,"19.8,40.5",Black,360.0
cooler,MSI, MAG CORELIQUID E240,428.97,2,,,Black,240.0
cooler,Cooler Master, i50,73.57,59,2000,28,Black / Silver,
cooler,MSI, MAG CORELIQUID E240 WHITE,428.97,34,,,White,240.0
cooler,Corsair, iCUE H100i ELITE LCD,941.52,32,"450,2000","10,30.4",Black,240.0
cooler,Noctua, NH-U12S SE-AM4,324.76,12,"300,1500","18.6,22.4",,
cooler,Antec, A400i,124.53,17,"800,1800","20,36",Black / Silver,
cooler,ID-COOLING, FROZN A620 ARGB WHITE,259.94,32,"500,2000",29.9,White,
cooler,Asus, TUF Gaming LC II ARGB,389.93,31,"800,2000",29,Black,240.0
cooler,Asus, ROG RYUO III 240 ARGB WHITE EDITION,584.91,10,2200,36.45,White,240.0
cooler,Asus, ROG STRIX LC II ARGB,649.91,59,"800,2500",37.6,White / Black,240.0
cooler,ID-COOLING, FROZN A410 ARGB WHITE,151.61,27,"500,2000",29.9,White,
cooler,ARCTIC, Freezer A35 A-RGB,203.61,47,"200,1700",,Black,
cooler,be quiet!, Pure Loop 2,389.54,40,,"15.4,34.9",Black,240.0
cooler,ID-COOLING, SE-914-XT ARGB,129.95,33,"600,2200","14,25.8",Black / Gray,
cooler,Enermax, LIQMAX III 360 ARGB,389.93,7,"500,1600","14,27",White / Black,360.0
cooler,Deepcool, LD240,433.26,12,"600,2400",38.71,Black,240.0
cooler,Scythe, Mugen 5 Black Edition Rev.C,220.94,51,"300,1500","4,28.6",Black,
cooler,be quiet!, Pure Loop 2,432.87,50,,"15.4,33.8",Black,280.0
cooler,Fractal Design, Celsius S24,547.69,32,"500,2000",32.2,,240.0
cooler,ID-COOLING, FROZN A610 BLACK,173.28,3,"500,2000",29.85,Black,
cooler,Thermaltake, TH120 V2 ARGB Sync,346.55,48,"500,2000",25.8,White,120.0
cooler,Thermalright, Assassin King 90,103.56,47,2500,27.3,Black / Silver,
cooler,Thermaltake, TOUGHLIQUID Ultra,1083.21,11,"500,2000",33.2,Black,420.0
cooler,Cooler Master, MasterLiquid ML240R RGB,646.05,31,"650,2000","6,30",,240.0
cooler,Deepcool, AS500 PLUS WH,216.61,1,"500,1200",31.5,White / Silver,
cooler,Thermaltake, TH120 ARGB Sync,258.85,57,1500,28.2,Black,120.0
cooler,Enermax, AQUAFUSION ADV 360,433.26,20,"500,2000","15,32.6",Black,360.0
cooler,Asus, ROG Ryujin III ARGB,1018.21,43,"600,2200",36.45,Black,240.0
cooler,Deepcool, AN600,242.56,25,"500,1850","20.4,24.2",Black / Silver,
cooler,ID-COOLING, SL240,433.26,32,"500,2000",29.9,White,240.0
cooler,ARCTIC, Freezer i35 A-RGB,193.99,38,"200,1700",,Black,
cooler,Iceberg, Thermal IceSLEET G3,77.91,4,"600,1200",20.5,Black / Gray,
cooler,Enermax, LIQMAX III 240 ARGB,303.22,32,"500,1600","14,27",White / Black,240.0
cooler,Fractal Design, Lumen S28 RGB V2,857.72,31,"500,1700","10,35.5",Black,280.0
cooler,Noctua, NH-D15 SE-AM4,476.41,19,"1200,1500","19.2,24.6",,
cooler,Asus, ROG RYUJIN 360,1157.13,22,"450,2000",29.7,Black,360.0
cooler,Deepcool, ASSASSIN III,346.55,32,"400,1400",34.2,Black / Silver,
cooler,MSI, MEG CORELIQUID S280,714.94,58,,24.9,Black,280.0
cooler,Razer, Hanbo Chroma,779.9,32,,,Black,240.0
cooler,Cooler Master, MasterLiquid ML240L RGB,515.58,55,"650,2000","6,30",,240.0
cooler,Enermax, AQUAFUSION ADV,315.7,45,"500,2000","15,32.6",White,360.0
cooler,Vetroo, U6 Pro,151.61,8,"700,1500","18.1,30.5",Black,
cooler,Cooler Master, MasterAir MA612 Stealth,230.17,11,"650,1800","8,27",,
cooler,TEAMGROUP, SIREN GD360E,480.92,27,"600,2200","14.3,35.6",White,360.0
cooler,ID-COOLING, ZOOMFLOW 360 XT,433.26,42,"500,1500","13.8,30.5",Black,360.0
cooler,Deepcool, R-AN600-BKNNMN-G,221.59,16,"500,1850","20,24.4",Black / Silver,
cooler,Cooler Master, MasterAir MA624 Stealth,268.65,43,"650,1400","10,27",Black,
cooler,Scythe, Mugen 6,203.61,54,"300,2000","3,26.88",Black,
cooler,Silverstone, IceMyst 360,631.4,46,"500,2200","12.1,33.1",Silver / Black,360.0
cooler,Lian Li, Galahad AIO360 (2022),1083.03,49,"800,1900",32,White / Silver,360.0
cooler,ID-COOLING, PINKFLOW 240 Diamond,433.26,38,"900,2000","16.3,33.5",Pink,240.0
cooler,Alphacool, Eisbaer Pro Aurora,1231.53,56,,31.5,Black,420.0
cooler,Noctua, NH-U12DXi4,324.76,3,"300,1500","18.6,22.4",,
cooler,Thermaltake, TOUGHAIR 310,173.28,15,"500,2000",23.6,Black / Gray,
cooler,Asus, ROG STRIX LC 360 RGB White Edition,1083.21,1,"800,2500",37.6,White,360.0
cooler,Thermaltake, TH280 V2 ARGB Sync,476.59,45,"500,1800",34.7,White,280.0
cooler,Cooler Master, Wraith Ripper,1165.58,57,,"0,38",Black,
cooler,Alphacool, Core Ocean T38,434.12,3,,"0,36",Black,420.0
cooler,Thermaltake, TH420 V2 ARGB Sync,589.24,36,"500,1800",34.7,Black,420.0
cooler,Gigabyte, AORUS ATC800,931.6,15,"600,2000","18,31",Black,
cooler,Thermaltake, TOUGHAIR 510,203.61,58,"500,2000",23.6,Black / Gray,
cooler,Zalman, CNPS9X Performa ARGB,86.62,2,"700,1800",28,White,
cooler,Thermalright, Silver Soul 135,142.56,14,1850,29.6,Silver,
cooler,ARCTIC, Freezer i13 X,86.62,32,"300,2000",,Black / White,
cooler,Cooler Master, Hyper 212 LED,207.12,1,"600,1600","9,31",,
cooler,Enermax, ETS-T40F-TB,125.61,33,"900,1800","11,21",,
cooler,Corsair, H115i PRO,1083.21,5,1200,20.4,,280.0
cooler,Cooler Master, Hyper T20,133.2,41,2000,30,Black / Silver,
cooler,Thermaltake, TH360 ARGB Sync,450.59,44,1500,28.2,Black,360.0
cooler,ID-COOLING, FROZN A720 BLACK,303.22,56,"500,2000",33.5,Black,
cooler,Thermaltake, TH360 ARGB Sync,441.92,22,1500,28.2,White,360.0
cooler,ARCTIC, Freezer 4U-M,368.26,45,"400,2300",40,Black / Silver,
cooler,Enermax, Liqmax III 240 ARGB,320.6,5,"500,1600","14,27",Black,240.0
cooler,Aerocool, Cylon 4,221.85,50,"800,1800","14,26",Black,
cooler,Scythe, Kotetsu Mark 3,129.95,49,"300,1500","4,28.6",Black / Silver,
cooler,EVGA, CLCx 240,433.26,3,,35,Black,240.0
cooler,Antec, VORTEX 240,430.92,4,"600,2000",31.24,Black,240.0
cooler,Cooler Master, MasterLiquid 240,541.58,32,"650,2000","6,30",,240.0
cooler,Thermaltake, TH360 V2 Ultra ARGB Sync,736.57,53,"500,1800",25.8,Blue / White,360.0
cooler,Fractal Design, Lumen S28 V2,679.85,8,"500,1700","10,35.5",Black,280.0
cooler,Amazon, Basics,130.21,55,"600,2000","6,29",,
cooler,Asus, ROG RYUJIN II,790.73,45,"450,2000",29.7,Black,240.0
cooler,Alphacool, Eisbaer Aurora 420,1184.51,53,"600,1500",,Black,420.0
cooler,RAIJINTEK, JUNO-X,167.95,9,"1200,2500",26,Black,
cooler,ID-COOLING, FROZN A610,216.61,11,"500,2000",29.9,Black,
cooler,ID-COOLING, IS-40X,116.95,24,"600,2500","14,33",Black / White,
cooler,be quiet!, Shadow Rock Slim 2,194.55,28,1400,"11.5,23.7",Black,
cooler,Thermaltake, TH120 ARGB Sync,277.27,32,1500,28.2,White,120.0
cooler,Thermaltake, TOUGHLIQUID Ultra RGB,1213.2,29,"500,2000",30.7,Black,420.0
cooler,Thermaltake, TH280 V2 Ultra ARGB Sync,584.91,20,"500,2000",34.7,Black,280.0
cooler,Enermax, ETS-T50 AXE ARGB,199.27,37,"500,1600","14,24",White,
cooler,Gigabyte, AORUS WATERFORCE X,866.56,50,2300,"8.06,44.4",Black,280.0
cooler,Antec, Symphony ARGB,683.66,0,"800,1600","20,35",Black,360.0
cooler,ARCTIC, Freezer 34 eSports,219.64,38,"200,2100",28,Red / Black,
cooler,Iceberg, Thermal IceSLEET G6 Stealth,164.61,21,"600,1400",26,Black / Blue,
cooler,Alphacool, Core Ocean T38,368.26,56,,"0,34.3",Black,240.0
cooler,Silverstone, Hydrogon D120 ARGB V2,310.29,49,,"0,30.5",Black / Silver,
cooler,Fractal Design, Celsius+ S36 Prisma PWM ARGB,1072.55,50,"500,2000",32.7,Black,360.0
cooler,BitFenix, Cube ARGB,432.87,9,2000,34,White,360.0
cooler,Silverstone, AR12 RGB,166.47,38,"700,2200","9,29",Silver / Black,
cooler,Corsair, H115i,974.84,41,2000,40,,280.0
cooler,ID-COOLING, SL240,433.26,49,"500,2000",29.9,Black,240.0
cooler,MSI, MPG CORELIQUID K240,727.94,41,,"0,39.9",Black,240.0
cooler,Cooler Master, MasterLiquid ML120R RGB,541.58,36,"650,2000","6,30",,120.0
cooler,Corsair, H100,1328.63,34,"1300,2500","22,39",,240.0
cooler,Cooler Master, MA621P TR4,2700.46,34,"600,1800",31,Black / Silver,
cooler,CRYORIG, H7 Quad Lumi,473.73,4,"330,1600","10,25",,
cooler,BitFenix, Cube ARGB,432.87,22,2000,34,Black,360.0
cooler,Jonsbo, CR-1400 EVO ARGB Black,182.85,8,"800,2200","22.3,33.8",Black,
cooler,be quiet!, Pure Loop 2,346.21,34,,"13,32.1",Black,120.0
cooler,Scythe, Ninja 5 Rev. B,281.56,29,"300,800","4,14.5",Black,
cooler,Alphacool, Eisbaer Aurora 360,917.04,44,"800,2000",,Black,360.0
cooler,Enermax, LIQMAXFLO 360,349.85,7,"500,1800",23.46,Black,360.0
cooler,Thermaltake, TH240 V2 Ultra ARGB Sync,649.91,26,"500,1800",25.8,White,240.0
cooler,Thermaltake, TH420 V2 ARGB Sync,589.24,42,"500,1800",34.7,White,420.0
cooler,Enermax, Liqmax III 120 HF,235.37,47,"500,2000","14,32",Black,120.0
cooler,TEAMGROUP, SIREN GD360E,476.59,30,"600,2200","14.3,35.6",Black,360.0
cooler,Thermaltake, Contac Silent 12,129.95,8,"400,1500","22.1,28.8",,
cooler,Deepcool, GAMMAXX L240 A-RGB,1385.74,26,"500,1800",30,Black,240.0
cooler,Enermax, AQUAFUSION ADV,342.26,1,"500,2000","17,32.6",White,240.0
cooler,Thermaltake, TH240 V2 Ultra ARGB Sync,589.24,29,"500,1800",25.8,Black,240.0
cooler,EVGA, CLC 240,617.45,52,"500,2400","16,39.9",,240.0
cooler,ID-COOLING, DASHFLOW XT LITE,346.55,5,"500,2000",29.85,Black,360.0
cooler,Thermaltake, TH420 ARGB Sync,823.18,2,"500,1800",34.7,Black,420.0
cooler,Jonsbo, HX4170D,741.03,58,"600,3300",28.4,White,
cooler,Cooler Master, MasterAir MA620M,653.85,3,"650,2000","8,30",Black,
cooler,Antec, A40PRO,205.12,2,"800,2200","16,23",,
cooler,ARCTIC, Freezer A35,182.98,1,"200,1800",,Black / White,
cooler,Iceberg, Thermal IceFLOE OASIS 240,346.55,22,"200,2200",28.9,Black,240.0
cooler,Cooler Master, i70C,96.63,25,"650,1800",28,Black / Silver,
cooler,Thermaltake, TH240 ARGB Sync,524.77,5,1500,28.2,White,240.0
cooler,Thermaltake, TH280 V2 ARGB Sync,476.59,53,"500,1800",25.8,Green,280.0
cooler,Thermaltake, TOUGHAIR 110,151.61,25,"500,2000",23.6,Black / Silver,
cooler,MSI, MAG CORELIQUID R,401.06,56,"500,2000","14.3,34.3",Black,240.0
cooler,be quiet!, Pure Loop 120,434.69,14,,"18.9,36.1",Black,120.0
cooler,Deepcool, LS320,389.93,40,"500,2250",32.9,Black,120.0
cooler,Montech, AIR COOLER 210,326.32,16,"600,1500",27,Black,
cooler,Deepcool, AG500 ARGB,222.15,31,"300,1850",29.4,Black / Silver,
cooler,Enermax, ETS-N31-02,90.91,42,"800,2000",24.5,Black / Silver,
cooler,Cooler Master, MasterAIR G200P,342.22,38,"800,2000","6,28",Black / Silver,
cooler,Silverstone, IceMyst 420,706.24,51,"400,1750","13.3,30.8",Silver / Black,420.0
cooler,Antec, Symphony ARGB,635.35,53,"800,1600","20,35",Black,240.0
cooler,Alphacool, Eisbaer 420,736.18,20,1100,29.4,Black / Blue,420.0
cooler,Cooler Master, MasterLiquid ML360 Mirror,1078.92,28,"650,1800","8,27",Black,360.0
cooler,Corsair, H100i GTX,1181.35,4,2435,37.7,,240.0
cooler,Thermaltake, TH420 ARGB Sync,588.38,49,"500,1800",34.7,White,420.0
cooler,ARCTIC, Freezer i35,168.94,26,"200,1800",,Black / White,
cooler,Montech, METAL DT24 BASE,216.61,34,"800,1950",26,Black / Silver,
cooler,Asus, ROG STRIX LC 120 RGB,833.5,29,"800,2500",37.6,Black,120.0
cooler,Thermaltake, UX200 ARGB,164.61,34,"300,1500",26.33,Black,
cooler,Silverstone, VIDA 240 SLIM,550.25,47,"300,1800","15.9,33.9",Black,240.0
cooler,BitFenix, Cube ARGB,346.21,57,2000,34,Black,240.0
cooler,be quiet!, Shadow Rock TF 2,394.52,29,1400,"11.9,24.4",Silver / Black,
cooler,Corsair, H75 2018,617.32,54,1900,31,Black,120.0
cooler,Jonsbo, CR-1400 EVO Color Black,107.81,58,"800,2200","22.3,33.8",Black,
cooler,Alphacool, Eisbaer 360,678.5,45,"550,1700",29,Black,360.0
cooler,Iceberg, Thermal IceSLEET G4 Silent,86.57,43,"600,1200",20.5,Black / Gray,
cooler,MSI, MAG CORELIQUID R,612.12,11,"500,1800","14.8,33.28",Black,280.0
cooler,Deepcool, LS320 WH,281.86,13,"500,2250",32.9,White,120.0
cooler,Thermaltake, TOUGHLIQUID Ultra,866.56,56,"500,2500",28.1,Black,240.0
cooler,Jonsbo, CR-3000 ARGB,214.27,22,"600,1500","22,32",White,
