item_type,brand,name,price,quantity,core_count,core_clock,boost_clock,tdp,graphics,smt
cpu,Intel, Pentium E2220,86.57,21,2,2.4,,65,,false
cpu,Intel, Core i3-3240,461.51,17,2,3.4,,55,Intel HD Graphics 2500,true
cpu,Intel, Core 2 Quad Q9300,184.59,5,4,2.5,,95,,false
cpu,Intel, Core i5-9600,844.94,45,6,3.1,4.6,65,Intel UHD Graphics 630,false
cpu,Intel, Core i7-7700T,2122.95,48,4,2.9,3.8,35,Intel HD Graphics 630,true
cpu,Intel, Core i5-6402P,346.64,49,4,2.8,3.4,65,Intel HD Graphics 510,false
cpu,Intel, Core i9-9960X,4328.45,59,16,3.1,4.4,165,,true
cpu,Intel, Celeron G4920,217.82,59,2,3.2,,65,Intel UHD Graphics 610,false
cpu,Intel, Core i7-7800X,1256.35,46,6,3.5,4.0,140,,true
cpu,Intel, Xeon E5-2660 V4,1728.87,7,14,2.0,3.2,105,,true
cpu,AMD, FX-9370,860.1,47,8,4.4,4.7,220,,false
cpu,Intel, Core i7-860,1565.12,36,4,2.8,,95,,true
cpu,Intel, Celeron G4900T,259.76,57,2,1.8,,35,Intel UHD Graphics 610,false
cpu,AMD, A8-6600K,402.36,31,4,3.9,,100,Radeon HD 8570D,false
cpu,Intel, Pentium G3258,222.54,50,2,3.2,,53,Intel HD Graphics,false
cpu,Intel, Core i9-7900X,3895.15,54,10,3.3,4.5,140,,true
cpu,Intel, Core i5-3550,1451.56,50,4,3.3,,77,Intel HD Graphics 2500,false
cpu,Intel, Celeron E3400,82.24,12,2,2.6,,65,,false
cpu,Intel, Core i3-9350KF,892.6,13,4,4.0,4.6,91,,false
cpu,Intel, Xeon E5-1620 V3,299.06,28,4,3.5,3.6,140,,true
cpu,AMD, FX-6300,340.18,1,6,3.5,,95,,false
cpu,Intel, Core i3-3250,249.8,25,2,3.5,,55,Intel HD Graphics 2500,true
cpu,Intel, Core i5-2400S,303.31,10,4,2.5,,65,Intel HD Graphics 2000,false
cpu,Intel, Core 2 Duo E7500,431.7,6,2,2.93,,65,,false
cpu,Intel, Core i3-7100,324.54,56,2,3.9,,51,Intel HD Graphics 630,true
cpu,Intel, Xeon E5-1630 V4,996.37,22,4,3.7,4.0,140,,true
cpu,Intel, Pentium Gold G6405,384.42,59,2,4.1,,58,Intel UHD Graphics 610,true
cpu,Intel, Celeron G5920,229.61,22,2,3.5,,58,Intel UHD Graphics 610,false
cpu,Intel, Core i7-10700K Avengers Collector's Edition,3210.75,6,8,3.8,5.1,125,Intel UHD Graphics 630,true
cpu,Intel, Core i7-950,433.3,6,4,3.06,,130,,true
cpu,Intel, Core i5-650,303.31,23,2,3.2,,73,Intel HD Graphics,true
cpu,Intel, Xeon E5-2620 V4,1862.97,1,8,2.1,3.0,85,,true
cpu,Intel, Celeron 440,129.9,39,1,2.0,,35,,false
cpu,Intel, Core i5-4570T,325.54,16,2,2.9,,35,Intel HD Graphics 4600,true
cpu,Intel, Xeon E5-1660 V2,4891.96,30,6,3.7,4.0,130,,true
cpu,Intel, Xeon E5-2620,159.24,43,6,2.0,,95,,true
cpu,Intel, Xeon E5-4620,254.22,3,8,2.2,2.6,95,,true
cpu,Intel, Core i5-760,433.3,31,4,2.8,,95,,false
cpu,Intel, Pentium Gold G6500,307.56,31,2,4.1,,58,Intel UHD Graphics 630,true
cpu,Intel, Xeon E-2176G,2788.81,52,6,3.7,4.7,80,Intel HD Graphics P630,true
cpu,Intel, Core i7-4770K,1001.14,36,4,3.5,3.9,84,Intel HD Graphics 4600,true
cpu,Intel, Core i5-7400,476.63,23,4,3.0,3.5,65,Intel HD Graphics 630,false
cpu,Intel, Celeron G5925,233.94,27,2,3.6,,58,Intel UHD Graphics 610,false
cpu,Intel, Xeon E3-1230 V2,1177.93,59,4,3.3,,69,,true
cpu,Intel, Core i9-9900X,2838.37,12,10,3.5,4.4,165,,true
cpu,Intel, Core i3-6100,428.75,18,2,3.7,,51,Intel HD Graphics 530,true
cpu,AMD, FX-8350,834.41,28,8,4.0,,125,,false
cpu,Intel, Xeon E5-2640,187.66,41,6,2.5,3.0,95,,true
cpu,Intel, Core i7-5820K,1862.97,33,6,3.3,3.6,140,,true
cpu,Intel, Core i3-6300,400.98,49,2,3.8,,51,Intel HD Graphics 530,true
cpu,Intel, Core i7-960,953.26,7,4,3.2,,130,,true
cpu,Intel, Core i5-9500F,1078.92,53,6,3.0,4.4,65,,false
cpu,Intel, Xeon E3-1270 V3,1819.86,52,4,3.5,3.9,80,,true
cpu,Intel, Core 2 Extreme QX9650,660.87,44,4,3.0,,130,,false
cpu,Intel, Core i5-8400T,602.29,15,6,1.7,3.3,35,Intel UHD Graphics 630,false
cpu,Intel, Xeon E5-1660 V3,885.84,19,8,3.0,3.5,140,,true
cpu,AMD, A10-6800K,2023.68,43,4,4.1,,100,Radeon HD 8670D,false
cpu,Intel, Xeon E5-2650,385.64,41,8,2.0,2.8,95,,true
cpu,Intel, Celeron G4900,314.36,54,2,3.1,,65,Intel UHD Graphics 610,false
cpu,Intel, Xeon E3-1245 V5,2055.53,1,4,3.5,3.9,80,Intel HD Graphics P530,true
cpu,Intel, Xeon E5-1620 V4,645.36,31,4,3.5,3.8,140,,true
cpu,Intel, Core i5-4670S,2318.16,13,4,3.1,3.8,65,Intel HD Graphics 4600,false
cpu,AMD, FX-8320,461.68,16,8,3.5,,125,,false
cpu,Intel, Core i5-8500,749.26,16,6,3.0,4.1,65,Intel UHD Graphics 630,false
cpu,Intel, Core i5-9600KF,1473.0,29,6,3.7,4.6,95,,false
cpu,AMD, A8-5600K,1083.21,1,4,3.6,,100,Radeon HD 7560D,false
cpu,Intel, Core i7-3960X Extreme Edition,1278.93,37,6,3.3,,130,,true
cpu,Intel, Xeon E5-2660 V3,649.69,53,10,2.6,3.3,105,,true
cpu,Intel, Core i3-7100T,208.42,37,2,3.4,,35,Intel HD Graphics 630,true
cpu,Intel, Core i9-7980XE,5416.03,34,18,2.6,4.4,165,,true
cpu,Intel, Xeon E5-2620 V3,346.64,16,6,2.4,3.2,85,,true
cpu,Intel, Celeron G1610,160.32,51,2,2.6,,55,Intel HD Graphics,false
cpu,Intel, Core i3-540,259.98,40,2,3.06,,73,Intel HD Graphics,true
cpu,AMD, A10-7700K,575.68,30,4,3.4,3.8,95,Radeon R7 (on-die),false
cpu,Intel, Xeon E3-1230 V3,1368.62,5,4,3.3,3.7,80,,true
cpu,Intel, Pentium Gold G5500,277.57,57,2,3.8,,54,Intel UHD Graphics 630,true
cpu,Intel, Xeon E-2124,476.63,18,4,3.3,4.3,71,,false
cpu,Intel, Core i7-4770K,675.34,1,4,3.5,3.9,84,Intel HD Graphics 4600,true
cpu,AMD, FX-8350,1097.29,55,8,4.0,,125,,false
cpu,Intel, Core i3-6098P,255.65,45,2,3.6,,54,Intel HD Graphics 510,true
cpu,Intel, Core 2 Duo E6400,151.66,23,2,2.13,,65,,false
cpu,Intel, Core i7-980,1542.63,59,6,3.333,,130,,true
cpu,Intel, Core i3-4130T,259.98,35,2,2.9,,35,Intel HD Graphics 4400,true
cpu,AMD, A10-5700,314.19,11,4,3.4,,65,Radeon HD 7660D,false
cpu,Intel, Core i3-10320,519.96,35,4,3.8,4.6,65,Intel UHD Graphics 630,true
cpu,Intel, Core i7-7820X,2119.05,22,8,3.6,4.5,140,,true
cpu,Intel, Core i7-2600S,1018.26,53,4,2.8,,65,Intel HD Graphics 2000,true
cpu,Intel, Xeon E5-2680,476.63,29,8,2.7,3.5,130,,true
cpu,Intel, Core i7-5930K,2296.27,48,6,3.5,3.7,140,,true
cpu,AMD, Phenom II X4 820,245.42,58,4,2.8,,95,,false
cpu,Intel, Celeron G3930,246.94,37,2,2.9,,51,Intel HD Graphics 610,false
cpu,Intel, Core i5-7640X,1083.25,56,4,4.0,4.2,112,,false
cpu,Intel, Celeron G3930T,199.62,51,2,2.7,,35,Intel HD Graphics 610,false
cpu,Intel, Pentium Gold G6600,301.71,15,2,4.2,,58,Intel UHD Graphics 630,true
cpu,Intel, Core 2 Quad Q9300,745.28,17,4,2.5,,95,,false
cpu,Intel, Core 2 Extreme QX9775,5624.23,53,4,3.2,,150,,false
cpu,Intel, Xeon E3-1220 V3,448.9,50,4,3.1,3.5,80,,false
cpu,Intel, Pentium E6600,216.65,51,2,3.06,,65,,false
cpu,Intel, Xeon E5-1650 V2,996.37,33,6,3.5,3.9,130,,true
cpu,Intel, Celeron 440,216.61,12,1,2.0,,35,,false
cpu,Intel, Core i7-4790T,675.34,51,4,2.7,3.9,45,,true
cpu,Intel, Pentium Gold G6605,764.08,4,2,4.3,,58,Intel UHD Graphics 630,true
cpu,AMD, A10-7870K,1221.13,2,4,3.9,4.1,95,Radeon R7 (on-die),false
cpu,AMD, A12-9800,606.62,18,4,3.8,4.2,65,Radeon R7 (on-die),false
cpu,Intel, Core i3-3210,303.31,51,2,3.2,,55,Intel HD Graphics 2500,true
cpu,Intel, Core i9-9920X,3466.36,46,12,3.5,4.4,165,,true
cpu,Intel, Core i5-7400T,324.98,21,4,2.4,3.0,35,Intel HD Graphics 630,false
cpu,Intel, Core i7-930,861.1,41,4,2.8,,130,,true
cpu,AMD, A6-7400K,389.88,26,2,3.5,3.9,65,Radeon R5 (on die),false
cpu,Intel, Core i3-8100,541.19,9,4,3.6,,65,Intel UHD Graphics 630,false
cpu,Intel, Core i7-7740X,2186.3,31,4,4.3,4.5,112,,true
cpu,Intel, Celeron G530,181.38,50,2,2.4,,65,Intel HD Graphics,false
cpu,Intel, Core 2 Quad Q9550,717.15,50,4,2.83,,95,,false
cpu,Intel, Pentium G3250,264.31,8,2,3.2,,53,Intel HD Graphics,false
cpu,Intel, Core 2 Duo E7300,165.48,49,2,2.66,,65,,false
cpu,AMD, A10-6700,338.06,46,4,3.7,,65,Radeon HD 8670D,false
cpu,Intel, Pentium E2160,212.32,18,2,1.8,,65,,false
cpu,Intel, Pentium Gold G5400T,346.42,7,2,3.1,,35,Intel UHD Graphics 610,true
cpu,Intel, Xeon E3-1245 V6,2406.89,15,4,3.7,4.1,73,Intel HD Graphics P630,true
cpu,Intel, Pentium G630,162.44,50,2,2.7,,65,Intel HD Graphics,false
cpu,Intel, Core i3-4340,259.98,8,2,3.6,,54,Intel HD Graphics 4600,true
cpu,Intel, Xeon E3-1270 V6,3143.03,31,4,3.8,4.2,72,,true
cpu,Intel, Core i3-9300,1144.48,57,4,3.7,4.3,62,Intel UHD Graphics 630,false
cpu,AMD, Athlon II X4 630,227.92,2,4,2.8,,95,,false
cpu,Intel, Xeon E-2286G,3370.68,8,6,4.0,4.9,95,Intel HD Graphics P630,true
cpu,Intel, Core i5-6600T,801.52,38,4,2.7,3.5,35,Intel HD Graphics 530,false
cpu,Intel, Core i5-8600,1169.69,20,6,3.1,4.3,65,Intel UHD Graphics 630,false
cpu,Intel, Core i5-3330S,649.69,56,4,2.7,3.2,65,Intel HD Graphics 2500,false
cpu,AMD, Athlon II X4 640,324.07,44,4,3.0,,95,,false
cpu,Intel, Core i7-5775C,4201.49,40,4,3.3,3.7,65,Iris Pro Graphics 6200,true
cpu,Intel, Core i5-3450S,411.64,32,4,2.8,,65,Intel HD Graphics 2500,false
cpu,Intel, Core i5-3340,1204.66,12,4,3.1,3.3,77,Intel HD Graphics 2500,false
cpu,Intel, Core i7-6800K,1426.03,31,6,3.4,3.6,140,,true
cpu,Intel, Xeon E3-1241 V3,1291.23,47,4,3.5,3.9,80,,true
cpu,Intel, Xeon E5-2650L,563.03,52,8,1.8,2.3,70,,true
cpu,AMD, A12-9800E,598.04,30,4,3.1,3.8,35,Radeon R7 (on-die),false
cpu,Intel, Core i3-3245,259.98,15,2,3.4,,55,Intel HD Graphics 4000,true
cpu,Intel, Core i9-9940X,4328.45,42,14,3.3,4.4,165,,true
cpu,Intel, Core i7-875K,779.94,43,4,2.93,,95,,true
cpu,Intel, Xeon E5-2609 V4,1271.17,28,8,1.7,,85,,false
cpu,Intel, Pentium E5300,257.77,32,2,2.6,,65,,false
cpu,Intel, Pentium E2140,346.42,26,2,1.6,,65,,false
cpu,AMD, Athlon II X4 620,257.77,15,4,2.6,,95,,false
cpu,Intel, Xeon E3-1225 V5,1148.24,43,4,3.3,3.7,80,Intel HD Graphics P530,false
cpu,Intel, Core i5-7640X,976.66,38,4,4.0,4.2,112,,false
cpu,Intel, Xeon E3-1240 V2,1494.88,47,4,3.4,,69,,true
cpu,Intel, Core i5-4440S,510.43,45,4,2.8,3.3,65,Intel HD Graphics 4600,false
cpu,Intel, Xeon E3-1275,1633.5,7,4,3.4,,95,Intel HD Graphics,true
cpu,Intel, Core i7-940,649.69,56,4,2.93,,130,,true
cpu,Intel, Xeon E3-1245 V2,1592.38,30,4,3.4,,77,Intel HD Graphics P4000,true
cpu,Intel, Core i7-870,845.02,1,4,2.93,,95,,true
cpu,Intel, Pentium G4500,350.06,17,2,3.5,,51,Intel HD Graphics 530,false
cpu,Intel, Pentium E5800,251.31,14,2,3.2,,65,,false
cpu,Intel, Xeon E3-1220 V5,524.51,9,4,3.0,3.5,80,,false
cpu,Intel, Celeron G3900,231.82,14,2,2.8,,51,Intel HD Graphics 510,false
cpu,Intel, Core 2 Quad Q6600,411.51,17,4,2.4,,100,,false
cpu,Intel, Xeon E5-2603 V3,584.96,56,6,1.6,,85,,false
cpu,Intel, Core i3-10305,736.57,57,4,3.8,4.5,65,Intel UHD Graphics 630,true
cpu,Intel, Core i3-2120T,259.98,47,2,2.6,,35,Intel HD Graphics 2000,true
cpu,Intel, Core i3-2105,259.98,47,2,3.1,,65,Intel HD Graphics 3000,true
cpu,Intel, Xeon E5-2630L V3,1776.53,41,8,1.8,2.9,55,,true
cpu,Intel, Core 2 Duo E6750,389.75,23,2,2.66,,65,,false
cpu,Intel, Pentium G645,303.31,55,2,2.9,,65,Intel HD Graphics 2500,false
cpu,Intel, Xeon E3-1265L V3,1728.65,51,4,2.5,3.7,45,Intel HD Graphics,true
cpu,Intel, Core i7-860,823.05,40,4,2.8,,95,,true
cpu,Intel, Xeon E-2176G,3657.14,2,6,3.7,4.7,80,Intel HD Graphics P630,true
cpu,Intel, Xeon E-2236,1914.8,46,6,3.4,4.8,80,,true
cpu,AMD, Phenom II X4 975,728.03,4,4,3.6,,125,,false
cpu,Intel, Xeon E5-2620 V3,411.94,22,6,2.4,3.2,85,,true
cpu,AMD, A6-7470K,385.64,49,2,3.7,4.0,65,Radeon R5 (on die),false
cpu,Intel, Xeon E5-2643 V4,2075.51,5,6,3.4,3.7,135,,true
cpu,Intel, Core i3-3220T,346.64,44,2,2.8,,35,Intel HD Graphics 2500,true
cpu,AMD, Opteron 6328,2166.46,46,8,3.2,3.8,115,,false
cpu,Intel, Xeon E5-2470V2,996.37,59,10,2.4,3.2,95,,true
cpu,Intel, Core i3-560,259.98,18,2,3.333,,73,Intel HD Graphics,true
cpu,Intel, Pentium G2140,194.98,9,2,3.3,,55,Intel HD Graphics,false
cpu,AMD, A10-6700,488.59,18,4,3.7,,65,Radeon HD 8670D,false
cpu,AMD, A10-5800K,338.06,49,4,3.8,,100,Radeon HD 7660D,false
cpu,Intel, Core i7-6900K,1278.49,44,8,3.2,3.7,140,,true
cpu,Intel, Core 2 Quad Q8400,675.82,57,4,2.66,,95,,false
cpu,Intel, Core i3-6100T,649.69,57,2,3.2,,35,Intel HD Graphics 530,true
cpu,Intel, Xeon E5-2695 V3,2161.95,42,14,2.3,3.3,120,,true
cpu,AMD, Athlon II X4 635,251.4,4,4,2.9,,95,,false
cpu,Intel, Xeon E5-2603,428.75,32,4,1.8,,80,,false
cpu,Intel, Pentium G6950,238.36,21,2,2.8,,73,Intel HD Graphics,false
cpu,Intel, Core i5-750,1746.2,42,4,2.66,,95,,false
cpu,AMD, Phenom II X4 830,238.53,18,4,2.8,,95,,false
cpu,Intel, Xeon E5-2623 V3,996.37,16,4,3.0,3.5,105,,true
cpu,Intel, Xeon E-2136,3449.07,46,6,3.3,4.5,80,,true
cpu,AMD, A4-3400,581.01,41,2,2.7,,65,Radeon HD 6410D,false
cpu,AMD, A4-3300,389.75,22,2,2.5,,65,Radeon HD 6410D,false
cpu,Intel, Xeon E5-1620 V4,591.97,56,4,3.5,3.8,140,,true
cpu,Intel, Xeon E3-1285 V6,4311.08,56,4,4.1,4.5,79,Intel HD Graphics 630,true
cpu,Intel, Xeon E-2146G,3574.72,52,6,3.5,4.5,80,Intel HD Graphics P630,true
cpu,Intel, Xeon E3-1225 V2,1072.42,21,4,3.2,,77,Intel HD Graphics P4000,false
cpu,Intel, Xeon E5-2603 V4,1949.63,57,6,1.7,,85,,false
cpu,Intel, Xeon E-2274G,4610.31,12,4,4.0,4.9,83,Intel HD Graphics P630,true
cpu,Intel, Xeon E3-1275 V2,1620.54,35,4,3.5,,77,Intel HD Graphics P4000,true
cpu,Intel, Xeon E3-1280 V6,2435.15,24,4,3.9,4.2,72,,true
cpu,Intel, Core i3-2125,658.62,14,2,3.3,,65,Intel HD Graphics 3000,true
cpu,AMD, A4-6300B,235.89,44,2,3.7,3.9,65,Radeon HD 8370D,false
cpu,Intel, Xeon E5-2643 V3,1020.16,32,6,3.4,3.7,135,,true
cpu,AMD, Opteron 6344,1516.51,49,12,2.6,3.2,115,,false
cpu,Intel, Xeon E5-2683 V3,3884.53,18,14,2.0,3.0,120,,true
cpu,Intel, Xeon E3-1220 V6,1689.65,3,4,3.0,3.5,72,,false
cpu,Intel, Xeon E3-1225 V6,1539.47,48,4,3.3,3.7,73,Intel HD Graphics P630,false
cpu,Intel, Xeon E-2174G,2839.28,28,4,3.8,4.7,71,Intel HD Graphics P630,true
cpu,Intel, Core 2 Duo E4400,467.96,42,2,2.0,,65,,false
cpu,Intel, Core 2 Duo E6550,389.75,44,2,2.33,,65,,false
cpu,Intel, Core 2 Duo E6700,324.76,52,2,2.66,,65,,false
cpu,Intel, Pentium G640T,367.79,5,2,2.4,,35,Intel HD Graphics,false
cpu,Intel, Xeon E3-1235,948.93,1,4,3.2,,95,Intel HD Graphics,true
cpu,Intel, Xeon E3-1245,1061.58,30,4,3.3,,95,Intel HD Graphics,true
cpu,Intel, Xeon E-2104G,2552.14,48,4,3.2,,65,Intel HD Graphics P630,false
cpu,Intel, Pentium G4620,971.11,45,2,3.7,,51,Intel HD Graphics 630,true
cpu,Intel, Core i5-660,649.69,9,2,3.33,,73,Intel HD Graphics,true
cpu,Intel, Core 2 Duo E8400,728.55,35,2,3.0,,65,,false
cpu,Intel, Core i5-661,346.64,15,2,3.33,,87,Intel HD Graphics,true
cpu,Intel, Celeron G540,303.22,2,2,2.5,,65,Intel HD Graphics,false
cpu,Intel, Celeron G3920,2145.22,39,2,2.6,,35,Intel HD Graphics 510,false
cpu,Intel, Xeon E-2124G,1212.72,10,4,3.4,4.5,71,Intel HD Graphics P630,false
cpu,Intel, Celeron G3930,276.97,4,2,2.9,,51,Intel HD Graphics 610,false
cpu,Intel, Core i3-7300T,556.62,31,2,3.5,,35,Intel HD Graphics 630,true
cpu,Intel, Xeon E-2126G,3882.37,44,6,3.3,4.5,80,Intel HD Graphics P630,false
cpu,Intel, Xeon E5-2665,649.69,59,8,2.4,3.1,115,,true
cpu,Intel, Core 2 Duo E4300,303.31,11,2,1.8,,65,,false
cpu,Intel, Xeon E3-1220,498.3,47,4,3.1,,80,,false
cpu,AMD, FX-4350,491.84,42,4,4.2,,125,,false
cpu,Intel, Pentium G3470,252.66,56,2,3.6,,53,Intel HD Graphics,false
cpu,Intel, Pentium G3470,663.38,45,2,3.6,,53,Intel HD Graphics,false
cpu,Intel, Pentium G2120,225.32,45,2,3.1,,55,Intel HD Graphics,false
cpu,Intel, Pentium G4600,736.39,42,2,3.6,,51,Intel HD Graphics 630,true
cpu,Intel, Core i5-7500T,866.38,17,4,2.7,3.3,35,Intel HD Graphics 630,false
cpu,Intel, Xeon E3-1240 V6,1862.97,11,4,3.7,4.1,72,,true
cpu,Intel, Celeron E3300,280.74,46,2,2.5,,65,,false
cpu,Intel, Xeon E5-2620,333.64,3,6,2.0,,95,,true
cpu,AMD, Pro A10-7850B,641.37,55,4,3.7,4.0,95,Radeon R7 (on-die),false
cpu,Intel, Xeon E3-1220 V5,1538.09,40,4,3.0,3.5,80,,false
cpu,Intel, Celeron 430,259.76,9,1,1.8,,35,,false
cpu,Intel, Celeron 430,259.76,21,1,1.8,,35,,false
cpu,Intel, Core 2 Duo E7600,428.75,3,2,3.06,,65,,false
cpu,Intel, Core 2 Duo E8300,433.08,48,2,2.83,,65,,false
cpu,Intel, Core i5-2380P,303.31,35,4,3.1,,95,,false
cpu,Intel, Xeon E5-2609,411.94,21,4,2.4,,80,,false
cpu,Intel, Xeon E5-2643 V2,1750.36,1,6,3.5,3.8,130,,true
cpu,Intel, Xeon E3-1230 V2,1083.03,33,4,3.3,,69,,true
cpu,Intel, Xeon E3-1245 V5,1728.87,46,4,3.5,3.9,80,Intel HD Graphics P530,true
cpu,AMD, Opteron 6320,1070.08,38,8,2.8,3.3,115,,false
cpu,Intel, Xeon E5-2620,606.36,21,6,2.0,,95,,true
cpu,Intel, Xeon E3-1245 V6,1949.63,24,4,3.7,4.1,73,Intel HD Graphics P630,true
cpu,Intel, Core 2 Duo E6420,303.09,13,2,2.13,,65,,false
cpu,Intel, Core i5-670,519.92,2,2,3.46,,73,Intel HD Graphics,true
cpu,Intel, Core i7-860S,433.3,48,4,2.53,,82,,true
cpu,Intel, Pentium G630T,324.98,46,2,2.3,,35,Intel HD Graphics,false
cpu,Intel, Pentium G870,333.64,15,2,3.1,,65,Intel HD Graphics,false
cpu,Intel, Pentium G3460,285.54,21,2,3.5,,53,Intel HD Graphics,false
cpu,Intel, Xeon E5-2640 V3,823.05,23,8,2.6,3.4,90,,true
cpu,AMD, Opteron 6320,1070.08,24,8,2.8,3.3,115,,false
cpu,AMD, Opteron 6328,2166.46,59,8,3.2,3.8,115,,false
cpu,Intel, Xeon E-2144G,3756.71,46,4,3.6,4.5,71,Intel HD Graphics P630,true
cpu,Intel, Core 2 Duo E4600,428.75,39,2,2.4,,65,,false
cpu,Intel, Pentium E6500,392.83,42,2,2.93,,65,,false
cpu,Intel, Core 2 Duo E6850,389.75,33,2,3.0,,65,,false
cpu,Intel, Core 2 Duo E7200,350.89,32,2,2.53,,65,,false
cpu,Intel, Core i5-750S,541.62,10,4,2.4,,82,,false
cpu,Intel, Xeon E3-1220 V6,1728.65,47,4,3.0,3.5,72,,false
cpu,Intel, Xeon E3-1225 V6,1601.09,45,4,3.3,3.7,73,Intel HD Graphics P630,false
cpu,Intel, Xeon E3-1230 V6,1949.63,14,4,3.5,3.9,72,,true
cpu,Intel, Xeon E-2134,3020.1,55,4,3.5,4.5,71,,true
cpu,Intel, Xeon E5-2637 V3,2095.53,40,4,3.5,3.7,135,,true
cpu,Intel, Core i5-7600T,996.37,27,4,2.8,3.7,35,Intel HD Graphics 630,false
cpu,Intel, Pentium E5300,344.04,54,2,2.6,,65,,false
cpu,Intel, Pentium E5300,344.04,9,2,2.6,,65,,false
cpu,Intel, Core 2 Duo E6320,389.75,16,2,1.86,,65,,false
cpu,Intel, Core 2 Duo E6400,389.75,7,2,2.13,,65,,false
cpu,Intel, Pentium G3430,223.15,40,2,3.3,,54,Intel HD Graphics,false
cpu,Intel, Pentium G3460,328.87,26,2,3.5,,53,Intel HD Graphics,false
cpu,Intel, Xeon E5-2630 V3,1988.85,13,8,2.4,3.2,85,,true
cpu,Intel, Xeon E-2146G,4281.0,22,6,3.5,4.5,80,Intel HD Graphics P630,true
cpu,Intel, Xeon E3-1275 V6,1566.6,27,4,3.8,4.2,73,Intel HD Graphics P630,true
cpu,Intel, Core i3-7300T,556.62,2,2,3.5,,35,Intel HD Graphics 630,true
