item_type,brand,name,price,speed,modules,price_per_gb,color,first_word_latency,cas_latency
ram,G.Skill, Trident Z 16 GB,6853.38,"4,4000","2,8",98.854,Silver / Red,9.0,18.0
ram,Kingston, Fury Renegade RGB 128 GB,1970.95,"4,3600","4,32",3.554,Black / Silver,10.0,18.0
ram,Kingston, Fury Renegade RGB 32 GB,704.89,"5,6400","1,32",5.084,Silver / Black,10.0,32.0
ram,Kingston, ValueRAM 16 GB,563.25,"4,2133","2,8",8.124,Black / Green,14.065,15.0
ram,Corsair, Vengeance RGB Pro 32 GB,1600.91,"4,3000","2,16",11.546,Black,10.0,15.0
ram,G.Skill, Trident Z5 RGB 32 GB,1689.87,"5,5600","2,16",12.188,White / Black,12.857,36.0
ram,Crucial, CT2K8G4DFS8213 16 GB,433.26,"4,2133","2,8",6.249,Black / Green,14.065,15.0
ram,G.Skill, Ripjaws 32 GB,4074.67,"4,2666","4,8",29.387,Green,14.254,19.0
ram,G.Skill, Trident Z RGB 32 GB,1083.21,"4,3600","2,16",7.812,Black,7.778,14.0
ram,Samsung, M393A1G40EB1-CRC 8 GB,99.44,"4,2400","1,8",2.869,Green / Black,14.167,17.0
ram,Mushkin, Redline ST 64 GB,866.56,"5,6400","2,32",3.125,Black,10.0,32.0
ram,Mushkin, Silverline 32 GB,259.94,"4,3200","2,16",1.875,Silver,13.75,22.0
ram,TEAMGROUP, T-Force Vulcan 64 GB,714.9,"5,5200","2,32",2.578,Black,15.385,40.0
ram,Kingston, FURY Beast RGB 16 GB,303.22,"5,5600","1,16",4.374,Black,14.286,40.0
ram,G.Skill, Zeta R5 Neo 128 GB,4332.96,"5,6400","4,32",7.812,Black,10.0,32.0
ram,Corsair, Vengeance Pro 16 GB,456.52,"3,1600","2,8",6.585,Black / Silver,11.25,9.0
ram,Crucial, CT8G4DFS8213 8 GB,90.99,"4,2133","1,8",2.625,Black / Green,14.065,15.0
ram,Samsung, M391A2K43BB1-CPB 16 GB,209.59,"4,2133","1,16",3.023,Black / Green,14.065,15.0
ram,TEAMGROUP, T-Force Delta RGB 32 GB,498.25,"5,5600","2,16",3.593,Black,12.143,34.0
ram,G.Skill, Ripjaws V 32 GB,758.23,"4,3600","4,8",5.468,Black,10.0,18.0
ram,Thermaltake, TOUGHRAM XG RGB 32 GB,1299.86,"4,3600","2,16",9.375,Black / Silver,10.0,18.0
ram,Kingston, Fury Beast RGB Special Edition 8 GB,147.24,"4,3600","1,8",4.247,White,9.444,17.0
ram,Micron, MT16JTF1G64AZ-1G6E1 8 GB,69.28,"3,1600","1,8",1.999,Green,13.75,11.0
ram,Kingston, FURY Beast RGB 32 GB,509.69,"5,5200","1,32",3.676,Black,15.385,40.0
ram,G.Skill, Ripjaws V 256 GB,2236.65,"4,2666","8,32",2.016,Red,14.254,19.0
ram,Kingston, Fury Renegade RGB 32 GB,1039.88,"5,7600","2,16",7.5,Silver / White,10.0,38.0
ram,Mushkin, Redline 96 GB,1126.54,"5,5600","2,48",2.708,Black,16.429,46.0
ram,G.Skill, Ripjaws V 64 GB,1772.07,"4,3600","2,32",6.39,Black,8.889,16.0
ram,G.Skill, Trident Z RGB 32 GB,926.96,"4,3600","2,16",6.685,Black,9.444,17.0
ram,Kingston, KSM48R40BS8KMM-16HMR 32 GB,342.26,"5,4800","1,32",2.468,Green,16.667,40.0
ram,Kingston, FURY Renegade Pro 16 GB,515.11,"5,6400","1,16",7.43,Black / Gray,10.0,32.0
ram,Corsair, Vengeance RGB RT 64 GB,817.16,"4,3200","4,16",2.947,Black,10.0,16.0
ram,Corsair, Vengeance RGB RT 32 GB,549.16,"4,3600","4,8",3.961,Black,10.0,18.0
ram,Patriot, Viper 3 8 GB,60.62,"3,1600","1,8",1.749,Black / Silver,12.5,10.0
ram,Kingston, FURY Beast 32 GB,541.58,"5,6000","1,32",3.906,Black / Silver,13.333,40.0
ram,Kingston, FURY Renegade 32 GB,1241.06,"5,7600","2,16",8.951,Silver / Black,10.0,38.0
ram,Silicon, Power SP004GBLTU160N02 4 GB,49.01,"3,1600","1,4",2.828,Black / Green,13.75,11.0
ram,Kingston, FURY Beast 8 GB,273.5,"4,3200","2,4",7.89,Black / Silver,10.0,16.0
ram,Kingston, FURY 32 GB,549.25,"5,5600","1,32",3.961,White,14.286,40.0
ram,Timetec, 75TT21NU 8 GB,142.95,"4,2133","2,4",4.124,Black,14.065,15.0
ram,VisionTek, OCPC PISTA RGB 32 GB,1386.52,"5,5200","2,16",10.0,Gray,13.846,36.0
ram,G.Skill, Ripjaws 32 GB,446.26,"5,4800","2,16",3.218,Black / Silver,14.167,34.0
ram,TEAMGROUP, Elite 16 GB,134.28,"4,2666","1,16",1.937,Black,14.254,19.0
ram,Crucial, CT2K16G52C42S5 32 GB,450.59,"5,5200","2,16",3.25,Black,16.154,42.0
ram,Mushkin, Redline 16 GB,368.26,"4,3600","2,8",5.312,White,7.778,14.0
ram,G.Skill, Flare X 32 GB,830.55,"4,3200","4,8",5.99,Black,8.75,14.0
ram,Kingston, FURY Renegade 48 GB,866.56,"5,6400","2,24",4.166,Silver / Black,10.0,32.0
ram,Crucial, CT2K16G4DFRA266 32 GB,303.22,"4,2666","2,16",2.187,Green,14.254,19.0
ram,G.Skill, Zeta R5 Neo 192 GB,6932.76,"5,6400","4,48",8.333,Black,10.0,32.0
ram,Lexar, Ares OC 32 GB,528.67,"5,5200","2,16",3.813,Black,14.615,38.0
ram,PNY, XLR8 Gaming EPIC-X RGB 16 GB,303.27,"4,4000","2,8",4.374,Black,9.0,18.0
ram,G.Skill, Trident Z RGB 16 GB,992.26,"4,4400","2,8",14.312,Black,8.182,18.0
ram,Kingston, Fury Renegade RGB 32 GB,402.93,"4,3600","1,32",2.906,Black,10.0,18.0
ram,Corsair, Vengeance RGB Pro 128 GB,1364.85,"4,3000","4,32",2.461,Black,10.667,16.0
ram,Corsair, Vengeance 16 GB,671.62,"3,1600","4,4",9.688,Black / Blue,11.25,9.0
ram,TEAMGROUP, Elite 4 GB,73.31,"3,1600","1,4",4.23,Black,13.75,11.0
ram,Crucial, CT8G4DFD824A 8 GB,95.33,"4,2400","1,8",2.75,Green,14.167,17.0
ram,Crucial, CT2K102464BD186D 16 GB,346.55,"3,1866","2,8",4.999,Green / Black,13.934,13.0
ram,TEAMGROUP, T-Force Vulcan 32 GB,506.22,"5,6000","1,32",3.651,Red,12.667,38.0
ram,Corsair, Dominator Platinum RGB 32 GB,541.58,"4,3466","2,16",3.906,Black,9.233,16.0
ram,G.Skill, Ares 16 GB,236.32,"3,2400","2,8",3.409,Black / Blue,9.167,11.0
ram,G.Skill, Trident Z5 RGB 32 GB,493.92,"5,5600","2,16",3.562,Silver / Black,12.857,36.0
ram,Corsair, Dominator Platinum RGB 32 GB,693.24,"5,5600","2,16",5.0,Gray / Black,12.857,36.0
ram,Corsair, Dominator Platinum RGB 32 GB,563.25,"4,3600","2,16",4.062,Black,10.0,18.0
ram,G.Skill, Trident Z5 RGB 32 GB,575.55,"5,6000","2,16",4.151,Silver / Black,13.333,40.0
ram,G.Skill, Aegis 64 GB,732.28,"4,2400","4,16",2.641,Black / Red,12.5,15.0
ram,Corsair, Vengeance LPX 32 GB,3726.34,"4,4133","2,16",26.875,Black / Yellow,9.194,19.0
ram,Corsair, Vengeance RGB RT 32 GB,433.26,"4,3200","2,16",3.125,White / Black,10.0,16.0
ram,Kingston, FURY Beast 32 GB,446.21,"4,2666","4,8",3.218,Black,12.003,16.0
ram,Kingston, FURY Renegade 32 GB,561.08,"5,6000","1,32",4.047,Silver / White,10.667,32.0
ram,G.Skill, Trident Z Royal Elite 64 GB,1201.45,"4,4266","2,32",4.332,Gold,8.908,19.0
ram,Corsair, Vengeance RGB Pro 16 GB,303.22,"4,3200","2,8",4.374,Black,10.0,16.0
ram,ADATA, XPG GAMMIX D10 16 GB,341.61,"4,3600","2,8",4.928,Black,10.0,18.0
ram,G.Skill, Sniper 16 GB,862.27,"3,1866","2,8",12.438,Black / Red,9.646,9.0
ram,Patriot, Viper Elite II 4 GB,77.08,"4,2666","1,4",4.447,Red / Black,12.003,16.0
ram,Mushkin, 996573 4 GB,72.79,"3,1066","2,2",4.2,Green,13.133,7.0
ram,G.Skill, Flare X 16 GB,195.37,"4,2400","2,8",2.818,Black,12.5,15.0
ram,G.Skill, Ripjaws V 256 GB,2482.46,"4,2666","8,32",2.238,Black,13.503,18.0
ram,Corsair, Vengeance Performance 32 GB,290.27,"4,2666","2,16",2.093,Black / Yellow,13.503,18.0
ram,Mushkin, Redline Lumina White 32 GB,563.25,"5,6000","2,16",4.062,White,10.0,30.0
ram,TEAMGROUP, T-Create Classic 32 GB,398.59,"5,5600","1,32",2.875,Black,16.429,46.0
ram,Corsair, Vengeance LPX 32 GB,693.24,"4,4000","4,8",5.0,Black / Yellow,9.5,19.0
ram,G.Skill, Trident Z5 RGB 64 GB,931.55,"5,6000","2,32",3.359,White / Black,10.0,30.0
ram,Corsair, Vengeance RGB RT 32 GB,433.26,"4,3600","2,16",3.125,Black,10.0,18.0
ram,Corsair, Vengeance RGB Pro SL 64 GB,807.02,"4,3200","4,16",2.91,White,10.0,16.0
ram,Corsair, Vengeance LPX 64 GB,671.57,"4,3000","4,16",2.422,Black,10.667,16.0
ram,Corsair, Vengeance RGB Pro SL 64 GB,823.23,"4,3200","4,16",2.969,Black,10.0,16.0
ram,G.Skill, Trident Z RGB 64 GB,1139.8,"4,3600","4,16",4.11,Black,9.444,17.0
ram,Corsair, Vengeance RGB 32 GB,554.58,"5,6000","2,16",4.0,Black / Silver,12.0,36.0
ram,G.Skill, Ripjaws V 16 GB,961.93,"4,3000","2,8",13.875,Black / Red,10.0,15.0
ram,G.Skill, Ripjaws 32 GB,389.93,"5,4800","2,16",2.812,Black / Silver,16.667,40.0
ram,Crucial, CT16G4DFRA266 16 GB,155.94,"4,2666","1,16",2.249,Green,14.254,19.0
ram,G.Skill, Ripjaws S5 32 GB,463.59,"5,6000","2,16",3.343,Black,10.667,32.0
ram,Corsair, Vengeance RGB Pro SL 128 GB,1364.85,"4,3200","4,32",2.461,Black,10.0,16.0
ram,Thermaltake, TOUGHRAM XG RGB 16 GB,543.27,"4,4400","2,8",7.836,White / Silver,8.636,19.0
ram,Timetec, 75TT36NU2R8-16GK2 32 GB,459.25,"4,3600","2,16",3.312,Blue,10.0,18.0
ram,Kingston, FURY Renegade 16 GB,532.53,"5,7200","1,16",7.681,White / Silver,10.556,38.0
ram,G.Skill, NS 2 GB,46.06,"3,1333","1,2",5.315,Green,13.503,9.0
ram,Kingston, KVR1333D3S8N9/2G 2 GB,75.35,"3,1333","1,2",8.695,Green,13.503,9.0
ram,G.Skill, Ripjaws V 8 GB,99.62,"4,2400","1,8",2.874,Red,14.167,17.0
ram,Kingston, FURY Impact 16 GB,181.94,"4,3200","2,8",2.624,Black,12.5,20.0
ram,Crucial, CT2K32G52C42S5 64 GB,953.22,"5,5200","2,32",3.437,Black,16.154,42.0
ram,Crucial, CT48G56C46S5 48 GB,692.63,"5,5600","1,48",3.33,Black,16.429,46.0
ram,G.Skill, Trident Z RGB 32 GB,5727.32,"4,3200","4,8",41.306,Black,8.75,14.0
ram,G.Skill, Ripjaws S5 64 GB,857.89,"5,5600","2,32",3.094,White,10.714,30.0
ram,Kingston, FURY Renegade 64 GB,1039.88,"5,6000","2,32",3.75,Silver / Black,10.667,32.0
ram,G.Skill, Sniper Gaming 16 GB,234.24,"3,1866","2,8",3.379,Black / Red,10.718,10.0
ram,G.Skill, Ripjaws V 16 GB,198.62,"4,2400","2,8",2.865,Blue,12.5,15.0
ram,G.Skill, Trident Z RGB 16 GB,238.27,"4,2666","2,8",3.437,Black,13.503,18.0
ram,ADATA, XPG CASTER RGB 16 GB,1263.68,"5,6400","1,16",18.227,Black / Silver,12.5,40.0
ram,G.Skill, Value 4 GB,54.34,"3,1333","1,4",3.135,Green,13.503,9.0
ram,Corsair, Vengeance RGB Pro 16 GB,281.56,"4,3200","2,8",4.061,Black,10.0,16.0
ram,G.Skill, Trident Z Royal 64 GB,978.91,"4,4000","2,32",3.53,Gold,9.0,18.0
ram,Patriot, Viper 4 Blackout 16 GB,646.44,"4,4400","2,8",9.324,Black,8.182,18.0
ram,Corsair, Vengeance LPX 32 GB,346.55,"4,2666","2,16",2.499,Red,12.003,16.0
ram,Corsair, Vengeance LPX 16 GB,498.25,"4,3200","2,8",7.187,Black,10.0,16.0
ram,Corsair, Vengeance LPX 256 GB,2708.08,"4,2666","8,32",2.441,Black / Yellow,12.003,16.0
ram,Corsair, Dominator Platinum RGB 32 GB,628.24,"4,4000","2,16",4.531,Black,9.5,19.0
ram,Corsair, Vengeance LPX 16 GB,368.26,"4,4000","2,8",5.312,Black,9.0,18.0
ram,G.Skill, Ripjaws 4 8 GB,137.44,"4,2400","2,4",3.965,Red,12.5,15.0
ram,Corsair, Vengeance LPX 8 GB,108.28,"4,2666","1,8",3.124,Red,12.003,16.0
ram,Corsair, Vengeance RGB 32 GB,1285.6,"4,3466","4,8",9.272,Black,9.233,16.0
ram,Timetec, PINNACLE Konduit RGB 16 GB,193.04,"4,3200","1,16",2.784,White,10.0,16.0
ram,G.Skill, Aegis 8 GB,97.32,"4,2400","1,8",2.808,Black / Red,12.5,15.0
ram,Kingston, KCP421ND8/16 16 GB,144.72,"4,2133","1,16",2.087,Green / Black,14.065,15.0
ram,Corsair, Dominator Platinum RGB 32 GB,693.24,"4,3200","4,8",5.0,White,10.0,16.0
ram,G.Skill, Trident Z Royal Elite 16 GB,476.59,"4,3600","2,8",6.874,Silver,8.889,16.0
ram,Thermaltake, TOUGHRAM XG RGB 64 GB,2339.78,"4,3600","2,32",8.437,Black / Silver,10.0,18.0
ram,G.Skill, Ripjaws 16 GB,151.61,"4,2400","2,8",2.187,Black,13.333,16.0
ram,Crucial, CT8G4SFS824A 8 GB,86.57,"4,2400","1,8",2.498,Green / Black,14.167,17.0
ram,Corsair, Vengeance RGB RT 64 GB,866.56,"4,3600","4,16",3.125,Black,10.0,18.0
ram,G.Skill, Trident Z RGB 16 GB,346.55,"4,3600","2,8",4.999,Black,9.444,17.0
ram,TEAMGROUP, T-Force Vulcan Z 16 GB,216.61,"4,4000","2,8",3.124,Red,9.0,18.0
ram,G.Skill, Trident Z Royal 128 GB,1473.18,"4,3600","4,32",2.656,Gold,10.0,18.0
ram,G.Skill, Trident Z RGB 16 GB,736.57,"4,4600","2,8",10.624,Black,7.826,18.0
ram,G.Skill, Trident Z Royal 16 GB,389.93,"4,3600","2,8",5.624,Silver,8.889,16.0
ram,TEAMGROUP, T-Create Classic 64 GB,519.92,"4,3200","2,32",1.875,Silver,13.75,22.0
ram,Kingston, FURY Beast 8 GB,135.58,"4,3733","1,8",3.911,Black,10.179,19.0
ram,G.Skill, Ripjaws V 128 GB,1986.55,"4,3200","4,32",3.582,Red,8.75,14.0
ram,Mushkin, Enhanced Essentials 64 GB,485.47,"4,2933","2,32",1.751,Black,14.32,21.0
ram,Mushkin, Redline Lumina White 32 GB,511.21,"5,6800","2,16",3.687,White,10.0,34.0
ram,G.Skill, Trident Z RGB 32 GB,1642.21,"4,3600","4,8",11.844,Black,9.444,17.0
ram,G.Skill, Trident Z5 32 GB,591.76,"5,6000","2,16",4.268,Black,13.333,40.0
ram,TEAMGROUP, Elite 8 GB,93.29,"3,1600","1,8",2.691,Black,13.75,11.0
ram,Crucial, CT2KIT204864BF160B 32 GB,1419.53,"3,1600","2,16",10.238,Black / Green,13.75,11.0
ram,Gigabyte, DESIGNARE 64 GB,961.49,"4,3200","2,32",3.467,White / Black,10.0,16.0
ram,ADATA, AD5U480016G-DT 32 GB,589.29,"5,4800","2,16",4.25,Black,16.667,40.0
ram,OLOy, Blade RGB 32 GB,671.57,"5,7600","2,16",4.843,Black,9.474,36.0
ram,Corsair, XMS2 2 GB,324.76,"2,800","2,1",37.475,Black / Purple,10.0,4.0
ram,G.Skill, Value 8 GB,75.74,"3,1600","1,8",2.185,Black,13.75,11.0
ram,Mushkin, Essentials 8 GB,66.94,"3,1600","1,8",1.931,Black / Green,13.75,11.0
ram,Corsair, Vengeance LPX 32 GB,1084.55,"4,2666","2,16",7.822,White,12.003,16.0
ram,TEAMGROUP, T-Force Xtreem ARGB 32 GB,461.9,"4,3200","2,16",3.331,White,10.0,16.0
ram,Patriot, Signature Line 4 GB,77.08,"4,2666","1,4",4.447,,14.254,19.0
ram,Kingston, FURY Beast RGB 32 GB,393.22,"4,3200","1,32",2.836,Black / Silver,10.0,16.0
ram,Crucial, CT32G48C40S5 32 GB,378.05,"5,4800","1,32",2.727,Black,16.667,40.0
ram,Corsair, Dominator Platinum RGB 64 GB,1148.2,"4,3600","4,16",4.14,Black,8.889,16.0
ram,Crucial, CT2K8G4SFS832A 16 GB,247.8,"4,3200","2,8",3.574,Green / Black,13.75,22.0
ram,TEAMGROUP, T-Force Vulcan 32 GB,411.59,"5,5600","2,16",2.968,Red,12.857,36.0
ram,TEAMGROUP, Elite Plus 16 GB,199.27,"5,4800","1,16",2.874,Black,16.667,40.0
ram,Kingston, FURY Renegade Pro 32 GB,649.91,"5,5600","1,32",4.687,Black,10.0,28.0
ram,Kingston, KVR16R11D4/8I 8 GB,51.78,"3,1600","1,8",1.494,Green,13.75,11.0
ram,G.Skill, Trident Z Royal 32 GB,555.58,"4,3200","2,16",4.007,Gold,10.0,16.0
ram,Kingston, Fury Renegade RGB 32 GB,433.26,"4,3200","2,16",3.125,Black,10.0,16.0
ram,Lexar, Ares RGB 16 GB,339.4,"4,4000","2,8",4.896,White,9.0,18.0
ram,Kingston, FURY Beast RGB 32 GB,512.07,"5,5600","1,32",3.693,Black,12.857,36.0
ram,TEAMGROUP, T-Force Vulcan alpha 32 GB,411.59,"5,6000","2,16",2.968,Red,12.667,38.0
ram,Patriot, Viper Venom RGB 64 GB,814.56,"5,5600","2,32",2.937,Black / White,14.286,40.0
ram,Kingston, FURY Beast 16 GB,194.98,"4,2666","1,16",2.812,Black,12.003,16.0
ram,VisionTek, Adrenaline 4 GB,476.15,"2,800","1,4",27.473,Green,15.0,6.0
ram,Corsair, ValueSelect 32 GB,346.55,"4,2666","1,32",2.499,Black,13.503,18.0
ram,Kingston, HyperX 8 GB,336.15,"3,1600","2,4",9.697,Blue / Silver,11.25,9.0
ram,Kingston, KVR13N9K2/16 16 GB,515.5,"3,1333","2,8",7.436,Green,13.503,9.0
ram,G.Skill, Ripjaws 32 GB,345.6,"4,2133","4,8",2.493,Red,14.065,15.0
ram,G.Skill, Ripjaws V 8 GB,151.61,"4,3200","2,4",4.374,Red,10.0,16.0
ram,Thermaltake, TOUGHRAM RGB 16 GB,563.25,"4,3200","2,8",8.124,White / Silver,10.0,16.0
ram,Kingston, Fury Renegade RGB 64 GB,1299.25,"4,3600","4,16",4.685,Black / Silver,8.889,16.0
ram,Corsair, Dominator Platinum RGB 32 GB,758.23,"5,6200","2,16",5.468,Black,11.613,36.0
ram,Kingston, FURY Renegade Pro 256 GB,6268.68,"5,6000","8,32",5.651,Black,10.667,32.0
ram,Kingston, ValueRAM 2 GB,53.73,"2,667","1,2",6.2,Green,14.993,5.0
ram,Corsair, Vengeance 12 GB,324.89,"3,1600","3,4",6.248,Black / Silver,11.25,9.0
ram,Corsair, Vengeance LP 16 GB,346.55,"3,1600","2,8",4.999,Black / Yellow,11.25,9.0
ram,Kingston, HyperX Fury 4 GB,172.41,"3,1866","1,4",9.947,Blue / Silver,10.718,10.0
ram,TEAMGROUP, T-Force Vulcan Z 8 GB,116.34,"4,3600","1,8",3.356,Red / Black,10.0,18.0
ram,Corsair, Dominator Platinum RGB 16 GB,311.98,"4,3200","2,8",4.5,Black,10.0,16.0
ram,Kingston, ValueRAM 32 GB,482.78,"5,5600","1,32",3.482,Green / Black,16.429,46.0
ram,Crucial, CT2K32G56C46S5 64 GB,909.89,"5,5600","2,32",3.281,Black,16.429,46.0
ram,Kingston, FURY Impact 32 GB,329.22,"4,3200","2,16",2.374,Black,12.5,20.0
ram,Mushkin, Redline 32 GB,546.87,"4,3200","2,16",3.944,White,8.75,14.0
ram,Crucial, CT32G56C46S5 32 GB,437.59,"5,5600","1,32",3.156,Black,16.429,46.0
ram,Crucial, CT16G56C46S5 16 GB,237.19,"5,5600","1,16",3.421,Black,16.429,46.0
ram,Mushkin, Redline Lumina 32 GB,671.57,"4,4133","2,16",4.843,White,9.194,19.0
ram,Corsair, Dominator Platinum RGB 32 GB,714.9,"5,5600","2,16",5.156,Black / Silver,12.857,36.0
ram,G.Skill, Trident Z Neo 64 GB,2344.33,"4,3600","4,16",8.454,Silver / Black,8.889,16.0
ram,TEAMGROUP, T-Force Delta RGB 64 GB,584.91,"4,3200","2,32",2.109,Black,10.0,16.0
ram,Patriot, Viper Venom RGB 32 GB,532.92,"5,7000","2,16",3.843,Black / White,11.429,40.0
ram,Lexar, Ares RGB 16 GB,341.87,"4,3866","2,8",4.931,White,9.312,18.0
ram,Patriot, Viper Venom RGB 32 GB,489.59,"5,6400","2,16",3.531,Black / White,12.5,40.0
ram,G.Skill, NS 16 GB,171.02,"4,2400","2,8",2.467,Black,12.5,15.0
ram,Corsair, Vengeance RGB Pro 32 GB,3570.22,"4,4266","4,8",25.749,Black,8.908,19.0
ram,Patriot, Viper Xtreme 5 RGB 48 GB,1031.21,"5,7600","2,24",4.958,Black,9.474,36.0
ram,Kingston, FURY Renegade Pro 16 GB,346.6,"5,4800","1,16",4.999,Black,15.0,36.0
ram,G.Skill, Ripjaws V 64 GB,4026.09,"4,3600","4,16",14.518,Black,7.778,14.0
ram,Corsair, Dominator Platinum RGB 64 GB,974.88,"5,5600","2,32",3.515,Black,14.286,40.0
ram,Corsair, Vengeance RGB Pro 32 GB,2444.94,"4,3200","4,8",17.633,Black,8.75,14.0
ram,Silicon, Power SP008GBLFU213B02 8 GB,82.37,"4,2133","1,8",2.376,,14.065,15.0
ram,Kingston, FURY Renegade 16 GB,748.31,"5,8000","1,16",10.794,Silver / Black,9.5,38.0
ram,Kingston, HyperX 16 GB,1213.02,"3,1600","4,4",17.497,Blue / Silver,11.25,9.0
ram,Corsair, XMS3 16 GB,346.55,"3,1600","2,8",4.999,Black / Silver,11.25,9.0
ram,Samsung, M393B2G70BH0-YH9 16 GB,123.92,"3,1333","1,16",1.788,Black / Green,13.503,9.0
ram,Kingston, FURY Beast RGB 16 GB,336.41,"5,5600","1,16",4.853,Black,14.286,40.0
ram,PNY, XLR8 Gaming EPIC-X RGB 16 GB,619.58,"4,3600","2,8",8.937,White,10.0,18.0
ram,Patriot, Viper Venom RGB 32 GB,584.91,"5,7200","2,16",4.218,Black / White,11.111,40.0
ram,Mushkin, Enhanced Essentials 16 GB,216.3,"4,3200","2,8",3.12,Black,13.75,22.0
ram,Patriot, Extreme Performance 4 GB,186.75,"2,800","2,2",10.775,Black / Green,12.5,5.0
ram,Kingston, KVR16E11S8/4 4 GB,120.24,"3,1600","1,4",6.938,Green,13.75,11.0
ram,VisionTek, 901513 32 GB,1689.83,"5,4800","1,32",12.187,,16.667,40.0
ram,Crucial, CT2KIT102464BF160B 16 GB,121.32,"3,1600","2,8",1.75,Green,13.75,11.0
ram,Mushkin, Redline Lumina 64 GB,742.81,"4,3600","2,32",2.679,White,8.889,16.0
ram,G.Skill, Trident Z5 RGB 32 GB,489.59,"5,6000","2,16",3.531,White / Black,10.667,32.0
ram,Silicon, Power XPOWER Zenith RGB Gaming 64 GB,801.56,"5,6000","2,32",2.89,Black,10.0,30.0
ram,Corsair, Vengeance RGB Pro SL 16 GB,281.56,"4,3600","2,8",4.061,Black,10.0,18.0
ram,Kingston, FURY Impact 16 GB,311.89,"5,6000","1,16",4.499,Black,12.667,38.0
ram,Kingston, KVR21R15D4/16 16 GB,125.66,"4,2133","1,16",1.812,Black / Green,14.065,15.0
ram,G.Skill, Trident Z5 32 GB,489.59,"5,6000","2,16",3.531,Silver / Black,12.0,36.0
ram,Mushkin, Redline Lumina 16 GB,370.47,"4,3600","2,8",5.344,Black,7.778,14.0
ram,Mushkin, Enhanced Redline Stiletto 64 GB,545.91,"4,3200","2,32",1.969,Black,10.0,16.0
ram,G.Skill, F4-3200C16D-32GTZ 32 GB,293.34,"4,3200","2,16",2.116,Gray / Red,10.0,16.0
ram,G.Skill, Trident Z RGB 16 GB,433.26,"4,4000","2,8",6.249,Black,8.0,16.0
ram,TEAMGROUP, Elite 64 GB,697.57,"5,4800","2,32",2.515,Black,16.667,40.0
ram,Thermaltake, TOUGHRAM 16 GB,615.24,"4,3600","2,8",8.874,White / Silver,10.0,18.0
ram,G.Skill, Trident Z RGB 32 GB,4718.98,"4,4000","4,8",34.034,Black,7.5,15.0
ram,Corsair, Vengeance RGB RT 16 GB,277.31,"4,3200","2,8",4.0,Black,10.0,16.0
ram,Kingston, FURY Renegade 16 GB,259.76,"4,3200","1,16",3.747,Black,10.0,16.0
ram,Corsair, XMS3 16 GB,411.59,"3,1333","4,4",5.937,Black / Silver,13.503,9.0
ram,G.Skill, Sniper 32 GB,480.4,"3,2133","4,8",3.465,Black / Red,9.376,10.0
ram,Corsair, Vengeance LPX 16 GB,259.68,"4,2400","2,8",3.746,Red,11.667,14.0
ram,Corsair, Vengeance LPX 64 GB,2156.27,"4,3333","4,16",7.776,Black / Yellow,9.601,16.0
ram,Kingston, FURY Beast 4 GB,145.98,"4,3200","1,4",8.422,Black,10.0,16.0
ram,Corsair, XMS2 4 GB,454.96,"2,800","2,2",26.25,Black / White,12.5,5.0
ram,Crucial, CT102464BA160B 8 GB,86.18,"3,1600","1,8",2.486,Green,13.75,11.0
ram,G.Skill, Ripjaws 16 GB,270.73,"4,2666","4,4",3.905,Red,11.253,15.0
ram,Kingston, ValueRAM 16 GB,251.23,"4,2400","1,16",3.624,Black / Green,14.167,17.0
ram,Kingston, ValueRAM 32 GB,337.84,"4,3200","1,32",2.437,,13.75,22.0
ram,Kingston, Fury Renegade RGB 16 GB,417.92,"5,6400","1,16",6.028,Silver / Black,10.0,32.0
ram,G.Skill, Zeta R5 128 GB,5679.44,"5,6000","8,16",10.24,Black / White,10.0,30.0
ram,Kingston, FURY Renegade 16 GB,595.53,"5,7600","1,16",8.59,Silver / Black,10.0,38.0
ram,Mushkin, Redline 32 GB,238.27,"4,2666","2,16",1.718,,12.003,16.0
ram,TEAMGROUP, T-Create Expert 32 GB,1087.67,"4,3600","2,16",7.844,Gray,7.778,14.0
ram,G.Skill, Ripjaws 4 GB,89.09,"4,2666","1,4",5.14,Black / Blue,13.503,18.0
ram,Kingston, KCP424SS6/4 4 GB,43.07,"4,2400","1,4",2.485,Green / Black,14.167,17.0
ram,Kingston, FURY Impact 16 GB,272.89,"5,5600","1,16",3.936,Black,14.286,40.0
ram,G.Skill, Trident Z 32 GB,485.25,"5,6000","2,16",3.5,White / Black,12.0,36.0
ram,G.Skill, Ares 16 GB,155.94,"3,1600","2,8",2.249,Blue,12.5,10.0
ram,G.Skill, Trident Z Royal 32 GB,568.71,"4,3600","2,16",4.102,Silver,10.0,18.0
ram,Mushkin, Enhanced Redline Stiletto 64 GB,584.91,"4,3600","2,32",2.109,Black / Silver,10.0,18.0
ram,Kingston, FURY Renegade 32 GB,606.53,"5,6400","1,32",4.374,Silver / White,10.0,32.0
ram,Mushkin, Essentials 16 GB,110.23,"3,1600","2,8",1.59,Black / Green,13.75,11.0
ram,G.Skill, Ripjaws V 16 GB,628.24,"4,4400","2,8",9.062,Black,7.273,16.0
ram,Kingston, Server Premier 16 GB,275.36,"4,3200","1,16",3.972,,13.75,22.0
ram,TEAMGROUP, T-Create Classic 16 GB,203.61,"5,5600","1,16",2.937,Black,16.429,46.0
