item_type,brand,name,price,speed,modules,price_per_gb,color,first_word_latency,cas_latency
ram,Corsair, Vengeance LPX 16 GB,173.23,"4,3200","2,8",2.499,Red,10.0,16.0
ram,G.Skill, Trident Z5 Neo RGB 32 GB,511.25,"5,6000","2,16",3.687,Black,10.667,32.0
ram,Corsair, Vengeance RGB 32 GB,649.91,"5,6600","2,16",4.687,Black,9.697,32.0
ram,PNY, XLR8 Gaming EPIC-X RGB 16 GB,203.61,"4,3600","2,8",2.937,Black,10.0,18.0
ram,ADATA, XPG GAMMIX D10 8 GB,147.5,"4,3200","1,8",4.255,Black,10.0,16.0
ram,Samsung, M393A2G40EB1-CRC 16 GB,90.69,"4,2400","1,16",1.308,Black / Green,14.167,17.0
ram,TEAMGROUP, T-Force Delta RGB 32 GB,454.92,"5,5200","2,16",3.281,Black,15.385,40.0
ram,Corsair, Vengeance LPX 32 GB,346.55,"4,3000","2,16",2.499,Black,10.667,16.0
ram,Klevv, CRAS X RGB 16 GB,212.27,"4,3600","2,8",3.062,Black,10.0,18.0
ram,Kingston, FURY Renegade 48 GB,804.72,"5,6000","1,48",3.869,Silver / Black,10.667,32.0
ram,G.Skill, Trident Z RGB 96 GB,1473.18,"5,6400","2,48",3.542,Silver / Black,10.0,32.0
ram,Corsair, Vengeance RGB 32 GB,563.25,"5,5600","2,16",4.062,Black,12.857,36.0
ram,Kingston, FURY Renegade 32 GB,563.25,"5,6000","2,16",4.062,White / Silver,10.667,32.0
ram,V-Color, TRA564G60D436O 512 GB,14558.84,"5,6000","8,64",6.562,Black,12.0,36.0
ram,G.Skill, Flare X5 64 GB,823.23,"5,5600","2,32",2.969,Black / White,12.857,36.0
ram,Silicon, Power XPOWER Turbine RGB 32 GB,298.93,"4,3200","2,16",2.156,Silver / Black,10.0,16.0
ram,Crucial, CT2K16G4DFRA32A 32 GB,301.97,"4,3200","2,16",2.178,Green / Black,13.75,22.0
ram,Corsair, Dominator Titanium 32 GB,727.9,"5,6000","2,16",5.25,Black,10.0,30.0
ram,G.Skill, F5-5600J2834F32GX2-TZ5RK 64 GB,909.89,"5,5600","2,32",3.281,Black,10.0,28.0
ram,Kingston, FURY Beast RGB 32 GB,481.31,"4,3600","2,16",3.471,Black,10.0,18.0
ram,G.Skill, Trident Z5 RGB 64 GB,888.22,"5,6000","2,32",3.203,White / Black,12.0,36.0
ram,TEAMGROUP, T-Create Expert 64 GB,844.89,"5,6400","2,32",3.047,White,10.625,34.0
ram,Corsair, Vengeance RGB 96 GB,1646.5,"5,6000","4,24",3.958,Black,10.0,30.0
ram,Corsair, Dominator Titanium 48 GB,1039.88,"5,7000","2,24",5.0,White,10.286,36.0
ram,G.Skill, Ripjaws V 64 GB,554.58,"4,3200","2,32",2.0,Black,10.0,16.0
ram,TEAMGROUP, T-Force Delta RGB 32 GB,541.58,"5,7000","2,16",3.906,Black / Silver,9.714,34.0
ram,Corsair, Vengeance RGB Pro 16 GB,216.61,"4,3600","1,16",3.124,Black,10.0,18.0
ram,Patriot, Viper Steel 16 GB,142.95,"4,3200","1,16",2.062,Silver / Black,10.0,16.0
ram,Corsair, Vengeance LPX 8 GB,108.28,"4,2666","1,8",3.124,Black / Yellow,12.003,16.0
ram,Patriot, Viper Venom 64 GB,714.9,"5,5600","2,32",2.578,Black / White,12.857,36.0
ram,Corsair, Vengeance RGB Pro 32 GB,541.58,"4,3600","4,8",3.906,Black,10.0,18.0
ram,Corsair, ValueSelect 16 GB,173.28,"4,2133","1,16",2.499,Black,14.065,15.0
ram,Mushkin, Redline 32 GB,1135.2,"4,3600","2,16",8.187,White,8.889,16.0
ram,Acer, Predator Vesta II RGB 32 GB,1217.53,"5,6000","2,16",8.781,Black,10.0,30.0
ram,G.Skill, Aegis 32 GB,316.22,"4,3200","4,8",2.281,Red / Black,10.0,16.0
ram,Kingston, KSM48R40BD4TMM-64HMR 64 GB,1071.07,"5,4800","1,64",3.862,Green,16.667,40.0
ram,Corsair, Dominator Platinum RGB 64 GB,974.88,"4,3600","2,32",3.515,Black,10.0,18.0
ram,Corsair, Vengeance 32 GB,541.58,"5,6200","2,16",3.906,Black / Silver,10.323,32.0
ram,G.Skill, Trident Z5 32 GB,511.25,"5,6400","2,16",3.687,Black,10.0,32.0
ram,Kingston, FURY Beast 8 GB,173.28,"5,5600","1,8",4.999,Black,14.286,40.0
ram,ADATA, XPG GAMMIX D20 16 GB,299.32,"4,3200","2,8",4.317,Black / Silver,10.0,16.0
ram,Silicon, Power SP064GBLVU560FD2AD 64 GB,649.91,"5,5600","2,32",2.344,Black,16.429,46.0
ram,Corsair, Vengeance LPX 16 GB,164.61,"4,2666","1,16",2.374,Black / Yellow,12.003,16.0
ram,TEAMGROUP, Elite 16 GB,155.94,"4,2666","2,8",2.249,Black,14.254,19.0
ram,ADATA, XPG LANCER RGB 64 GB,1702.91,"5,6400","2,32",6.141,White,10.0,32.0
ram,G.Skill, Trident Z5 32 GB,489.59,"5,6000","2,16",3.531,Black,12.0,36.0
ram,Crucial, CT4G4DFS8213 4 GB,52.0,"4,2133","1,4",3.0,Black / Green,14.065,15.0
ram,Corsair, Vengeance RGB 48 GB,693.28,"5,6000","2,24",3.333,Black / Silver,12.0,36.0
ram,Patriot, Signature Line 16 GB,264.27,"5,4800","2,8",3.812,Black,16.667,40.0
ram,Corsair, Dominator Platinum RGB 64 GB,953.22,"5,5200","2,32",3.437,Black,15.385,40.0
ram,Corsair, Vengeance RGB Pro 256 GB,4463.9,"4,3200","8,32",4.024,White,10.0,16.0
ram,Kingston, FURY Beast RGB 16 GB,303.27,"5,6000","1,16",4.374,Black,12.0,36.0
ram,Patriot, Viper Elite II 16 GB,151.61,"4,3200","1,16",2.187,Red / Black,11.25,18.0
ram,G.Skill, Trident Z RGB 16 GB,277.27,"4,4000","2,8",3.999,Black,9.0,18.0
ram,Corsair, Dominator Platinum RGB 32 GB,823.23,"5,7200","2,16",5.937,Black,9.444,34.0
ram,G.Skill, Trident Z5 RGB 64 GB,931.55,"5,6000","2,32",3.359,Black,10.0,30.0
ram,G.Skill, Trident Z5 Neo RGB 32 GB,511.25,"5,6000","2,16",3.687,Black,12.0,36.0
ram,V-Color, XSky RGB 32 GB,476.59,"5,6000","2,16",3.437,Black,12.0,36.0
ram,Kingston, Server Premier 32 GB,389.97,"4,2666","1,32",2.812,,14.254,19.0
ram,G.Skill, Ripjaws S5 32 GB,446.26,"5,5200","2,16",3.218,Black,13.846,36.0
ram,Patriot, Viper Xtreme 5 48 GB,1061.54,"5,8200","2,24",5.104,Black,9.268,38.0
ram,Corsair, Vengeance 32 GB,467.92,"5,5600","2,16",3.375,White / Gray,14.286,40.0
ram,Kingston, FURY Beast RGB 32 GB,567.36,"5,5200","2,16",4.092,Black,15.385,40.0
ram,G.Skill, Trident Z RGB 16 GB,272.94,"4,3600","2,8",3.937,Black,8.889,16.0
ram,G.Skill, Flare X5 64 GB,779.9,"5,5200","2,32",2.812,Black / White,13.846,36.0
ram,Corsair, Vengeance 64 GB,1126.54,"5,6200","4,16",4.062,Black / Gray,10.323,32.0
ram,Kingston, FURY Beast RGB 16 GB,297.68,"4,3600","2,8",4.294,Black,9.444,17.0
ram,G.Skill, Trident Z RGB 64 GB,1034.55,"4,4400","2,32",3.731,,8.636,19.0
ram,Crucial, CT102464BD160B 8 GB,64.95,"3,1600","1,8",1.874,Black / Green,13.75,11.0
ram,Silicon, Power XPOWER Zenith Gaming 64 GB,788.56,"5,6000","2,32",2.844,Black,10.0,30.0
ram,Corsair, Dominator Titanium 48 GB,996.55,"5,6000","2,24",4.791,Black,10.0,30.0
ram,TEAMGROUP, T-Force Vulcan 64 GB,779.9,"5,6000","2,32",2.812,Red,12.667,38.0
ram,Corsair, Dominator Platinum RGB 32 GB,628.24,"5,5200","2,16",4.531,White,15.385,40.0
ram,Kingston, FURY 16 GB,308.9,"5,5200","1,16",4.456,White,15.385,40.0
ram,Corsair, Vengeance RGB RS 32 GB,402.93,"4,3600","2,16",2.906,Black / Gray,10.0,18.0
ram,Corsair, Vengeance RGB 32 GB,541.58,"5,6200","2,16",3.906,Black,11.613,36.0
ram,OLOy, ND4U1632161DJ0DA 32 GB,268.6,"4,3200","2,16",1.937,Black,10.0,16.0
ram,TEAMGROUP, Elite 32 GB,242.6,"4,3200","1,32",1.75,Black,13.75,22.0
ram,TEAMGROUP, T-Force Vulcan Z 16 GB,151.61,"4,3200","2,8",2.187,Red,10.0,16.0
ram,G.Skill, Ripjaws V 32 GB,424.59,"4,3600","4,8",3.062,Black,8.889,16.0
ram,Silicon, Power XPOWER Zenith RGB Gaming 32 GB,428.84,"5,6000","2,16",3.093,White,10.0,30.0
ram,G.Skill, Ripjaws V 64 GB,619.58,"4,3600","4,16",2.234,Black,10.0,18.0
ram,Corsair, Vengeance RGB 32 GB,693.24,"5,7000","2,16",5.0,Black / Silver,11.429,40.0
ram,Patriot, Viper Elite 5 RGB 16 GB,242.6,"5,6000","1,16",3.499,White,14.0,42.0
ram,Corsair, Vengeance RGB Pro SL 32 GB,355.26,"4,3200","2,16",2.562,Black,10.0,16.0
ram,Corsair, Vengeance RGB Pro 16 GB,303.22,"4,3000","2,8",4.374,Black,10.667,16.0
ram,G.Skill, Trident Z Neo 64 GB,823.23,"4,3600","2,32",2.969,Black / Silver,8.889,16.0
ram,TEAMGROUP, T-Force Delta RGB 32 GB,433.26,"5,6200","2,16",3.125,Black,12.258,38.0
ram,Kingston, Server Premier 16 GB,199.27,"4,3200","1,16",2.874,,13.75,22.0
ram,G.Skill, Ripjaws V 16 GB,173.28,"4,3200","2,8",2.499,Red,10.0,16.0
ram,Patriot, Viper 4 Blackout 8 GB,108.28,"4,3200","2,4",3.124,Black,11.875,19.0
ram,Kingston, FURY Beast 32 GB,543.57,"5,6000","2,16",3.92,Black,13.333,40.0
ram,ADATA, XPG LANCER 32 GB,424.63,"5,5200","2,16",3.062,Black,14.615,38.0
ram,Patriot, Viper Elite II 16 GB,142.95,"4,4000","1,16",2.062,Red / Black,10.0,20.0
ram,TEAMGROUP, T-Force Xtreem ARGB 16 GB,285.89,"4,3600","2,8",4.124,White,10.0,18.0
ram,Corsair, Vengeance LPX 8 GB,129.95,"4,2400","2,4",3.749,Black / Yellow,13.333,16.0
ram,G.Skill, Ripjaws V 128 GB,1126.54,"4,3200","4,32",2.031,Black,10.0,16.0
ram,ADATA, Premier 16 GB,225.84,"5,4800","1,16",3.257,Black,16.667,40.0
ram,G.Skill, Trident Z5 RGB 64 GB,909.89,"5,5600","2,32",3.281,White / Black,10.0,28.0
ram,Patriot, Viper Elite 5 RGB 48 GB,570.83,"5,6000","2,24",2.745,White,14.0,42.0
ram,Mushkin, Redline Lumina White 32 GB,541.58,"5,6400","2,16",3.906,White,9.375,30.0
ram,G.Skill, Value 4 GB,55.81,"3,1600","1,4",3.22,Green,13.75,11.0
ram,Corsair, Dominator Platinum RGB 64 GB,1083.21,"5,6000","2,32",3.906,Black,13.333,40.0
ram,Timetec, PINNACLE Konduit 16 GB,147.28,"4,3600","1,16",2.124,White,10.0,18.0
ram,Patriot, Viper Steel 64 GB,576.25,"4,3600","2,32",2.078,Silver / Black,10.0,18.0
ram,TEAMGROUP, T-Force Delta RGB 64 GB,584.91,"4,3200","2,32",2.109,White,10.0,16.0
ram,Lexar, Ares RGB 32 GB,324.89,"4,3600","2,16",2.343,Black,10.0,18.0
ram,G.Skill, Trident Z5 RGB 64 GB,931.55,"5,6000","2,32",3.359,White / Black,10.0,30.0
ram,Patriot, Viper 3 16 GB,127.74,"3,1600","2,8",1.843,Black / Silver,11.25,9.0
ram,G.Skill, Ripjaws V 32 GB,290.22,"4,3200","1,32",2.093,Black,10.0,16.0
ram,G.Skill, Trident Z Neo 32 GB,502.58,"4,3600","4,8",3.625,Silver / Black,10.0,18.0
ram,Corsair, Vengeance 32 GB,619.58,"5,7000","2,16",4.468,Black / Silver,11.429,40.0
ram,G.Skill, Ripjaws V 128 GB,1126.54,"4,3600","4,32",2.031,Black,10.0,18.0
ram,G.Skill, Trident Z Neo 32 GB,368.26,"4,3600","2,16",2.656,Black / Silver,10.0,18.0
ram,Klevv, CRAS X RGB 32 GB,298.89,"4,3200","2,16",2.156,Black,10.0,16.0
ram,Kingston, Fury Beast RGB Special Edition 32 GB,467.92,"4,3600","2,16",3.375,White,10.0,18.0
ram,Corsair, Vengeance RGB Pro SL 32 GB,541.58,"4,4000","2,16",3.906,Black,9.0,18.0
ram,TEAMGROUP, T-Create Expert 32 GB,411.59,"5,6400","2,16",2.968,White,12.5,40.0
ram,TEAMGROUP, T-Force Vulcan 32 GB,398.59,"5,6000","2,16",2.875,Red,12.667,38.0
ram,Corsair, Vengeance RGB 32 GB,889.17,"5,5600","2,16",6.413,White,12.857,36.0
ram,TEAMGROUP, Elite Plus 32 GB,333.55,"5,4800","1,32",2.406,Silver,16.667,40.0
ram,Corsair, Dominator Titanium 64 GB,1473.18,"5,6000","4,16",5.312,Black,12.0,36.0
ram,ADATA, XPG SPECTRIX D50 16 GB,251.79,"4,3600","2,8",3.632,Black,10.0,18.0
ram,Corsair, Vengeance LPX 8 GB,151.57,"4,3200","1,8",4.372,Black / Yellow,10.0,16.0
ram,Corsair, Vengeance RGB 48 GB,836.23,"5,6000","2,24",4.021,Black / Silver,10.0,30.0
ram,Silicon, Power XPOWER Zenith Gaming 64 GB,788.56,"5,6000","2,32",2.844,White,10.0,30.0
ram,G.Skill, Ripjaws V 32 GB,324.89,"4,3600","2,16",2.343,White / Black,10.0,18.0
ram,Patriot, Signature Premium 16 GB,151.61,"4,2666","2,8",2.187,Black,14.254,19.0
ram,Lexar, Ares RGB 32 GB,563.25,"5,7200","2,16",4.062,Black / Silver,9.444,34.0
ram,Corsair, Dominator Platinum RGB 32 GB,693.24,"5,6000","2,16",5.0,Black,12.0,36.0
ram,TEAMGROUP, Elite 32 GB,246.94,"4,2666","2,16",1.781,Black,14.254,19.0
ram,TEAMGROUP, Elite 16 GB,129.95,"4,2666","1,16",1.874,Black,14.254,19.0
ram,TEAMGROUP, T-Force Vulcan Z 8 GB,113.13,"4,3200","1,8",3.264,Black,10.0,16.0
ram,Corsair, Dominator Titanium First Edition 48 GB,1256.53,"5,7200","2,24",6.041,White,10.0,36.0
ram,Corsair, Vengeance LPX 8 GB,108.28,"4,3600","1,8",3.124,Black,10.0,18.0
ram,Corsair, Vengeance 48 GB,649.91,"5,5200","2,24",3.125,Black,14.615,38.0
ram,G.Skill, Trident Z Royal 128 GB,3808.71,"4,3600","4,32",6.867,Gold,8.889,16.0
ram,Timetec, FBA_75TT160UL1R8-4G 16 GB,86.57,"3,1600","2,8",1.249,Black,13.75,11.0
ram,Kingston, FURY Beast 64 GB,836.23,"5,5200","2,32",3.015,Black,15.385,40.0
ram,Corsair, Vengeance RGB 64 GB,801.56,"5,5200","2,32",2.89,Gray,15.385,40.0
ram,G.Skill, TridentZ RGB 16 GB,818.94,"4,4000","2,8",11.812,Black,8.5,17.0
ram,Corsair, Dominator Platinum RGB 64 GB,1234.86,"5,6400","2,32",4.453,Black,10.0,32.0
ram,Corsair, Dominator Titanium First Edition 64 GB,1408.18,"5,6000","2,32",5.078,Gray,10.0,30.0
ram,Corsair, Vengeance RGB 96 GB,1572.84,"5,6400","2,48",3.781,Black / Silver,10.0,32.0
ram,G.Skill, Trident Z5 RGB 32 GB,714.9,"5,7600","2,16",5.156,Silver / Black,9.474,36.0
ram,Patriot, Viper Elite II 8 GB,77.91,"4,3200","1,8",2.248,Red / Black,11.25,18.0
ram,Corsair, Vengeance LPX 16 GB,216.56,"4,3200","1,16",3.124,Black / Yellow,10.0,16.0
ram,G.Skill, Ripjaws V 64 GB,16320.5,"4,2800","4,16",58.852,Black,10.0,14.0
ram,Corsair, Dominator Platinum RGB 16 GB,383.43,"4,3600","2,8",5.531,Black,10.0,18.0
ram,TEAMGROUP, T-Create Classic 64 GB,714.9,"5,5600","2,32",2.578,Black,16.429,46.0
ram,Kingston, ValueRAM 1 GB,65.0,"2,667","1,1",15.0,Green,14.993,5.0
ram,G.Skill, Trident Z5 RGB 32 GB,511.25,"5,6000","2,16",3.687,White / Black,12.0,36.0
ram,Patriot, Viper Venom 32 GB,498.25,"5,7400","2,16",3.593,Black / White,9.73,36.0
ram,TEAMGROUP, T-Create Expert 48 GB,823.23,"5,7200","2,24",3.958,White,9.444,34.0
ram,TEAMGROUP, T-Force Vulcan alpha 32 GB,597.17,"5,6000","2,16",4.307,Black / Silver,12.667,38.0
ram,G.Skill, Trident Z5 RGB 32 GB,554.58,"5,6600","2,16",4.0,Black,10.303,34.0
ram,Crucial, CT8G4DFS8266 8 GB,81.85,"4,2666","1,8",2.361,Green / Black,14.254,19.0
ram,Corsair, Vengeance RGB Pro 8 GB,173.23,"4,3200","1,8",4.997,Black,10.0,16.0
ram,Patriot, Viper Elite II 64 GB,498.25,"4,3600","2,32",1.797,Red / Black,11.111,20.0
ram,ADATA, XPG GAMMIX D20 32 GB,518.83,"4,3200","2,16",3.742,Black / Silver,10.0,16.0
ram,Corsair, Vengeance LPX 16 GB,194.94,"4,3600","1,16",2.812,Black,10.0,18.0
ram,Corsair, Dominator Platinum RGB 64 GB,1148.2,"5,6000","2,32",4.14,Black,10.0,30.0
ram,Patriot, Viper Venom RGB 32 GB,498.25,"5,6000","2,16",3.593,Black / White,12.0,36.0
ram,Silicon, Power XPOWER Turbine RGB 16 GB,199.27,"4,3200","2,8",2.874,Silver / Black,10.0,16.0
ram,Patriot, Viper Elite 5 RGB 32 GB,563.25,"5,7000","2,16",4.062,White,10.857,38.0
ram,Kingston, KTH-PL426LQ/64G 64 GB,2738.46,"4,2666","1,64",9.875,Green / Black,14.254,19.0
ram,G.Skill, Ripjaws V 32 GB,294.56,"4,3600","2,16",2.124,Red / Black,10.556,19.0
ram,G.Skill, Trident Z Royal 64 GB,723.57,"4,3600","2,32",2.609,Silver,10.0,18.0
ram,G.Skill, Trident Z5 Neo RGB 96 GB,1299.86,"5,5600","2,48",3.125,Black,14.286,40.0
ram,Corsair, Vengeance RGB 64 GB,953.22,"5,5600","2,32",3.437,Black / Gray,12.857,36.0
ram,G.Skill, TridentZ RGB 256 GB,3906.55,"4,3200","8,32",3.522,Black,8.75,14.0
ram,Corsair, Vengeance LPX 64 GB,714.94,"4,3600","4,16",2.578,Black,10.0,18.0
ram,G.Skill, Ripjaws S5 64 GB,857.89,"5,6000","2,32",3.094,Black,12.0,36.0
ram,OLOy, Blade RGB 32 GB,454.96,"5,6400","2,16",3.281,Black,11.25,36.0
ram,Corsair, Vengeance 32 GB,606.58,"5,6800","2,16",4.375,Black,11.765,40.0
ram,Patriot, Viper 3 8 GB,77.91,"3,1600","2,4",2.248,Black / Silver,11.25,9.0
ram,Mushkin, Enhanced Redline Stiletto 32 GB,359.6,"4,3600","2,16",2.593,Black,8.889,16.0
ram,Klevv, BOLT X 32 GB,272.94,"4,3600","2,16",1.968,Black,10.0,18.0
ram,TEAMGROUP, T-Force Delta RGB 64 GB,584.91,"4,3600","2,32",2.109,Black,10.0,18.0
ram,Corsair, Dominator Titanium First Edition 32 GB,1018.21,"5,7200","2,16",7.343,White,9.444,34.0
ram,G.Skill, Trident Z5 RGB 48 GB,888.22,"5,7200","2,24",4.271,White / Black,10.0,36.0
ram,Corsair, Vengeance 64 GB,974.88,"5,6000","2,32",3.515,Gray,13.333,40.0
ram,Corsair, Vengeance RGB 96 GB,1213.2,"5,5200","2,48",2.917,Black,14.615,38.0
ram,TEAMGROUP, T-Force Vulcan Z 16 GB,221.81,"4,3600","1,16",3.199,Gray / Black,10.0,18.0
ram,G.Skill, Trident Z Neo 64 GB,636.91,"4,3600","2,32",2.297,Silver / Black,10.0,18.0
ram,Mushkin, Redline ST 32 GB,454.92,"5,6000","2,16",3.281,Black,10.0,30.0
ram,Corsair, Dominator Platinum RGB 32 GB,744.24,"5,6400","2,16",5.367,Black,10.0,32.0
ram,Patriot, Viper 4 Blackout 16 GB,194.94,"4,3200","2,8",2.812,Black,10.0,16.0
ram,Kingston, FURY Beast 16 GB,251.27,"5,4800","1,16",3.624,Black / Silver,15.833,38.0
ram,G.Skill, Trident Z5 64 GB,896.89,"5,6000","2,32",3.234,Black,10.667,32.0
ram,TEAMGROUP, T-Force Delta RGB 32 GB,693.24,"5,7600","2,16",5.0,Black / Silver,9.474,36.0
ram,TEAMGROUP, T-Force Delta RGB 48 GB,866.56,"5,7200","2,24",4.166,Black,9.444,34.0
ram,G.Skill, Trident Z5 64 GB,1043.82,"5,6000","2,32",3.764,Black,10.0,30.0
ram,Corsair, Vengeance 64 GB,974.88,"5,6000","2,32",3.515,White / Gray,13.333,40.0
ram,G.Skill, Ripjaws S5 64 GB,866.56,"5,5600","2,32",3.125,Black,12.857,36.0
ram,Corsair, Vengeance RGB 32 GB,649.91,"5,6800","2,16",4.687,Black,11.765,40.0
ram,G.Skill, Ripjaws Z 32 GB,325.19,"3,1600","4,8",2.345,Black / Red,12.5,10.0
ram,Corsair, Vengeance RGB 32 GB,498.25,"5,5600","2,16",3.593,White / Gray,14.286,40.0
ram,TEAMGROUP, T-Force Delta RGB 32 GB,498.25,"5,6800","2,16",3.593,White / Black,10.0,34.0
ram,G.Skill, Trident Z RGB 16 GB,242.6,"4,3000","2,8",3.499,Black,10.667,16.0
ram,Klevv, CRAS X RGB 16 GB,203.61,"4,3200","2,8",2.937,Black,10.0,16.0
ram,Klevv, CRAS X RGB 32 GB,307.56,"4,3600","2,16",2.218,Black,10.0,18.0
ram,Corsair, Vengeance RGB Pro SL 16 GB,225.27,"4,3200","2,8",3.249,Black,10.0,16.0
ram,Corsair, Dominator Platinum RGB 32 GB,736.57,"5,6000","2,16",5.312,White,12.0,36.0
ram,Patriot, Viper Elite II 32 GB,259.94,"4,3200","1,32",1.875,Red / Black,11.25,18.0
ram,Patriot, Viper Steel 8 GB,86.57,"4,3000","1,8",2.498,Silver / Black,10.667,16.0
ram,Crucial, CT2K8G4DFS8266 16 GB,233.94,"4,2666","2,8",3.374,Green,14.254,19.0
ram,Kingston, FURY Beast 16 GB,218.25,"4,2666","2,8",3.148,Black,12.003,16.0
ram,G.Skill, Flare X5 32 GB,441.92,"5,5200","2,16",3.187,Black / White,13.846,36.0
ram,Crucial, CT32G4DFD832A 32 GB,285.89,"4,3200","1,32",2.062,Green / Black,13.75,22.0
ram,G.Skill, Ripjaws S5 96 GB,1689.83,"5,6800","2,48",4.062,Black,10.0,34.0
ram,G.Skill, Trident Z5 RGB 32 GB,1039.88,"5,8000","2,16",7.5,Silver / Black,9.5,38.0
ram,Kingston, FURY Beast RGB 64 GB,953.22,"5,5600","2,32",3.437,Black,14.286,40.0
ram,Crucial, CT8G4DFRA266 8 GB,73.57,"4,2666","1,8",2.123,Green,14.254,19.0
ram,TEAMGROUP, T-Force Zeus 32 GB,242.6,"4,3200","2,16",1.75,Red / Silver,10.0,16.0
ram,Kingston, FURY Renegade 64 GB,1039.88,"5,6000","2,32",3.75,Silver / Black,10.667,32.0
ram,G.Skill, Ripjaws V 8 GB,147.28,"4,3200","2,4",4.249,Black,10.0,16.0
ram,Crucial, CT102472BA186D 8 GB,95.28,"3,1866","1,8",2.749,Green / Black,13.934,13.0
ram,G.Skill, Ripjaws V 64 GB,11271.95,"4,3000","4,16",40.647,Red,9.333,14.0
ram,TEAMGROUP, T-Force Xtreem ARGB 32 GB,736.57,"4,3600","2,16",5.312,White,7.778,14.0
ram,Kingston, FURY Beast 64 GB,693.24,"4,3600","2,32",2.5,Black / Silver,10.0,18.0
ram,G.Skill, Aegis 16 GB,142.95,"4,2133","1,16",2.062,Black / Red,14.065,15.0
ram,Kingston, FURY Renegade 96 GB,1390.81,"5,6000","2,48",3.344,Silver / Black,10.667,32.0
ram,Corsair, Vengeance RGB 32 GB,580.93,"5,6000","2,16",4.19,Black / Gray,12.0,36.0
ram,G.Skill, Trident Z5 RGB 32 GB,554.58,"5,6600","2,16",4.0,White / Black,10.303,34.0
ram,G.Skill, Trident Z RGB 64 GB,2401.18,"4,3600","4,16",8.659,Black,7.778,14.0
ram,Corsair, Dominator Platinum RGB 64 GB,1104.87,"4,3600","4,16",3.984,White,10.0,18.0
ram,Corsair, Vengeance 32 GB,454.92,"5,5600","1,32",3.281,Black / Gray,14.286,40.0
ram,Patriot, Viper Venom 32 GB,446.26,"5,6200","2,16",3.218,Black / White,12.903,40.0
ram,Corsair, Vengeance RGB RS 16 GB,272.94,"4,3600","2,8",3.937,Black / Gray,10.0,18.0
ram,Patriot, Signature Premium 8 GB,82.24,"4,2666","1,8",2.373,Black,14.254,19.0
ram,Kingston, FURY Beast RGB 8 GB,165.04,"4,3200","1,8",4.761,Black / Silver,10.0,16.0
ram,Kingston, Fury Renegade RGB 96 GB,1689.83,"5,6400","2,48",4.062,Silver / Black,10.0,32.0
ram,G.Skill, Ripjaws V 32 GB,606.58,"4,4600","2,16",4.375,Black,8.261,19.0
ram,G.Skill, Trident Z5 RGB 48 GB,801.56,"5,6400","2,24",3.854,Black,10.0,32.0
ram,Kingston, Fury Renegade RGB 64 GB,1083.21,"5,6400","2,32",3.906,Silver / Black,10.0,32.0
ram,Corsair, Vengeance LPX 32 GB,324.89,"4,3000","1,32",2.343,Black / Yellow,10.667,16.0
ram,Patriot, Viper Elite 5 RGB 32 GB,389.93,"5,5600","1,32",2.812,White,13.571,38.0
ram,OCZ, Fatal1ty Edition 4 GB,519.79,"2,800","2,2",29.99,Black,12.5,5.0
ram,Corsair, Vengeance RGB Pro SL 32 GB,402.93,"4,3200","4,8",2.906,White / Black,10.0,16.0
ram,G.Skill, Ripjaws V 128 GB,2257.49,"4,4000","4,32",4.07,Black,9.0,18.0
ram,TEAMGROUP, T-Force Delta RGB 32 GB,909.89,"5,8000","2,16",6.562,White / Silver,9.5,38.0
ram,Corsair, Vengeance 64 GB,1256.53,"5,6400","4,16",4.531,Black / Gray,10.0,32.0
ram,Corsair, Vengeance 32 GB,677.85,"5,7000","2,16",4.889,Gray,9.714,34.0
ram,Patriot, Viper Steel RGB 16 GB,212.27,"4,3600","2,8",3.062,Black,11.111,20.0
ram,GOODRAM, IRDM PRO 8 GB,350.37,"4,3600","1,8",10.107,Black,10.0,18.0
ram,PNY, XLR8 Gaming MAKO 32 GB,866.56,"5,5600","2,16",6.25,Black / Silver,12.857,36.0
ram,Corsair, Vengeance LPX 64 GB,953.22,"4,4000","4,16",3.437,Black,9.0,18.0
ram,Kingston, Fury Renegade RGB 16 GB,316.27,"5,6000","1,16",4.562,Silver / Black,10.667,32.0
ram,Patriot, Viper Xtreme 5 RGB 48 GB,1083.21,"5,8000","2,24",5.208,Black,9.5,38.0
ram,Kingston, FURY Beast 64 GB,944.55,"5,6000","2,32",3.406,Black,13.333,40.0
ram,Corsair, Dominator Platinum RGB 32 GB,714.9,"5,6000","2,16",5.156,Black,10.0,30.0
ram,G.Skill, Flare X5 96 GB,1234.86,"5,5600","2,48",2.969,Black,14.286,40.0
ram,Kingston, FURY Beast RGB 32 GB,610.69,"5,6000","2,16",4.404,Black,13.333,40.0
ram,TEAMGROUP, T-Force Delta RGB 32 GB,693.24,"5,7600","2,16",5.0,White / Silver,9.474,36.0
ram,Corsair, Vengeance LPX 16 GB,346.6,"4,4000","2,8",4.999,Black / Yellow,9.5,19.0
ram,Corsair, Vengeance RGB 64 GB,1083.21,"5,5600","4,16",3.906,Black / Gray,12.857,36.0
ram,Corsair, Vengeance 32 GB,498.25,"5,6200","2,16",3.593,Black,11.613,36.0
ram,PNY, XLR8 Gaming EPIC-X RGB 32 GB,311.89,"4,3200","2,16",2.249,Black,10.0,16.0
ram,Kingston, FURY Beast 8 GB,173.36,"5,4800","1,8",5.001,Black,15.833,38.0
