name,price,capacity,price_per_gb,type,cache,form_factor,interface
Addlink A93 PS5,539.2,2000.0,0.062,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Toshiba X300 Pro,645.57,6000.0,0.025,7200,256.0,3.5,SATA 6.0 Gb/s
Toshiba S300 Pro,606.58,6000.0,0.023,7200,256.0,3.5,SATA 6.0 Gb/s
Seagate SkyHawk AI,793.5,8000.0,0.023,7200,256.0,3.5,SATA 6.0 Gb/s
Addlink S93,1076.49,4000.0,0.062,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Toshiba N300,1544.45,12000.0,0.03,7200,256.0,3.5,SATA 6.0 Gb/s
Addlink S20,162.23,512.0,0.073,SSD,,2.5,SATA 6.0 Gb/s
Seagate IronWolf 525,897.88,1000.0,0.207,SSD,,M.2-2280,M.2 PCIe 4.0 X4
VisionTek mSATA,520.35,480.0,0.25,SSD,,mSATA,mSATA
Seagate Exos X18,1551.08,12000.0,0.03,7200,512.0,3.5,SATA 6.0 Gb/s
Seagate IronWolf Pro,962.4,10000.0,0.022,7200,256.0,3.5,SATA 6.0 Gb/s
Toshiba P300,666.55,6000.0,0.026,5400,128.0,3.5,SATA 6.0 Gb/s
Western Digital AV-GP,212.32,1500.0,0.033,5400,32.0,3.5,SATA 3.0 Gb/s
Western Digital Caviar Black,519.96,1500.0,0.08,7200,64.0,3.5,SATA 3.0 Gb/s
Intel DC S3520,1373.56,150.0,2.113,SSD,,M.2-2280,M.2 SATA
Western Digital VelociRaptor,424.63,600.0,0.163,10000,32.0,2.5,SATA 6.0 Gb/s
Toshiba MK7559GSXP,270.81,750.0,0.083,5400,8.0,2.5,SATA 3.0 Gb/s
Western Digital Red Pro,820.89,4000.0,0.047,7200,64.0,3.5,SATA 6.0 Gb/s
Silicon Power Silm S55,158.98,480.0,0.076,SSD,,2.5,SATA 6.0 Gb/s
Toshiba XG3,649.91,512.0,0.293,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Toshiba MD04ACA400,563.25,4000.0,0.032,7200,64.0,3.5,SATA 6.0 Gb/s
Samsung PM883,411.42,480.0,0.198,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Purple,1316.76,14000.0,0.022,7200,512.0,3.5,SATA 6.0 Gb/s
Western Digital Blue SN550,1083.21,2000.0,0.125,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Kingston Q500,1382.23,1920.0,0.166,SSD,,2.5,SATA 6.0 Gb/s
Seagate FireCuda 510,866.56,500.0,0.4,SSD,,M.2-2280,M.2 PCIe 3.0 X4
TEAMGROUP MP44S,337.89,1000.0,0.078,SSD,,M.2-2230,M.2 PCIe 4.0 X4
Western Digital WDBMYH0010BNC-NRSN,147.28,1000.0,0.034,5400,8.0,2.5,SATA 3.0 Gb/s
Sabrent Rocket Q4,953.22,2000.0,0.11,SSD,,M.2-2230,M.2 PCIe 4.0 X4
Mushkin Gamma,1369.18,4000.0,0.079,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate IronWolf 125,1747.89,2000.0,0.202,SSD,,2.5,SATA 6.0 Gb/s
Mushkin ELEMENT,179.78,512.0,0.081,SSD,,2.5,SATA 6.0 Gb/s
Transcend MTS600,151.61,32.0,1.093,SSD,,M.2-2260,M.2 SATA
Western Digital Red Plus,316.27,2000.0,0.036,5400,128.0,3.5,SATA 6.0 Gb/s
Addlink S95,604.19,2000.0,0.07,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Inland TN325,229.61,512.0,0.103,SSD,,M.2-2242,M.2 PCIe 3.0 X4
FanXiang S900,779.9,1000.0,0.18,SSD,,M.2-2280,M.2 PCIe 5.0 X4
Western Digital Black,1400.69,4000.0,0.081,7200,64.0,3.5,SATA 6.0 Gb/s
Seagate FireCuda,1218.74,2000.0,0.141,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate Exos 7E10 512n,551.81,4000.0,0.032,7200,256.0,3.5,SATA 6.0 Gb/s
TEAMGROUP T-Force Delta Max White RGB Lite,238.27,512.0,0.107,SSD,,2.5,SATA 6.0 Gb/s
Toshiba N300,923.75,6000.0,0.036,7200,,3.5,SATA 6.0 Gb/s
Seagate BarraCuda,125.66,320.0,0.091,7200,16.0,3.5,SATA 6.0 Gb/s
Hitachi Deskstar 7K1000.D,2157.83,500.0,0.996,7200,32.0,3.5,SATA 6.0 Gb/s
Intel 730,1948.72,480.0,0.937,SSD,,2.5,SATA 6.0 Gb/s
Seagate IronWolf,918.6,6000.0,0.035,7200,128.0,3.5,SATA 6.0 Gb/s
Seagate Exos 7E8,551.42,2000.0,0.064,7200,256.0,3.5,SATA 6.0 Gb/s
Western Digital Ultrastar,212.32,240.0,0.204,SSD,,2.5,SATA 6.0 Gb/s
Toshiba N300 Pro,1104.87,12000.0,0.021,7200,512.0,3.5,SATA 6.0 Gb/s
Toshiba X300,1343.19,16000.0,0.019,7200,512.0,3.5,SATA 6.0 Gb/s
Seagate Exos X18,2081.27,14000.0,0.034,7200,256.0,3.5,SATA 6.0 Gb/s
Samsung Spinpoint F1 DT,142.95,160.0,0.206,7200,8.0,3.5,SATA 3.0 Gb/s
OCZ Vertex 4,1776.1,256.0,1.601,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Black,268.65,750.0,0.083,7200,16.0,2.5,SATA 6.0 Gb/s
Seagate 1200 SSD,13269.81,800.0,3.828,SSD,,2.5,SAS 12.0 Gb/s
Corsair Force LE,1039.88,480.0,0.5,SSD,,2.5,SATA 6.0 Gb/s
Seagate FireCuda 510,259.98,250.0,0.24,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Fantom Drives VenomX,649.69,2000.0,0.075,SSD,,M.2-2230,M.2 PCIe 4.0 X4
TEAMGROUP MP44S,649.91,2000.0,0.075,SSD,,M.2-2230,M.2 PCIe 4.0 X4
Micron 2400,736.39,2000.0,0.085,SSD,,M.2-2230,M.2 PCIe 4.0 X4
Fantom Drives VENOM7,563.03,2000.0,0.065,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Sabrent Rocket 4.0,281.56,512.0,0.127,SSD,,M.2-2230,M.2 PCIe 4.0 X4
Addlink X70,560.86,2000.0,0.065,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Samsung PM893,1059.85,1920.0,0.127,SSD,,2.5,SATA 6.0 Gb/s
Intel 520,370.43,60.0,1.425,SSD,,2.5,SATA 6.0 Gb/s
Transcend 250H,344.26,1000.0,0.079,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Toshiba X300,1295.57,8000.0,0.037,7200,128.0,3.5,SATA 6.0 Gb/s
Hitachi 0B36040,476.59,4000.0,0.027,7200,256.0,3.5,SATA 6.0 Gb/s
Transcend MTS400,144.85,32.0,1.045,SSD,,M.2-2242,M.2 SATA
Seagate ST4000NM0034,771.27,4000.0,0.045,7200,128.0,3.5,SAS 12.0 Gb/s
Crucial BX300,186.28,240.0,0.179,SSD,,2.5,SATA 6.0 Gb/s
Samsung Spinpoint MP4,129.95,250.0,0.12,7200,16.0,2.5,SATA 3.0 Gb/s
Intel 540s,558.96,240.0,0.537,SSD,,2.5,SATA 6.0 Gb/s
Seagate ST4000LM016,1559.84,4000.0,0.09,5400,128.0,2.5,SATA 6.0 Gb/s
Transcend TS480GSSD220S,226.27,480.0,0.109,SSD,,2.5,SATA 6.0 Gb/s
ADATA Ultimate SU650,773.74,960.0,0.186,SSD,,2.5,SATA 6.0 Gb/s
Mushkin ELEMENT,310.89,1000.0,0.072,SSD,,2.5,SATA 6.0 Gb/s
Seagate BarraCuda,285.54,320.0,0.206,7200,16.0,3.5,SATA 3.0 Gb/s
Western Digital RE4,129.99,500.0,0.06,7200,64.0,3.5,SATA 3.0 Gb/s
Hitachi Ultrastar 7K4000,2157.83,2000.0,0.249,7200,64.0,3.5,SATA 6.0 Gb/s
Intel DC S3500,1221.91,480.0,0.588,SSD,,2.5,SATA 6.0 Gb/s
Seagate ST2000VN000,948.93,2000.0,0.109,5900,64.0,3.5,SATA 6.0 Gb/s
Seagate Constellation ES,207.98,1000.0,0.048,7200,16.0,3.5,SAS 3.0 Gb/s
Western Digital Purple,667.02,6000.0,0.026,5400,64.0,3.5,SATA 6.0 Gb/s
Dell 342-3520,602.29,1000.0,0.139,7200,,2.5,SAS 3.0 Gb/s
SanDisk Z400s,956.6,256.0,0.862,SSD,,2.5,SATA 6.0 Gb/s
Seagate SkyHawk,905.38,8000.0,0.026,5900,256.0,3.5,SATA 6.0 Gb/s
Intel 660p,376.93,512.0,0.17,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Micron 5200 Ion,4761.97,7680.0,0.143,SSD,,2.5,SATA 6.0 Gb/s
Kingston KC600,246.94,512.0,0.111,SSD,,2.5,SATA 6.0 Gb/s
Kingston DC1000B,449.51,480.0,0.216,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Corsair MP600 CORE MINI,758.23,2000.0,0.087,SSD,,M.2-2230,M.2 PCIe 4.0 X4
Western Digital Purple Pro,1320.48,14000.0,0.022,7200,512.0,3.5,SATA 6.0 Gb/s
Western Digital Purple,865.47,8000.0,0.025,5640,128.0,3.5,SATA 6.0 Gb/s
PNY CS3150,736.57,1000.0,0.17,SSD,,M.2-2280,M.2 PCIe 5.0 X4
Intel DC P4510,593.62,1000.0,0.137,SSD,,2.5,U.2
Toshiba N300,617.63,4000.0,0.036,7200,,3.5,SATA 6.0 Gb/s
Western Digital Purple Surveillance,359.6,3000.0,0.028,5400,256.0,3.5,SATA 6.0 Gb/s
Western Digital WD Green,129.95,240.0,0.125,SSD,,M.2-2280,M.2 SATA
Western Digital Purple,281.64,2000.0,0.033,5400,,3.5,SATA 6.0 Gb/s
Intel X25-M,1516.33,120.0,2.916,SSD,,2.5,SATA 3.0 Gb/s
Seagate Momentus 7200.4,151.66,500.0,0.07,7200,16.0,2.5,SATA 3.0 Gb/s
Intel D3-S4510,1338.38,1920.0,0.161,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Red SA500,303.22,500.0,0.14,SSD,,M.2-2280,M.2 SATA
Corsair MP400,1260.12,2000.0,0.145,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate Exos X18,1722.58,16000.0,0.025,7200,256.0,3.5,SATA 6.0 Gb/s
Timetec 30TTQNS3SATA-2TB,446.26,2000.0,0.051,SSD,,2.5,SATA 6.0 Gb/s
GameStop 23VG-GSPL-GameStop NVMe SSD-Heatsink-1TB,476.59,1000.0,0.11,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Hitachi Travelstar 5K500.B,298.98,250.0,0.276,5400,8.0,2.5,SATA 3.0 Gb/s
Kingston SSDNow V300,433.95,120.0,0.835,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Green,350.97,1000.0,0.081,5400,64.0,3.5,SATA 3.0 Gb/s
Western Digital Blue,649.69,500.0,0.3,7200,8.0,3.5,SATA 3.0 Gb/s
HP Z Turbo Drive G2,2084.17,256.0,1.879,SSD,,PCIe,PCIe x4
Seagate IronWolf Pro NAS,1733.16,14000.0,0.029,7200,256.0,3.5,SATA 6.0 Gb/s
Lenovo OPAL2,324.89,512.0,0.146,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital VelociRaptor,844.94,150.0,1.3,10000,16.0,3.5,SATA 3.0 Gb/s
Western Digital Caviar Green,649.69,1500.0,0.1,5400,32.0,3.5,SATA 3.0 Gb/s
Western Digital AV-GP,125.61,500.0,0.058,5400,8.0,3.5,SATA 3.0 Gb/s
Intel 320,628.24,160.0,0.906,SSD,,2.5,SATA 3.0 Gb/s
Samsung Spinpoint M,151.44,160.0,0.218,5400,8.0,2.5,SATA 1.5 Gb/s
Seagate 600,584.96,240.0,0.562,SSD,,2.5,SATA 6.0 Gb/s
Kingston SSDNow V300,1237.59,480.0,0.595,SSD,,2.5,SATA 6.0 Gb/s
Hitachi 0F18335,693.28,6000.0,0.027,7200,64.0,3.5,SATA 6.0 Gb/s
Western Digital Black,1257.74,6000.0,0.048,7200,128.0,3.5,SATA 6.0 Gb/s
Western Digital Red Pro,2022.6,10000.0,0.047,7200,256.0,3.5,SATA 6.0 Gb/s
Western Digital Red Pro,1102.53,4000.0,0.064,7200,128.0,3.5,SATA 6.0 Gb/s
Seagate Enterprise Capacity,477.84,1000.0,0.11,7200,128.0,3.5,SATA 6.0 Gb/s
Mushkin Source,1266.93,2000.0,0.146,SSD,2048.0,2.5,SATA 6.0 Gb/s
Seagate FireCuda 510,1010.59,500.0,0.466,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Pioneer APS-SE20G-1T,659.31,1000.0,0.152,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Lenovo 4XB0W79580,545.91,256.0,0.492,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Kingston KC600B,312.54,512.0,0.141,SSD,,2.5,SATA 6.0 Gb/s
Samsung PM893,484.78,480.0,0.233,SSD,,2.5,SATA 6.0 Gb/s
Verbatim Vi560,272.11,256.0,0.245,SSD,,M.2-2280,M.2 SATA
Titanium Micro TH4985,515.58,2000.0,0.059,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate Enterprise Capacity,788.17,8000.0,0.023,7200,256.0,3.5,SATA 6.0 Gb/s
Seagate Constellation ES,190.65,2000.0,0.022,7200,64.0,3.5,SAS 6.0 Gb/s
Hitachi Ultrastar SN260,1343.19,1600.0,0.194,SSD,,PCIe,PCIe x8
Western Digital SN530,256.95,512.0,0.116,SSD,,M.2-2230,M.2 PCIe 3.0 X4
Western Digital Purple,428.97,4000.0,0.025,5400,64.0,3.5,SATA 6.0 Gb/s
Transcend TS240GSSD220S,153.65,240.0,0.148,SSD,,2.5,SATA 6.0 Gb/s
Kingston SSDNOW DC500M,645.62,960.0,0.155,SSD,,2.5,SATA 6.0 Gb/s
Toshiba N300,1512.22,16000.0,0.022,7200,512.0,3.5,SATA 6.0 Gb/s
Transcend SSD230S,259.94,512.0,0.117,SSD,,2.5,SATA 6.0 Gb/s
Intel 545s,160.32,128.0,0.289,SSD,,M.2-2280,M.2 SATA
Seagate IronWolf Pro NAS,909.93,6000.0,0.035,7200,256.0,3.5,SATA 6.0 Gb/s
Intel DC S3700,948.93,800.0,0.274,SSD,,2.5,SATA 6.0 Gb/s
Western Digital SE,766.03,4000.0,0.044,7200,64.0,3.5,SATA 6.0 Gb/s
Western Digital RE,282.47,1000.0,0.065,7200,64.0,3.5,SATA 6.0 Gb/s
Seagate ST1000NX0313,285.89,1000.0,0.066,7200,128.0,2.5,SATA 6.0 Gb/s
Toshiba X300,1234.86,14000.0,0.02,7200,512.0,3.5,SATA 6.0 Gb/s
Inland Platinum,173.28,512.0,0.078,SSD,,2.5,SATA 6.0 Gb/s
Mushkin Source HC,1728.87,4000.0,0.1,SSD,,2.5,SATA 6.0 Gb/s
Titanium Micro PD560,173.28,500.0,0.08,SSD,,2.5,SATA 6.0 Gb/s
NEMIX RAM NEMESIS,692.76,2000.0,0.08,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Transcend 830S,121.28,128.0,0.219,SSD,,M.2-2280,M.2 SATA
Seagate Exos X18,1447.01,10000.0,0.033,7200,512.0,3.5,SATA 6.0 Gb/s
Western Digital Scorpio Black,238.32,250.0,0.22,7200,16.0,2.5,SATA 3.0 Gb/s
Western Digital Scorpio Blue,238.32,750.0,0.073,5400,8.0,2.5,SATA 3.0 Gb/s
Western Digital VelociRaptor,649.69,300.0,0.5,10000,16.0,3.5,SATA 3.0 Gb/s
Intel X25-M,671.62,80.0,1.938,SSD,,2.5,SATA 3.0 Gb/s
Hitachi Travelstar 7K500,285.46,320.0,0.206,7200,16.0,2.5,SATA 3.0 Gb/s
Toshiba MK5061GSYN,281.08,500.0,0.13,7200,16.0,2.5,SATA 3.0 Gb/s
Toshiba MK1059GSM,909.93,1000.0,0.21,5400,8.0,2.5,SATA 3.0 Gb/s
Hitachi Deskstar 5K3000,536.12,3000.0,0.041,5400,32.0,3.5,SATA 6.0 Gb/s
Samsung SM843TN,1026.92,480.0,0.494,SSD,,2.5,SATA 6.0 Gb/s
VisionTek DLX4 Pro,281.64,512.0,0.127,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Hitachi HUC101212CSS600,173.32,1200.0,0.033,10000,64.0,2.5,SAS 6.0 Gb/s
Seagate Enterprise Capacity,606.62,8000.0,0.018,7200,256.0,3.5,SAS 6.0 Gb/s
Western Digital Black,213.79,500.0,0.099,7200,64.0,3.5,SATA 6.0 Gb/s
Western Digital Red Pro,866.56,6000.0,0.033,7200,256.0,3.5,SATA 6.0 Gb/s
HP S700 Pro,346.55,1000.0,0.08,SSD,,2.5,SATA 6.0 Gb/s
Hitachi Ultrastar C10K900,238.32,900.0,0.061,10000,64.0,2.5,SAS 6.0 Gb/s
Western Digital Blue,346.55,3000.0,0.027,5400,32.0,3.5,SATA 3.0 Gb/s
Western Digital Purple Pro,1126.54,12000.0,0.022,7200,256.0,3.5,SATA 6.0 Gb/s
Seagate SkyHawk AI,1083.25,12000.0,0.021,7200,256.0,3.5,SATA 6.0 Gb/s
Seagate Exos X18,2082.31,18000.0,0.027,7200,256.0,3.5,SAS 12.0 Gb/s
Intel D3-S4520,801.39,960.0,0.193,SSD,,2.5,SATA 6.0 Gb/s
Seagate EXOS Enterprise,478.15,4000.0,0.028,7200,256.0,3.5,SATA 6.0 Gb/s
Seagate Exos 7E8,515.63,4000.0,0.03,7200,256.0,3.5,SATA 6.0 Gb/s
VisionTek DLX4 Pro,342.31,1000.0,0.079,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Micron 2400,259.94,512.0,0.117,SSD,,M.2-2230,M.2 PCIe 4.0 X4
Oyen Digital Dash Pro w/Heat Sink,1468.89,4000.0,0.085,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Samsung Spinpoint F1 DT,303.22,640.0,0.109,7200,16.0,3.5,SATA 3.0 Gb/s
Samsung Spinpoint M7,281.64,320.0,0.203,5400,8.0,2.5,SATA 3.0 Gb/s
Seagate BarraCuda,186.32,160.0,0.269,7200,8.0,3.5,SATA 3.0 Gb/s
Intel DC S3500,400.24,120.0,0.77,SSD,,2.5,SATA 6.0 Gb/s
Western Digital WDBMMA0020HNC-NRSN,255.65,2000.0,0.03,5400,64.0,3.5,SATA 6.0 Gb/s
Plextor M6M,2286.83,512.0,1.031,SSD,,mSATA,mSATA
Seagate Momentus 7200.4,108.32,160.0,0.156,7200,16.0,2.5,SATA 3.0 Gb/s
Seagate Nytro Enterprise,3141.42,1920.0,0.378,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Purple,1139.75,10000.0,0.026,7200,256.0,3.5,SATA 6.0 Gb/s
Western Digital SN520,822.75,512.0,0.371,SSD,,M.2-2280,M.2 PCIe 3.0 X2
Seagate SkyHawk Surveillance,901.26,8000.0,0.026,7200,256.0,3.5,SATA 6.0 Gb/s
Addlink A95,1470.79,4000.0,0.085,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Caviar Green,197.45,500.0,0.091,5400,16.0,3.5,SATA 3.0 Gb/s
Western Digital Scorpio Black,541.62,80.0,1.562,7200,16.0,2.5,SATA 3.0 Gb/s
Seagate Barracuda ES.2,331.0,750.0,0.102,7200,32.0,3.5,SATA 3.0 Gb/s
Seagate Barracuda XT,777.73,2000.0,0.09,7200,64.0,3.5,SATA 6.0 Gb/s
Toshiba MK2576GSX,160.32,250.0,0.148,5400,8.0,2.5,SATA 3.0 Gb/s
Intel 520,2959.87,480.0,1.423,SSD,,2.5,SATA 6.0 Gb/s
Kingston SSDNow KC300,558.91,60.0,2.15,SSD,,2.5,SATA 6.0 Gb/s
Crucial M550,770.28,128.0,1.389,SSD,,M.2-2280,M.2 SATA
Western Digital Red Pro,919.94,3000.0,0.071,7200,64.0,3.5,SATA 6.0 Gb/s
Transcend TS128GSSD370S,303.22,128.0,0.547,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Blue,801.6,5000.0,0.037,5400,64.0,3.5,SATA 6.0 Gb/s
Seagate Enterprise Performance,498.3,1200.0,0.096,10000,128.0,3.5,SAS 12.0 Gb/s
Seagate SkyHawk Surveillance,563.29,6000.0,0.022,5400,256.0,3.5,SATA 6.0 Gb/s
Seagate Enterprise Capacity,3657.05,8000.0,0.106,7200,256.0,3.5,SATA 6.0 Gb/s
Lexar NS200,428.92,480.0,0.206,SSD,,2.5,SATA 6.0 Gb/s
Intel DC S3110,753.94,128.0,1.359,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Purple,688.95,6000.0,0.026,5640,128.0,3.5,SATA 6.0 Gb/s
Western Digital Purple,1767.86,18000.0,0.023,7200,512.0,3.5,SATA 6.0 Gb/s
Seagate SkyHawk Surveillance +Rescue,485.21,3000.0,0.037,5400,256.0,3.5,SATA 6.0 Gb/s
Seagate Exos 7E8,458.34,1000.0,0.106,7200,256.0,3.5,SATA 6.0 Gb/s
Toshiba MG08ADA400E,736.57,4000.0,0.042,7200,256.0,3.5,SATA 6.0 Gb/s
V7 V7SSD512GBNV3U,229.61,512.0,0.103,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Intel D3-S4620,2707.91,3840.0,0.163,SSD,,2.5,SATA 6.0 Gb/s
OWC Mercury Electra 6G,303.22,500.0,0.14,SSD,,2.5,SATA 6.0 Gb/s
KingSpec XF,173.28,512.0,0.078,SSD,,M.2-2230,M.2 PCIe 4.0 X4
Toshiba N300,1653.78,16000.0,0.024,7200,,3.5,SATA 6.0 Gb/s
Western Digital SN530,138.66,256.0,0.125,SSD,,M.2-2230,M.2 PCIe 3.0 X4
Seagate Exos 7E10 512e/4Kn,683.1,4000.0,0.039,7200,256.0,3.5,SATA 6.0 Gb/s
Western Digital WD Green,216.61,480.0,0.104,SSD,,M.2-2280,M.2 SATA
Crucial M4,900.27,32.0,6.493,SSD,,mSATA,mSATA
Mushkin ELEMENT,1662.14,4000.0,0.096,SSD,,2.5,SATA 6.0 Gb/s
KIOXIA BG5,194.98,512.0,0.088,SSD,,M.2-2230,M.2 PCIe 4.0 X4
Intel 760p,3163.05,2000.0,0.365,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Transcend SSD230S,129.95,128.0,0.234,SSD,,2.5,SATA 6.0 Gb/s
Corsair CSSD-F4000GBMP600PHX,1568.5,4000.0,0.09,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Nextorage NN5PRO,1039.88,1000.0,0.24,SSD,2048.0,M.2-2280,M.2 PCIe 4.0 X8
Toshiba S300,841.25,6000.0,0.032,5400,256.0,3.5,SATA 6.0 Gb/s
KingSpec NX-2230,125.61,256.0,0.113,SSD,,M.2-2230,M.2 PCIe 3.0 X4
Hitachi 7K1000.B,165.91,160.0,0.239,7200,8.0,3.5,SATA 3.0 Gb/s
Transcend MTS800,214.83,64.0,0.775,SSD,,M.2-2280,M.2 SATA
Western Digital Red SA500,303.22,500.0,0.14,SSD,,M.2-2280,M.2 SATA
VisionTek DLX3,152.39,256.0,0.137,SSD,,M.2-2280,M.2 PCIe 3.0 X4
KIOXIA BG5 SED,194.94,256.0,0.176,SSD,,M.2-2230,M.2 PCIe 4.0 X4
Intel X25-V,259.94,40.0,1.5,SSD,,2.5,SATA 3.0 Gb/s
Seagate Cheetah 15K.7,333.64,600.0,0.128,15000,16.0,3.5,SAS 6.0 Gb/s
Kingston UV500B,3505.4,1920.0,0.421,SSD,,2.5,SATA 6.0 Gb/s
Transcend 220S,281.56,512.0,0.127,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Lenovo ThinkPad OPAL,562.68,512.0,0.254,SSD,,M.2-2242,M.2 PCIe 4.0 X4
Seagate BarraCuda,303.22,500.0,0.14,7200,16.0,3.5,SATA 3.0 Gb/s
Seagate Constellation ES,233.94,1000.0,0.054,7200,32.0,3.5,SATA 3.0 Gb/s
Western Digital Caviar SE16,346.55,320.0,0.25,7200,16.0,3.5,SATA 3.0 Gb/s
Hitachi Travelstar 5K500.B,519.92,500.0,0.24,5400,8.0,2.5,SATA 3.0 Gb/s
VisionTek mSATA,311.89,240.0,0.3,SSD,,mSATA,mSATA
Western Digital Purple,308.03,2000.0,0.036,5400,64.0,3.5,SATA 6.0 Gb/s
Western Digital Red Pro,950.88,2000.0,0.11,7200,64.0,3.5,SATA 6.0 Gb/s
Western Digital SE,450.63,1000.0,0.104,7200,128.0,3.5,SATA 6.0 Gb/s
Intel SSDSCKJW240H601,173.28,240.0,0.167,SSD,,M.2-2280,M.2 SATA
Seagate BarraCuda Pro,1143.83,8000.0,0.033,7200,256.0,3.5,SATA 6.0 Gb/s
Hitachi Ultrastar,856.76,1800.0,0.11,10500,128.0,2.5,SAS 12.0 Gb/s
Seagate IronWolf Pro,1191.58,8000.0,0.034,7200,256.0,3.5,SATA 6.0 Gb/s
Seagate Exos X14,1614.04,12000.0,0.031,7200,256.0,3.5,SATA 6.0 Gb/s
Sony Optiarc,164.44,240.0,0.158,SSD,,2.5,SATA 6.0 Gb/s
Seagate EXOS Enterprise,342.31,2000.0,0.04,7200,256.0,3.5,SATA 6.0 Gb/s
Intel DC P4510,7582.75,4000.0,0.438,SSD,,2.5,U.2
Toshiba N300 Pro,558.52,4000.0,0.032,7200,256.0,3.5,SATA 6.0 Gb/s
HP S700 Pro,342.22,512.0,0.154,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Blue Mobile,332.04,500.0,0.153,5400,16.0,2.5,SATA 6.0 Gb/s
Toshiba X300,1297.78,8000.0,0.037,7200,256.0,3.5,SATA 6.0 Gb/s
VisionTek DLX3,324.98,1000.0,0.075,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Addlink S91,1113.54,2000.0,0.128,SSD,,M.2-2230,M.2 PCIe 4.0 X4
OWC Mercury Electra 6G,147.32,250.0,0.136,SSD,,2.5,SATA 6.0 Gb/s
Western Digital RE3,230.65,500.0,0.106,7200,16.0,3.5,SATA 3.0 Gb/s
Western Digital Caviar Green,600.68,750.0,0.185,5400,16.0,3.5,SATA 3.0 Gb/s
Hitachi 7K1000,173.28,1000.0,0.04,7200,32.0,3.5,SATA 3.0 Gb/s
Intel X25-M,1299.9,160.0,1.875,SSD,,2.5,SATA 3.0 Gb/s
Western Digital Caviar Black,346.42,500.0,0.16,7200,32.0,3.5,SATA 6.0 Gb/s
Western Digital AV-GP,276.45,1000.0,0.064,5400,64.0,3.5,SATA 3.0 Gb/s
Western Digital Caviar Green,649.69,500.0,0.3,5400,16.0,3.5,SATA 3.0 Gb/s
Kingston SSDNow V+100,693.24,128.0,1.25,SSD,,2.5,SATA 3.0 Gb/s
Toshiba MK6465GSX,168.99,640.0,0.061,5400,8.0,2.5,SATA 3.0 Gb/s
Western Digital AV-25,97.06,320.0,0.07,5400,16.0,2.5,SATA 3.0 Gb/s
Intel 335,948.93,240.0,0.912,SSD,,2.5,SATA 6.0 Gb/s
ADATA Premier Pro SP600,476.41,64.0,1.718,SSD,,2.5,SATA 6.0 Gb/s
Intel DC S3700,1806.86,200.0,2.085,SSD,,2.5,SATA 6.0 Gb/s
Toshiba PH2100U-1I54,372.59,1000.0,0.086,5400,8.0,2.5,SATA 6.0 Gb/s
Western Digital Red,801.6,5000.0,0.037,5400,64.0,3.5,SATA 6.0 Gb/s
Intel 530,318.48,80.0,0.919,SSD,,M.2-2280,M.2 SATA
PNY CS1111,645.62,240.0,0.621,SSD,,2.5,SATA 6.0 Gb/s
SanDisk Z400s,786.18,128.0,1.417,SSD,,M.2-2280,M.2 SATA
Western Digital Gold,1015.87,8000.0,0.029,7200,128.0,3.5,SATA 6.0 Gb/s
Kingston SSDNow KC400,541.62,256.0,0.488,SSD,,2.5,SATA 6.0 Gb/s
Intel Pro 6000p,451.46,128.0,0.814,SSD,,M.2-2280,M.2 PCIe 3.0 X4
